¿¬µµ,ÆÀ¸í,AVG_Hitter,G_Hitter,PA_Hitter,AB_Hitter,R_Hitter,H_Hitter,2B_Hitter,3B_Hitter,HR_Hitter,TB_Hitter,RBI_Hitter,SAC_Hitter,SF_Hitter,BB_Hitter,IBB_Hitter,HBP_Hitter,SO_Hitter,GDP_Hitter,SLG_Hitter,OBP_Hitter,OPS_Hitter,MH_Hitter,RISP_Hitter,PH-BA_Hitter,ERA_Pitcher,G_Pitcher,W_Pitcher,L_Pitcher,SV_Pitcher,HLD_Pitcher,WPCT_Pitcher,IP_Pitcher,H_Pitcher,HR_Pitcher,BB_Pitcher,HBP_Pitcher,SO_Pitcher,R_Pitcher,ER_Pitcher,WHIP_Pitcher,CG_Pitcher,SHO_Pitcher,QS_Pitcher,BSV_Pitcher,TBF_Pitcher,NP_Pitcher,AVG_Pitcher,2B_Pitcher,3B_Pitcher,SAC_Pitcher,SF_Pitcher,IBB_Pitcher,WP_Pitcher,BK_Pitcher,G_Defense,E_Defense,PKO_Defense,PO_Defense,A_Defense,DP_Defense,FPCT_Defense,PB_Defense,SB_Defense,CS_Defense,CS%_Defense,G_Runner,SBA_Runner,SB_Runner,CS_Runner,SB%_Runner,OOB_Runner,PKO_Runner
2002,KIA,0.269,133,5200,4575,643,1230,220,14,120,1838,611,45,35.0,454,32,91,914,107.0,0.402,0.344,0.746,133.0,0.268,0.25,3.92,133.0,78.0,51.0,38.0,30.0,0.605,1195,1185.0,151.0,370.0,97.0,862.0,580.0,520.0,1.3,10,7,55,0,5106,19112.0,0.26,159,12,54,34,14,55,2.0,133,101,1,3585,1403,127.0,0.98,12,75,60.0,44.4,133,194,155,39.0,79.9,54,8.0
2002,LG,0.261,133,5121,4492,583,1173,212,22,100,1729,541,93,37.0,412,29,86,951,91.0,0.385,0.332,0.717,133.0,0.258,0.178,3.93,133.0,66.0,61.0,32.0,40.0,0.52,1190+2/3,1119.0,135.0,501.0,100.0,896.0,575.0,520.0,1.36,2,9,38,0,5145,20432.0,0.252,185,19,74,26,30,40,5.0,133,91,10,3572,1369,139.0,0.982,8,67,48.0,41.7,133,203,140,63.0,69.0,46,7.0
2002,Çö´ë,0.261,133,5140,4444,658,1160,191,25,173,1920,643,99,34.0,464,26,99,945,82.0,0.432,0.342,0.774,133.0,0.27,0.209,4.23,133.0,70.0,58.0,38.0,36.0,0.547,1186+1/3,1219.0,142.0,416.0,64.0,890.0,614.0,558.0,1.38,3,6,49,0,5131,19927.0,0.268,230,10,64,32,12,54,5.0,133,82,10,3559,1445,125.0,0.984,12,82,46.0,35.9,133,129,79,50.0,61.2,50,6.0
2002,µÎ»ê,0.261,133,5083,4498,587,1173,174,21,130,1779,556,47,46.0,434,17,58,794,107.0,0.396,0.331,0.727,133.0,0.255,0.266,3.93,133.0,66.0,65.0,38.0,43.0,0.504,1183,1139.0,99.0,479.0,60.0,954.0,562.0,517.0,1.37,3,6,60,0,5087,19237.0,0.257,187,23,77,33,30,44,2.0,133,88,3,3549,1447,130.0,0.983,7,103,53.0,34.0,133,148,106,42.0,71.6,46,1.0
2002,ÇÑÈ­,0.256,133,5062,4491,603,1148,206,10,170,1884,570,52,22.0,446,22,49,1064,106.0,0.42,0.328,0.748,133.0,0.251,0.189,4.79,133.0,59.0,69.0,32.0,32.0,0.461,1184+2/3,1254.0,146.0,392.0,102.0,953.0,672.0,631.0,1.39,8,5,54,0,5198,20061.0,0.272,229,25,62,38,29,42,4.0,133,85,10,3554,1363,94.0,0.983,9,116,43.0,27.0,133,159,94,65.0,59.1,38,3.0
2002,·Ôµ¥,0.245,133,4986,4512,463,1105,206,19,85,1604,443,49,22.0,324,14,78,978,75.0,0.355,0.305,0.66,132.0,0.224,0.131,4.72,133.0,35.0,97.0,13.0,19.0,0.265,1168,1269.0,130.0,443.0,83.0,775.0,710.0,612.0,1.47,5,7,49,0,5156,19635.0,0.281,266,28,70,45,16,40,1.0,133,117,2,3504,1523,165.0,0.977,13,107,41.0,27.7,133,139,76,63.0,54.7,51,9.0
2003,Çö´ë,0.286,133,5313,4483,723,1280,208,15,175,2043,673,139,38.0,543,23,109,727,100.0,0.456,0.373,0.829,133.0,0.272,0.208,4.13,133.0,80.0,51.0,39.0,43.0,0.611,1190,1245.0,120.0,457.0,62.0,840.0,627.0,546.0,1.43,2,4,58,0,5197,20181.0,0.273,229,17,92,33,6,56,2.0,133,112,3,3570,1448,131.0,0.978,9,120,73.0,37.8,133,123,75,48.0,61.0,72,5.0
2003,»ï¼º,0.284,133,5241,4564,769,1295,236,14,213,2198,744,73,38.0,481,19,85,661,131.0,0.482,0.36,0.842,133.0,0.293,0.206,4.37,133.0,76.0,53.0,30.0,41.0,0.589,1183,1199.0,133.0,494.0,59.0,808.0,613.0,574.0,1.43,2,5,45,0,5150,19834.0,0.268,222,24,95,29,15,46,3.0,133,75,10,3549,1379,118.0,0.985,9,81,54.0,40.0,133,88,56,32.0,63.6,41,5.0
2003,µÎ»ê,0.276,133,5165,4536,563,1251,205,21,90,1768,541,63,52.0,452,17,62,706,121.0,0.39,0.346,0.736,133.0,0.271,0.272,4.24,133.0,57.0,74.0,30.0,53.0,0.435,1175+2/3,1194.0,105.0,464.0,79.0,654.0,619.0,554.0,1.41,7,7,52,0,5144,19144.0,0.268,208,18,105,43,22,37,3.0,133,90,2,3527,1403,135.0,0.982,10,108,39.0,26.5,133,94,58,36.0,61.7,45,7.0
2003,KIA,0.272,133,5127,4448,657,1211,219,16,129,1849,626,94,37.0,505,18,42,721,72.0,0.416,0.349,0.765,131.0,0.284,0.226,3.62,133.0,78.0,50.0,36.0,34.0,0.609,1178,1092.0,137.0,414.0,101.0,820.0,527.0,474.0,1.28,12,10,65,0,4999,19162.0,0.25,178,10,88,30,12,42,1.0,133,70,1,3534,1493,123.0,0.986,7,48,52.0,52.0,133,213,146,67.0,68.5,73,11.0
2003,SK,0.272,133,5157,4445,644,1208,209,16,156,1917,612,127,32.0,464,10,89,763,87.0,0.431,0.35,0.781,133.0,0.269,0.19,4.44,133.0,66.0,64.0,43.0,48.0,0.508,1181+1/3,1190.0,135.0,497.0,83.0,759.0,642.0,583.0,1.43,3,10,44,0,5158,19830.0,0.267,212,21,84,32,19,42,2.0,133,90,14,3544,1560,118.0,0.983,14,101,67.0,39.9,133,139,82,57.0,59.0,64,5.0
2003,·Ôµ¥,0.256,133,4987,4465,491,1143,232,18,73,1630,451,83,28.0,338,11,73,848,75.0,0.365,0.317,0.682,133.0,0.243,0.206,5.01,133.0,39.0,91.0,22.0,58.0,0.3,1164+1/3,1302.0,171.0,435.0,93.0,647.0,709.0,648.0,1.49,3,4,44,0,5173,19413.0,0.289,259,22,93,40,16,36,3.0,133,104,7,3493,1547,147.0,0.98,14,78,51.0,39.5,133,150,84,66.0,56.0,60,8.0
2003,ÇÑÈ­,0.254,133,5198,4458,577,1131,218,20,121,1752,521,102,21.0,542,22,75,887,89.0,0.393,0.343,0.736,133.0,0.252,0.201,4.37,133.0,63.0,65.0,35.0,31.0,0.492,1192,1184.0,142.0,437.0,68.0,772.0,617.0,579.0,1.36,4,8,54,0,5165,19888.0,0.261,222,14,82,45,14,53,9.0,133,75,4,3576,1324,97.0,0.985,7,110,37.0,25.2,133,135,78,57.0,57.8,64,12.0
2003,LG,0.249,133,4964,4375,509,1088,188,29,106,1652,485,74,40.0,404,11,70,781,90.0,0.378,0.319,0.697,133.0,0.229,0.201,3.98,133.0,60.0,71.0,37.0,51.0,0.458,1169+2/3,1201.0,120.0,531.0,60.0,794.0,579.0,517.0,1.48,2,10,48,0,5166,20403.0,0.271,185,23,116,34,27,49,2.0,133,98,15,3509,1308,116.0,0.98,6,47,52.0,52.5,133,197,135,62.0,68.5,40,5.0
2004,Çö´ë,0.275,133,5322,4480,692,1233,190,13,134,1851,653,111,38.0,607,29,86,871,109.0,0.413,0.37,0.783,133.0,0.286,0.28,4.06,133.0,75.0,53.0,36.0,32.0,0.586,1187,1193.0,123.0,440.0,59.0,842.0,590.0,535.0,1.38,3,8,70,0,5135,20159.0,0.263,232,16,69,25,0,41,4.0,133,78,7,3561,1467,112.0,0.985,12,82,45.0,35.4,133,145,100,45.0,69.0,67,6.0
2004,SK,0.272,133,5254,4499,655,1223,196,9,138,1851,626,105,35.0,521,24,93,818,98.0,0.411,0.357,0.768,132.0,0.271,0.159,4.4,133.0,61.0,64.0,29.0,49.0,0.488,1186+1/3,1173.0,116.0,538.0,110.0,891.0,644.0,580.0,1.44,3,6,39,0,5216,20469.0,0.263,208,13,79,25,18,57,8.0,133,83,10,3559,1469,147.0,0.984,12,90,60.0,40.0,133,97,50,47.0,51.5,53,4.0
2004,»ï¼º,0.269,133,5170,4509,641,1215,225,9,132,1854,600,84,31.0,460,22,86,704,122.0,0.411,0.346,0.757,131.0,0.268,0.16,3.76,133.0,73.0,52.0,42.0,74.0,0.584,1196+1/3,1092.0,118.0,505.0,85.0,994.0,564.0,500.0,1.33,4,9,52,0,5138,20237.0,0.247,181,13,87,34,17,43,6.0,133,88,7,3589,1424,112.0,0.983,13,86,66.0,43.4,133,82,50,32.0,61.0,50,14.0
2004,ÇÑÈ­,0.268,133,5150,4519,632,1213,245,17,140,1912,605,88,33.0,456,14,54,923,107.0,0.423,0.34,0.763,133.0,0.262,0.248,5.21,133.0,53.0,74.0,37.0,36.0,0.417,1180+2/3,1290.0,170.0,455.0,92.0,699.0,750.0,683.0,1.48,3,0,48,0,5267,19697.0,0.282,215,12,95,44,18,47,2.0,133,95,8,3542,1397,115.0,0.981,11,96,40.0,29.4,133,140,82,58.0,58.6,50,7.0
2004,µÎ»ê,0.268,133,5109,4485,606,1200,202,19,89,1707,573,55,40.0,433,12,96,780,86.0,0.381,0.342,0.723,132.0,0.268,0.218,3.88,133.0,70.0,62.0,38.0,47.0,0.53,1177+2/3,1144.0,95.0,457.0,75.0,799.0,560.0,508.0,1.36,4,12,54,0,5056,19198.0,0.26,177,15,84,40,18,49,3.0,133,88,6,3533,1409,146.0,0.983,11,82,40.0,32.8,133,130,71,59.0,54.6,59,9.0
2004,KIA,0.267,133,5190,4426,643,1182,224,9,143,1853,610,82,54.0,549,22,79,693,118.0,0.419,0.354,0.773,132.0,0.263,0.263,4.51,133.0,67.0,61.0,27.0,24.0,0.523,1183,1198.0,119.0,496.0,120.0,773.0,637.0,593.0,1.43,5,9,49,0,5199,19717.0,0.268,213,22,77,39,13,48,1.0,133,79,2,3549,1451,151.0,0.984,7,62,43.0,41.0,133,181,127,54.0,70.2,38,10.0
2004,LG,0.259,133,5081,4432,588,1150,176,24,102,1680,554,73,40.0,441,18,95,892,89.0,0.379,0.337,0.716,133.0,0.264,0.193,4.31,133.0,59.0,70.0,35.0,64.0,0.457,1164+1/3,1235.0,116.0,543.0,64.0,783.0,637.0,557.0,1.53,3,6,46,0,5180,20349.0,0.277,207,17,76,42,31,55,1.0,133,104,13,3493,1361,142.0,0.979,16,64,51.0,44.3,133,117,69,48.0,59.0,56,7.0
2004,·Ôµ¥,0.252,133,5075,4462,533,1125,195,21,88,1626,500,74,31.0,416,15,92,853,99.0,0.364,0.327,0.691,132.0,0.248,0.146,4.22,133.0,50.0,72.0,29.0,46.0,0.41,1190+1/3,1216.0,109.0,449.0,76.0,753.0,608.0,558.0,1.4,4,8,49,0,5160,19578.0,0.272,220,13,105,53,41,43,3.0,133,87,11,3571,1520,134.0,0.983,9,89,45.0,33.6,133,175,129,46.0,73.7,66,10.0
2005,ÇÑÈ­,0.27,126,4841,4304,622,1163,211,9,159,1869,594,31,31.0,400,12,75,824,121.0,0.434,0.341,0.775,126.0,0.261,0.22,4.41,126.0,64.0,61.0,36.0,43.0,0.512,1111,1193.0,111.0,389.0,88.0,662.0,603.0,545.0,1.42,2,6,55,0,4870,18413.0,0.279,187,16,79,45,9,35,2.0,126,110,4,3333,1479,127.0,0.978,7,130,54.0,29.3,126,86,62,24.0,72.1,33,2.0
2005,µÎ»ê,0.27,126,4922,4256,596,1147,183,17,63,1553,558,81,35.0,465,14,85,701,93.0,0.365,0.351,0.716,126.0,0.275,0.164,3.42,126.0,72.0,51.0,33.0,51.0,0.585,1125,1038.0,90.0,440.0,77.0,818.0,465.0,427.0,1.31,2,14,55,0,4774,18006.0,0.251,148,6,82,33,13,56,2.0,126,80,7,3375,1299,149.0,0.983,12,86,36.0,29.5,126,153,103,50.0,67.3,51,4.0
2005,SK,0.269,126,4984,4230,589,1139,174,12,122,1703,559,136,38.0,495,27,85,806,88.0,0.403,0.355,0.758,126.0,0.249,0.265,3.41,126.0,70.0,50.0,27.0,50.0,0.583,1137,1005.0,103.0,422.0,99.0,843.0,485.0,431.0,1.26,2,10,50,0,4822,18822.0,0.24,160,11,88,23,14,31,1.0,126,80,10,3411,1321,103.0,0.983,9,82,62.0,43.1,126,155,101,54.0,65.2,58,15.0
2005,»ï¼º,0.268,126,4975,4234,614,1134,178,6,111,1657,575,98,34.0,500,21,109,748,112.0,0.391,0.357,0.748,126.0,0.265,0.204,3.83,126.0,74.0,48.0,37.0,62.0,0.607,1129+1/3,1026.0,109.0,387.0,79.0,875.0,528.0,480.0,1.25,2,7,40,0,4791,18580.0,0.244,197,21,93,23,11,49,5.0,126,86,5,3388,1361,98.0,0.982,2,83,37.0,30.8,126,135,97,38.0,71.9,42,7.0
2005,KIA,0.26,126,4848,4234,541,1102,183,13,99,1608,507,79,31.0,430,24,74,718,101.0,0.38,0.337,0.717,125.0,0.24,0.191,4.81,126.0,49.0,76.0,24.0,26.0,0.392,1105,1166.0,138.0,510.0,119.0,786.0,659.0,591.0,1.52,8,5,41,0,4975,19287.0,0.276,200,7,91,33,16,59,3.0,126,98,11,3315,1388,128.0,0.98,10,97,44.0,31.2,126,144,101,43.0,70.1,43,6.0
2005,LG,0.26,126,4785,4222,601,1098,189,21,105,1644,554,80,41.0,349,12,93,915,72.0,0.389,0.327,0.716,126.0,0.276,0.247,4.9,126.0,54.0,71.0,31.0,59.0,0.432,1102+1/3,1212.0,109.0,480.0,80.0,781.0,666.0,600.0,1.53,3,7,50,0,4969,19542.0,0.283,200,18,88,40,27,48,5.0,126,89,15,3307,1314,112.0,0.981,12,78,34.0,30.4,126,194,149,45.0,76.8,30,10.0
2005,Çö´ë,0.256,126,4899,4190,563,1071,168,16,134,1673,529,105,26.0,458,12,120,817,85.0,0.399,0.344,0.743,125.0,0.241,0.257,4.68,126.0,53.0,70.0,28.0,22.0,0.431,1115+2/3,1175.0,125.0,422.0,80.0,803.0,647.0,580.0,1.43,2,9,47,0,4930,18926.0,0.273,205,21,85,33,2,43,3.0,126,100,3,3347,1340,111.0,0.979,7,88,41.0,31.8,126,119,81,38.0,68.1,56,12.0
2005,·Ôµ¥,0.253,126,4722,4177,500,1058,202,23,83,1555,470,94,20.0,361,11,70,856,83.0,0.372,0.322,0.694,125.0,0.261,0.228,4.3,126.0,58.0,67.0,33.0,24.0,0.464,1120+1/3,1097.0,91.0,408.0,89.0,817.0,573.0,535.0,1.34,2,6,58,0,4845,18373.0,0.26,191,17,98,26,41,44,1.0,126,98,9,3361,1417,124.0,0.98,6,111,36.0,24.5,126,140,88,52.0,62.9,57,8.0
2006,Çö´ë,0.27,126,4798,4092,547,1104,172,9,92,1570,518,153,32.0,444,17,77,628,108.0,0.384,0.35,0.734,126.0,0.272,0.207,3.41,126.0,70.0,55.0,41.0,45.0,0.56,1114+2/3,1053.0,69.0,394.0,71.0,816.0,467.0,422.0,1.3,2,15,67,8,4771,18458.0,0.251,172,18,82,23,0,39,0.0,126,93,6,3344,1326,125.0,0.98,3,81,23.0,22.1,126,118,71,47.0,60.2,53,9.0
2006,µÎ»ê,0.258,126,4708,4147,455,1068,152,28,55,1441,425,81,27.0,368,14,83,635,102.0,0.347,0.328,0.675,126.0,0.258,0.176,3.36,126.0,63.0,60.0,39.0,29.0,0.512,1115+2/3,968.0,69.0,424.0,69.0,834.0,467.0,416.0,1.25,7,10,67,8,4690,17927.0,0.24,158,18,117,47,13,55,1.0,126,95,7,3347,1306,110.0,0.98,19,108,47.0,30.3,126,189,132,57.0,69.8,72,8.0
2006,KIA,0.255,126,4754,4181,476,1067,191,22,62,1488,431,102,26.0,390,20,55,650,90.0,0.356,0.325,0.681,126.0,0.247,0.259,3.33,126.0,64.0,59.0,35.0,29.0,0.52,1118+1/3,998.0,73.0,442.0,78.0,735.0,451.0,414.0,1.29,2,9,49,8,4725,18216.0,0.243,172,7,81,23,17,44,2.0,126,66,8,3355,1426,133.0,0.986,6,77,39.0,33.6,126,136,93,43.0,68.4,46,8.0
2006,»ï¼º,0.255,126,4779,4091,538,1043,192,9,73,1472,505,90,42.0,477,14,79,689,107.0,0.36,0.341,0.701,126.0,0.254,0.246,3.33,126.0,73.0,50.0,49.0,65.0,0.593,1118,1030.0,100.0,365.0,63.0,781.0,471.0,414.0,1.25,1,15,56,9,4699,18038.0,0.249,185,10,98,28,9,21,7.0,126,76,3,3354,1293,94.0,0.984,5,78,48.0,38.1,126,173,121,52.0,69.9,56,6.0
2006,SK,0.254,126,4793,4177,509,1059,171,19,99,1565,488,96,33.0,424,19,63,859,84.0,0.375,0.329,0.704,126.0,0.246,0.254,3.8,126.0,60.0,65.0,33.0,52.0,0.48,1124,1071.0,85.0,446.0,83.0,701.0,535.0,475.0,1.35,0,6,47,11,4819,18300.0,0.259,172,11,119,33,24,26,2.0,126,90,8,3372,1436,137.0,0.982,6,121,50.0,29.2,126,164,117,47.0,71.3,58,11.0
2006,ÇÑÈ­,0.253,126,4769,4170,511,1057,191,3,110,1584,481,68,30.0,442,13,59,800,120.0,0.38,0.331,0.711,123.0,0.24,0.195,3.35,126.0,67.0,57.0,41.0,47.0,0.54,1121+1/3,1077.0,94.0,373.0,49.0,760.0,475.0,418.0,1.29,11,14,56,10,4731,17764.0,0.257,166,11,94,18,17,37,2.0,126,84,6,3364,1421,105.0,0.983,7,123,51.0,29.3,126,93,65,28.0,69.9,41,3.0
2006,·Ôµ¥,0.25,126,4766,4137,488,1034,173,3,88,1477,463,124,21.0,418,17,65,815,84.0,0.357,0.327,0.684,125.0,0.268,0.184,3.86,126.0,50.0,73.0,28.0,34.0,0.407,1118+2/3,1128.0,83.0,410.0,60.0,637.0,541.0,480.0,1.37,5,9,64,18,4822,18088.0,0.268,210,12,100,38,30,30,1.0,126,84,10,3356,1529,123.0,0.983,13,70,48.0,40.7,126,103,62,41.0,60.2,68,7.0
2006,LG,0.246,126,4724,4217,457,1037,181,16,81,1493,430,92,32.0,330,19,52,813,86.0,0.354,0.306,0.66,125.0,0.232,0.208,4.22,126.0,47.0,75.0,29.0,53.0,0.385,1110,1144.0,87.0,439.0,60.0,625.0,574.0,521.0,1.43,3,10,51,12,4834,18397.0,0.273,188,22,115,33,23,41,3.0,126,82,9,3330,1382,132.0,0.983,7,64,42.0,39.6,126,117,84,33.0,71.8,30,8.0
2007,Çö´ë,0.271,126,4920,4260,530,1154,178,7,96,1634,507,125,32.0,443,38,60,653,111.0,0.384,0.346,0.73,126.0,0.269,0.3,4.41,126.0,56.0,69.0,27.0,46.0,0.448,1127,1104.0,119.0,466.0,48.0,796.0,615.0,552.0,1.39,1,2,44,11,4906,18861.0,0.259,192,21,91,32,20,32,4.0,126,96,4,3381,1327,106.0,0.98,12,127,47.0,27.0,126,87,51,36.0,58.6,57,5.0
2007,·Ôµ¥,0.27,126,4894,4273,533,1152,193,18,76,1609,501,104,39.0,405,34,73,763,87.0,0.377,0.34,0.717,126.0,0.282,0.262,4.12,126.0,55.0,68.0,22.0,24.0,0.447,1120+2/3,1164.0,93.0,414.0,69.0,704.0,554.0,513.0,1.41,2,9,59,12,4871,18425.0,0.274,184,19,95,43,40,46,4.0,126,82,14,3362,1444,118.0,0.983,10,80,38.0,32.2,126,113,67,46.0,59.3,56,3.0
2007,LG,0.268,126,4933,4322,532,1160,186,19,78,1618,508,89,43.0,431,24,48,704,107.0,0.374,0.338,0.712,126.0,0.262,0.266,4.33,126.0,58.0,62.0,34.0,58.0,0.483,1135+2/3,1181.0,63.0,514.0,52.0,630.0,600.0,547.0,1.49,2,9,58,16,5014,19341.0,0.275,215,27,105,55,21,48,2.0,126,94,9,3407,1463,150.0,0.981,9,56,39.0,41.1,126,176,130,46.0,73.9,48,11.0
2007,SK,0.264,126,4881,4236,603,1118,212,20,112,1706,568,87,40.0,442,22,76,750,86.0,0.403,0.341,0.744,125.0,0.283,0.223,3.24,126.0,73.0,48.0,36.0,77.0,0.603,1139+1/3,1079.0,77.0,445.0,67.0,650.0,465.0,410.0,1.34,1,10,58,9,4852,18425.0,0.256,141,7,94,32,27,28,1.0,126,88,3,3418,1503,152.0,0.982,1,71,50.0,41.3,126,204,136,68.0,66.7,50,9.0
2007,µÎ»ê,0.263,126,4856,4199,578,1103,209,32,78,1610,543,68,51.0,449,21,88,748,102.0,0.383,0.343,0.726,126.0,0.269,0.137,3.44,126.0,70.0,54.0,30.0,42.0,0.565,1131+1/3,1067.0,74.0,399.0,75.0,721.0,480.0,432.0,1.3,6,14,57,11,4814,18464.0,0.252,187,17,79,34,24,43,4.0,126,73,3,3394,1333,115.0,0.985,15,105,38.0,26.6,126,220,161,59.0,73.2,62,12.0
2007,KIA,0.257,126,4811,4204,499,1080,198,16,73,1529,465,78,45.0,428,7,55,630,117.0,0.364,0.33,0.694,126.0,0.242,0.156,4.49,126.0,51.0,74.0,26.0,27.0,0.408,1109+2/3,1109.0,103.0,526.0,97.0,670.0,602.0,554.0,1.47,2,6,43,6,4933,18852.0,0.266,244,17,93,39,28,60,7.0,126,77,5,3329,1426,131.0,0.984,8,114,37.0,24.5,126,114,70,44.0,61.4,30,5.0
2007,ÇÑÈ­,0.254,126,4805,4128,534,1050,165,13,104,1553,502,87,28.0,506,17,56,705,128.0,0.376,0.342,0.718,124.0,0.271,0.216,3.54,126.0,67.0,57.0,39.0,36.0,0.54,1119,1084.0,84.0,451.0,53.0,741.0,481.0,440.0,1.37,9,5,66,12,4781,18314.0,0.261,182,6,82,36,24,38,4.0,126,76,9,3357,1468,118.0,0.984,3,124,74.0,37.4,126,69,48,21.0,69.6,43,5.0
2007,»ï¼º,0.254,126,4895,4186,497,1062,191,9,86,1529,469,95,39.0,511,28,63,678,93.0,0.365,0.341,0.706,125.0,0.238,0.273,3.71,126.0,62.0,60.0,41.0,51.0,0.508,1131+2/3,1091.0,90.0,400.0,58.0,719.0,509.0,466.0,1.32,0,11,42,6,4824,18606.0,0.258,187,20,94,46,7,35,5.0,126,87,8,3395,1431,113.0,0.982,8,70,43.0,38.1,126,147,101,46.0,68.7,41,6.0
2008,SK,0.282,126,5003,4332,632,1222,215,23,89,1750,591,80,38.0,491,15,62,735,99.0,0.404,0.361,0.765,126.0,0.278,0.289,3.22,126.0,83.0,43.0,43.0,72.0,0.659,1151,1053.0,78.0,448.0,55.0,801.0,461.0,412.0,1.3,1,10,52,16,4855,18607.0,0.248,127,14,70,32,13,35,2.0,126,102,9,3453,1464,133.0,0.98,6,89,65.0,42.2,126,253,170,83.0,67.2,52,7.0
2008,·Ôµ¥,0.282,126,4890,4256,624,1200,199,22,93,1722,590,62,51.0,445,13,76,728,97.0,0.405,0.356,0.761,126.0,0.273,0.189,3.64,126.0,69.0,57.0,27.0,38.0,0.548,1119,1134.0,70.0,409.0,47.0,671.0,518.0,453.0,1.38,9,5,68,11,4769,17361.0,0.27,196,22,78,40,32,42,2.0,126,92,3,3357,1507,155.0,0.981,7,112,55.0,32.9,126,201,133,68.0,66.2,77,9.0
2008,µÎ»ê,0.276,126,4975,4344,647,1198,166,37,68,1642,598,36,44.0,472,23,78,719,115.0,0.378,0.354,0.732,126.0,0.278,0.31,3.89,126.0,70.0,56.0,26.0,37.0,0.556,1134+2/3,1115.0,78.0,379.0,69.0,780.0,542.0,490.0,1.32,0,8,41,14,4857,18259.0,0.259,192,29,66,45,13,45,5.0,126,92,5,3404,1325,111.0,0.981,12,109,46.0,29.7,126,252,189,63.0,75.0,47,8.0
2008,¿ì¸®,0.266,126,4834,4317,499,1149,190,19,70,1587,471,51,33.0,396,20,37,713,114.0,0.368,0.331,0.699,126.0,0.27,0.237,4.43,126.0,50.0,76.0,29.0,36.0,0.397,1125+1/3,1159.0,91.0,465.0,70.0,729.0,609.0,554.0,1.44,4,10,57,15,4933,18768.0,0.269,209,29,52,39,20,46,2.0,126,100,10,3376,1403,121.0,0.98,10,123,58.0,32.0,126,154,97,57.0,63.0,44,10.0
2008,KIA,0.26,126,4832,4210,503,1095,188,28,48,1483,465,85,35.0,453,14,48,642,97.0,0.352,0.336,0.688,126.0,0.251,0.217,4.08,126.0,57.0,69.0,29.0,26.0,0.452,1124,1078.0,65.0,473.0,77.0,733.0,555.0,510.0,1.38,3,9,58,10,4850,18391.0,0.256,180,19,50,42,9,52,5.0,126,75,5,3372,1481,129.0,0.985,6,143,54.0,27.4,126,196,131,65.0,66.8,62,11.0
2008,»ï¼º,0.258,126,4859,4180,557,1078,186,16,92,1572,520,70,38.0,505,15,65,699,115.0,0.376,0.344,0.72,124.0,0.274,0.206,4.4,126.0,65.0,61.0,40.0,48.0,0.516,1123+1/3,1184.0,87.0,416.0,43.0,703.0,596.0,549.0,1.42,0,6,27,7,4867,18532.0,0.275,209,18,54,41,4,49,4.0,126,69,9,3370,1387,119.0,0.986,9,124,59.0,32.2,126,96,59,37.0,61.5,53,6.0
2008,LG,0.256,126,4743,4184,468,1070,164,23,66,1478,447,85,50.0,364,6,59,765,90.0,0.353,0.321,0.674,126.0,0.249,0.257,4.85,126.0,46.0,80.0,25.0,40.0,0.365,1108+1/3,1239.0,82.0,480.0,72.0,631.0,646.0,597.0,1.55,1,9,42,10,4976,18608.0,0.288,225,41,77,39,4,46,3.0,126,76,13,3325,1365,118.0,0.984,7,87,51.0,37.0,126,156,111,45.0,71.2,48,8.0
2008,ÇÑÈ­,0.254,126,4882,4275,592,1086,204,20,120,1690,566,52,35.0,463,17,57,770,100.0,0.395,0.333,0.728,124.0,0.283,0.195,4.43,126.0,64.0,62.0,36.0,39.0,0.508,1129+2/3,1136.0,95.0,519.0,49.0,723.0,595.0,556.0,1.47,3,5,44,10,4911,18991.0,0.269,174,16,74,46,28,37,4.0,126,61,8,3389,1457,150.0,0.988,9,171,55.0,24.3,126,122,97,25.0,79.5,38,4.0
2009,SK,0.285,133,5379,4574,732,1303,235,17,166,2070,693,128,40.0,552,16,84,892,103.0,0.453,0.369,0.822,133.0,0.256,0.294,3.67,133.0,80.0,47.0,33.0,34.0,0.63,1213,1141.0,130.0,519.0,54.0,1032.0,550.0,494.0,1.37,2,4,54,10,5203,20394.0,0.252,154,17,64,31,34,68,3.0,133,94,5,3639,1406,152.0,0.982,9,80,43.0,35.0,133,249,181,68.0,72.7,60,10.0
2009,µÎ»ê,0.28,133,5265,4591,722,1286,215,33,120,1927,669,26,40.0,522,21,86,849,128.0,0.42,0.362,0.782,133.0,0.284,0.157,4.6,133.0,71.0,60.0,32.0,59.0,0.542,1186+1/3,1221.0,120.0,515.0,75.0,862.0,662.0,607.0,1.46,1,6,27,15,5205,19936.0,0.272,222,28,73,47,7,55,3.0,133,83,6,3559,1455,148.0,0.984,12,107,53.0,33.1,133,179,129,50.0,72.1,62,7.0
2009,LG,0.278,133,5248,4505,670,1251,182,21,129,1862,627,97,45.0,552,28,49,781,124.0,0.413,0.36,0.773,133.0,0.265,0.261,5.42,133.0,54.0,75.0,25.0,38.0,0.419,1175,1316.0,165.0,585.0,91.0,777.0,763.0,707.0,1.62,0,3,44,11,5339,20615.0,0.29,241,20,85,43,10,56,1.0,133,84,9,3525,1514,153.0,0.984,13,136,49.0,26.5,133,188,141,47.0,75.0,56,6.0
