연도,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW_RBI,BB/K,P/PA,ISOP,XR,GPA
2016.0,정의윤,SK,0.311,144.0,616.0,576.0,68.0,179.0,32.0,1.0,27.0,294.0,100.0,0.0,5.0,25.0,3.0,10.0,76.0,15.0,0.51,0.347,0.857,56.0,0.301,0.0,25,184,128,1.44,0,1.42,3.48,0.096,58.8,0.243
2016.0,김재호,두산,0.31,137.0,496.0,416.0,69.0,129.0,27.0,3.0,7.0,183.0,78.0,5.0,13.0,57.0,1.0,5.0,52.0,8.0,0.44,0.389,0.829,36.0,0.336,0.333,37,117,138,0.85,0,1.06,4.28,0.128,61.7,0.262
2016.0,이범호,KIA,0.31,138.0,560.0,484.0,93.0,150.0,23.0,0.0,33.0,272.0,108.0,0.0,7.0,60.0,7.0,9.0,57.0,15.0,0.562,0.391,0.953,43.0,0.314,0.333,24,127,104,1.22,0,0.38,3.82,0.083,43.1,0.229
2016.0,정근우,한화,0.31,138.0,650.0,575.0,121.0,178.0,31.0,2.0,18.0,267.0,88.0,1.0,5.0,60.0,2.0,9.0,58.0,14.0,0.464,0.381,0.845,54.0,0.388,0.0,32,127,119,1.07,0,0.34,3.57,0.13,46.2,0.233
2017.0,김선빈,KIA,0.37,137.0,529.0,476.0,84.0,176.0,34.0,1.0,5.0,227.0,64.0,5.0,4.0,39.0,4.0,5.0,40.0,10.0,0.477,0.42,0.897,51.0,0.382,0.167,31,108,125,0.86,0,0.54,3.62,0.135,53.6,0.245
2017.0,박건우,두산,0.366,131.0,543.0,483.0,91.0,177.0,40.0,2.0,20.0,281.0,78.0,5.0,4.0,41.0,2.0,10.0,64.0,15.0,0.582,0.424,1.006,56.0,0.353,0.25,33,139,104,1.34,0,0.44,3.94,0.111,54.2,0.238
2017.0,박민우,NC,0.363,106.0,452.0,388.0,84.0,141.0,25.0,4.0,3.0,183.0,47.0,3.0,4.0,46.0,0.0,11.0,51.0,8.0,0.472,0.441,0.913,44.0,0.356,0.5,36,117,116,1.01,0,0.45,3.93,0.134,63.6,0.245
2017.0,나성범,NC,0.347,125.0,561.0,498.0,103.0,173.0,42.0,2.0,24.0,291.0,99.0,0.0,3.0,48.0,10.0,12.0,116.0,8.0,0.584,0.415,0.999,53.0,0.345,0.0,43,92,100,0.92,0,0.61,4.24,0.195,64.8,0.273
2017.0,박용택,LG,0.344,138.0,596.0,509.0,83.0,175.0,23.0,2.0,14.0,244.0,90.0,0.0,9.0,72.0,6.0,6.0,88.0,13.0,0.479,0.424,0.903,51.0,0.364,0.0,22,143,106,1.35,0,0.6,3.68,0.104,53.4,0.229
2017.0,최형우,KIA,0.342,142.0,629.0,514.0,98.0,176.0,36.0,3.0,26.0,296.0,120.0,0.0,8.0,96.0,8.0,11.0,82.0,15.0,0.576,0.45,1.026,54.0,0.368,0.0,19,133,112,1.19,0,0.7,3.91,0.061,50.4,0.227
2017.0,김재환,두산,0.34,144.0,636.0,544.0,110.0,185.0,34.0,2.0,35.0,328.0,115.0,0.0,4.0,81.0,10.0,7.0,123.0,8.0,0.603,0.429,1.032,56.0,0.342,0.0,18,128,166,0.77,0,1.0,3.77,0.043,44.7,0.21
2017.0,로사리오,한화,0.339,119.0,510.0,445.0,100.0,151.0,30.0,1.0,37.0,294.0,111.0,0.0,5.0,50.0,4.0,10.0,61.0,12.0,0.661,0.414,1.075,44.0,0.373,0.5,27,113,94,1.2,0,0.55,3.42,0.107,58.3,0.287
2017.0,손아섭,롯데,0.335,144.0,667.0,576.0,113.0,193.0,35.0,4.0,20.0,296.0,80.0,1.0,3.0,83.0,8.0,4.0,96.0,7.0,0.514,0.42,0.934,56.0,0.29,0.0,38,152,89,1.71,0,0.73,3.9,0.129,97.8,0.308
2017.0,서건창,넥센,0.332,139.0,615.0,539.0,87.0,179.0,28.0,3.0,6.0,231.0,76.0,2.0,6.0,67.0,1.0,1.0,68.0,11.0,0.429,0.403,0.832,50.0,0.365,1.0,30,105,103,1.02,0,0.88,3.55,0.101,59.3,0.283
2017.0,이명기,KIA,0.332,115.0,512.0,464.0,79.0,154.0,24.0,4.0,9.0,213.0,63.0,14.0,3.0,28.0,0.0,3.0,57.0,2.0,0.459,0.371,0.83,49.0,0.383,0.429,33,126,130,0.97,0,0.73,3.86,0.107,81.7,0.286
2017.0,송광민,한화,0.327,117.0,473.0,437.0,71.0,143.0,26.0,0.0,13.0,208.0,75.0,4.0,8.0,21.0,1.0,3.0,88.0,11.0,0.476,0.356,0.832,45.0,0.291,0.25,34,98,74,1.32,0,1.09,4.28,0.157,70.2,0.319
2017.0,이정후,넥센,0.324,144.0,622.0,552.0,111.0,179.0,29.0,8.0,2.0,230.0,47.0,2.0,2.0,60.0,2.0,6.0,67.0,9.0,0.417,0.395,0.812,52.0,0.321,0.0,37,97,109,0.89,0,0.65,3.71,0.162,72.6,0.294
2017.0,전준우,롯데,0.321,110.0,496.0,455.0,76.0,146.0,27.0,1.0,18.0,229.0,69.0,2.0,2.0,30.0,2.0,7.0,70.0,11.0,0.503,0.37,0.873,44.0,0.325,1.0,42,107,92,1.16,0,0.74,4.09,0.197,81.7,0.32
2017.0,이대호,롯데,0.32,142.0,608.0,540.0,73.0,173.0,13.0,0.0,34.0,288.0,111.0,0.0,3.0,50.0,8.0,15.0,84.0,22.0,0.533,0.391,0.924,52.0,0.341,0.0,54,101,116,0.87,0,0.96,4.05,0.284,116.1,0.347
2017.0,버나디나,KIA,0.32,139.0,621.0,557.0,118.0,178.0,26.0,8.0,27.0,301.0,111.0,3.0,9.0,41.0,2.0,11.0,112.0,9.0,0.54,0.372,0.912,49.0,0.331,0.0,46,65,125,0.52,0,0.59,3.99,0.235,99.1,0.331
2017.0,최정,SK,0.316,130.0,527.0,430.0,89.0,136.0,18.0,1.0,46.0,294.0,113.0,0.0,8.0,70.0,10.0,19.0,107.0,8.0,0.684,0.427,1.111,34.0,0.388,0.0,32,120,106,1.13,0,1.02,3.95,0.125,71.6,0.292
2017.0,안치홍,KIA,0.316,132.0,545.0,487.0,95.0,154.0,29.0,2.0,21.0,250.0,93.0,6.0,5.0,43.0,1.0,4.0,70.0,19.0,0.513,0.373,0.886,47.0,0.319,0.0,31,97,81,1.2,0,0.35,3.89,0.117,61.7,0.271
2017.0,러프,삼성,0.315,134.0,591.0,515.0,90.0,162.0,38.0,0.0,31.0,293.0,124.0,0.0,4.0,60.0,4.0,12.0,107.0,14.0,0.569,0.396,0.965,46.0,0.379,0.0,35,99,124,0.8,0,0.67,3.89,0.132,66.0,0.276
2017.0,윤석민,KT,0.312,142.0,586.0,538.0,90.0,168.0,30.0,1.0,20.0,260.0,105.0,0.0,7.0,33.0,0.0,8.0,85.0,24.0,0.483,0.357,0.84,48.0,0.331,0.125,57,116,156,0.74,0,0.52,4.02,0.225,98.2,0.297
2017.0,모창민,NC,0.312,136.0,527.0,474.0,64.0,148.0,25.0,3.0,17.0,230.0,90.0,3.0,9.0,39.0,2.0,2.0,81.0,6.0,0.485,0.361,0.846,48.0,0.338,0.25,40,119,125,0.95,0,0.87,3.87,0.168,80.5,0.289
2017.0,고종욱,넥센,0.312,123.0,453.0,426.0,70.0,133.0,24.0,8.0,8.0,197.0,54.0,0.0,2.0,22.0,2.0,3.0,92.0,11.0,0.462,0.349,0.811,32.0,0.288,0.133,35,90,105,0.86,0,0.67,3.86,0.165,57.1,0.283
2017.0,구자욱,삼성,0.31,144.0,647.0,564.0,108.0,175.0,39.0,10.0,21.0,297.0,107.0,0.0,10.0,63.0,1.0,10.0,138.0,1.0,0.527,0.383,0.91,48.0,0.352,0.0,35,84,88,0.95,0,0.58,4.11,0.139,56.3,0.284
2017.0,김주찬,KIA,0.309,122.0,478.0,440.0,78.0,136.0,39.0,2.0,12.0,215.0,70.0,2.0,1.0,31.0,0.0,4.0,59.0,17.0,0.489,0.359,0.848,39.0,0.322,0.25,36,131,108,1.21,0,0.61,3.94,0.141,75.4,0.28
2017.0,오재일,두산,0.306,128.0,466.0,412.0,62.0,126.0,27.0,0.0,26.0,231.0,89.0,1.0,3.0,45.0,0.0,5.0,80.0,5.0,0.561,0.378,0.939,29.0,0.315,0.333,27,119,104,1.14,0,0.68,3.77,0.118,56.3,0.264
2017.0,유한준,KT,0.306,133.0,497.0,445.0,52.0,136.0,19.0,0.0,13.0,194.0,68.0,2.0,3.0,45.0,2.0,2.0,59.0,10.0,0.436,0.37,0.806,39.0,0.362,0.125,22,116,102,1.14,0,0.84,4.06,0.076,63.6,0.274
2017.0,민병헌,두산,0.304,123.0,520.0,447.0,73.0,136.0,21.0,0.0,14.0,199.0,71.0,1.0,6.0,47.0,2.0,19.0,74.0,14.0,0.445,0.389,0.834,44.0,0.306,0.0,23,126,114,1.11,0,1.19,3.97,0.072,57.2,0.261
2017.0,강한울,삼성,0.303,135.0,448.0,412.0,58.0,125.0,9.0,3.0,0.0,140.0,24.0,9.0,1.0,26.0,0.0,0.0,57.0,4.0,0.34,0.344,0.684,37.0,0.24,0.167,39,95,89,1.07,0,0.81,4.18,0.209,72.6,0.303
2017.0,번즈,롯데,0.303,116.0,468.0,423.0,71.0,128.0,38.0,0.0,15.0,211.0,57.0,2.0,3.0,29.0,0.0,11.0,100.0,18.0,0.499,0.361,0.86,36.0,0.324,0.0,44,94,122,0.77,0,0.62,4.01,0.198,82.4,0.296
2017.0,김하성,넥센,0.302,141.0,601.0,526.0,90.0,159.0,36.0,3.0,23.0,270.0,114.0,2.0,7.0,58.0,2.0,8.0,65.0,8.0,0.513,0.376,0.889,49.0,0.357,0.333,39,83,121,0.69,0,0.56,3.96,0.186,82.3,0.296
2018.0,김현수,LG,0.362,117.0,511.0,453.0,95.0,164.0,39.0,2.0,20.0,267.0,101.0,0.0,10.0,47.0,6.0,1.0,61.0,9.0,0.589,0.415,1.004,48.0,0.419,0.0,41,152,137,1.11,0,0.67,3.57,0.126,68.7,0.259
2018.0,양의지,두산,0.358,133.0,503.0,439.0,84.0,157.0,29.0,1.0,23.0,257.0,77.0,0.0,6.0,45.0,6.0,13.0,40.0,13.0,0.585,0.427,1.012,48.0,0.317,0.333,20,92,98,0.94,0,0.58,3.77,0.081,44.2,0.256
2018.0,이정후,넥센,0.355,109.0,520.0,459.0,81.0,163.0,34.0,2.0,6.0,219.0,57.0,3.0,8.0,42.0,3.0,8.0,58.0,5.0,0.477,0.412,0.889,46.0,0.37,0.0,21,121,89,1.36,0,0.69,3.9,0.091,56.7,0.259
2018.0,박병호,넥센,0.345,113.0,488.0,400.0,88.0,138.0,20.0,0.0,43.0,287.0,112.0,0.0,3.0,68.0,10.0,17.0,114.0,9.0,0.718,0.457,1.175,46.0,0.312,0.333,41,112,137,0.82,0,0.5,3.93,0.159,70.9,0.272
2018.0,안치홍,KIA,0.342,130.0,549.0,494.0,88.0,169.0,38.0,1.0,23.0,278.0,118.0,0.0,9.0,36.0,1.0,10.0,57.0,13.0,0.563,0.392,0.955,53.0,0.403,0.333,35,94,125,0.75,0,0.7,3.71,0.132,53.1,0.261
2018.0,전준우,롯데,0.342,144.0,614.0,556.0,118.0,190.0,36.0,2.0,33.0,329.0,90.0,1.0,2.0,48.0,1.0,7.0,82.0,12.0,0.592,0.4,0.992,59.0,0.379,0.3,31,134,112,1.2,0,1.04,3.4,0.128,63.5,0.268
2018.0,김주찬,KIA,0.34,121.0,471.0,429.0,71.0,146.0,23.0,0.0,18.0,223.0,93.0,2.0,10.0,23.0,5.0,7.0,57.0,15.0,0.52,0.375,0.895,42.0,0.361,0.333,46,114,101,1.13,0,0.55,4.13,0.197,75.5,0.282
2018.0,최형우,KIA,0.339,143.0,609.0,528.0,92.0,179.0,34.0,1.0,25.0,290.0,103.0,0.0,8.0,66.0,7.0,7.0,87.0,17.0,0.549,0.414,0.963,47.0,0.342,1.0,19,148,88,1.68,0,0.57,4.12,0.056,66.0,0.252
2018.0,유한준,KT,0.339,121.0,480.0,428.0,59.0,145.0,21.0,1.0,20.0,228.0,83.0,2.0,1.0,47.0,3.0,2.0,53.0,9.0,0.533,0.406,0.939,46.0,0.385,0.1,39,114,105,1.09,0,0.54,3.79,0.167,57.6,0.263
2018.0,김재환,두산,0.334,139.0,602.0,527.0,104.0,176.0,36.0,1.0,44.0,346.0,133.0,0.0,7.0,59.0,4.0,9.0,134.0,6.0,0.657,0.405,1.062,51.0,0.295,1.0,33,131,129,1.02,0,0.84,3.87,0.105,66.7,0.26
2018.0,최주환,두산,0.333,138.0,590.0,519.0,87.0,173.0,39.0,6.0,26.0,302.0,108.0,0.0,10.0,51.0,1.0,10.0,89.0,5.0,0.582,0.397,0.979,50.0,0.368,0.25,39,141,140,1.01,0,0.63,3.86,0.115,65.8,0.255
2018.0,이대호,롯데,0.333,144.0,604.0,543.0,81.0,181.0,30.0,0.0,37.0,322.0,125.0,0.0,4.0,43.0,7.0,14.0,75.0,18.0,0.593,0.394,0.987,55.0,0.307,0.444,25,107,118,0.91,0,0.58,3.55,0.109,44.8,0.245
2018.0,구자욱,삼성,0.333,116.0,529.0,478.0,100.0,159.0,26.0,5.0,20.0,255.0,84.0,1.0,2.0,43.0,2.0,5.0,110.0,4.0,0.533,0.392,0.925,50.0,0.378,0.0,23,99,102,0.97,0,0.63,3.94,0.091,46.4,0.244
2018.0,채은성,LG,0.331,139.0,578.0,529.0,78.0,175.0,36.0,2.0,25.0,290.0,119.0,0.0,5.0,35.0,1.0,9.0,97.0,12.0,0.548,0.379,0.927,54.0,0.362,0.0,23,100,104,0.96,0,0.56,4.01,0.106,43.1,0.239
2018.0,러프,삼성,0.33,137.0,597.0,506.0,97.0,167.0,32.0,4.0,33.0,306.0,125.0,0.0,8.0,65.0,0.0,18.0,107.0,17.0,0.605,0.419,1.024,52.0,0.366,0.0,29,115,90,1.28,0,0.43,4.37,0.1,46.6,0.238
2018.0,이재원,SK,0.329,130.0,471.0,407.0,63.0,134.0,24.0,0.0,17.0,209.0,57.0,4.0,5.0,43.0,0.0,12.0,65.0,13.0,0.514,0.405,0.919,40.0,0.308,0.4,37,100,118,0.85,0,0.48,4.08,0.143,66.6,0.256
2018.0,손아섭,롯데,0.329,141.0,625.0,553.0,109.0,182.0,32.0,5.0,26.0,302.0,93.0,1.0,1.0,68.0,1.0,2.0,99.0,15.0,0.546,0.404,0.95,55.0,0.36,0.333,14,106,68,1.56,0,0.61,4.01,0.051,44.1,0.237
2018.0,박건우,두산,0.326,125.0,529.0,488.0,79.0,159.0,24.0,6.0,12.0,231.0,84.0,1.0,2.0,28.0,1.0,10.0,65.0,14.0,0.473,0.373,0.846,47.0,0.373,0.5,33,109,125,0.87,0,0.38,3.68,0.129,43.1,0.23
2018.0,허경민,두산,0.324,133.0,577.0,516.0,85.0,167.0,30.0,5.0,10.0,237.0,79.0,5.0,8.0,32.0,0.0,16.0,52.0,15.0,0.459,0.376,0.835,48.0,0.35,0.25,37,113,132,0.86,0,0.32,3.87,0.142,53.9,0.233
2018.0,박민우,NC,0.324,115.0,460.0,411.0,68.0,133.0,22.0,5.0,5.0,180.0,33.0,3.0,4.0,32.0,3.0,10.0,51.0,4.0,0.438,0.383,0.821,34.0,0.362,0.667,18,126,116,1.09,0,0.7,3.84,0.058,48.6,0.229
2018.0,나성범,NC,0.318,144.0,620.0,556.0,110.0,177.0,36.0,3.0,23.0,288.0,91.0,0.0,5.0,44.0,4.0,15.0,131.0,11.0,0.518,0.381,0.899,53.0,0.319,0.0,41,100,154,0.65,0,0.78,3.97,0.204,68.7,0.271
2018.0,민병헌,롯데,0.318,118.0,494.0,443.0,74.0,141.0,21.0,0.0,17.0,213.0,66.0,2.0,6.0,35.0,3.0,8.0,68.0,10.0,0.481,0.374,0.855,45.0,0.283,0.25,37,115,102,1.13,0,0.35,3.64,0.173,57.7,0.248
2018.0,로맥,SK,0.316,141.0,616.0,528.0,102.0,167.0,19.0,0.0,43.0,315.0,107.0,0.0,6.0,72.0,0.0,10.0,123.0,7.0,0.597,0.404,1.001,48.0,0.297,0.0,20,111,102,1.09,0,0.56,3.89,0.072,36.9,0.217
2018.0,이형종,LG,0.316,118.0,485.0,437.0,83.0,138.0,27.0,0.0,13.0,204.0,42.0,5.0,0.0,31.0,0.0,12.0,82.0,6.0,0.467,0.377,0.844,37.0,0.292,0.364,24,57,112,0.51,0,0.69,4.14,0.141,53.2,0.259
2018.0,오재원,두산,0.313,132.0,521.0,473.0,78.0,148.0,24.0,1.0,15.0,219.0,81.0,3.0,2.0,41.0,0.0,2.0,119.0,13.0,0.463,0.369,0.832,35.0,0.338,0.0,35,78,128,0.61,0,0.48,4.07,0.189,41.2,0.224
2018.0,노수광,SK,0.313,135.0,588.0,515.0,93.0,161.0,21.0,8.0,8.0,222.0,53.0,9.0,3.0,48.0,0.0,13.0,86.0,3.0,0.431,0.383,0.814,50.0,0.316,0.667,65,148,149,0.99,7,1.26,3.56,0.177,120.6,0.334
2018.0,김재호,두산,0.311,131.0,467.0,402.0,78.0,125.0,20.0,0.0,16.0,193.0,75.0,3.0,6.0,52.0,1.0,4.0,77.0,12.0,0.48,0.39,0.87,32.0,0.35,0.5,48,94,106,0.89,5,0.96,4.11,0.199,97.8,0.349
2018.0,버나디나,KIA,0.31,131.0,590.0,513.0,106.0,159.0,25.0,3.0,20.0,250.0,70.0,3.0,1.0,63.0,3.0,10.0,103.0,9.0,0.487,0.395,0.882,40.0,0.29,0.0,46,157,75,2.09,5,1.03,4.09,0.176,110.5,0.34
2018.0,호잉,한화,0.306,142.0,590.0,529.0,85.0,162.0,47.0,2.0,30.0,303.0,110.0,0.0,5.0,51.0,10.0,5.0,93.0,5.0,0.573,0.369,0.942,43.0,0.335,0.5,78,86,79,1.09,10,0.64,4.11,0.383,120.8,0.391
2018.0,로하스,KT,0.305,144.0,645.0,564.0,114.0,172.0,30.0,1.0,43.0,333.0,114.0,1.0,2.0,71.0,4.0,7.0,142.0,10.0,0.59,0.388,0.978,50.0,0.322,0.0,64,84,137,0.61,9,0.81,3.96,0.293,105.0,0.354
2019.0,양의지,NC,0.354,118.0,459.0,390.0,61.0,138.0,26.0,0.0,20.0,224.0,68.0,0.0,6.0,48.0,4.0,15.0,43.0,13.0,0.574,0.438,1.012,43.0,0.364,0.167,45,97,118,0.82,4,0.65,3.62,0.168,72.2,0.307
2019.0,페르난데스,두산,0.344,144.0,645.0,572.0,87.0,197.0,34.0,0.0,15.0,276.0,88.0,0.0,6.0,61.0,4.0,6.0,54.0,16.0,0.483,0.409,0.892,63.0,0.313,0.5,46,113,138,0.82,7,0.59,3.71,0.155,85.9,0.303
2019.0,박민우,NC,0.344,125.0,526.0,468.0,89.0,161.0,23.0,8.0,1.0,203.0,45.0,2.0,6.0,41.0,1.0,9.0,40.0,10.0,0.434,0.403,0.837,45.0,0.333,0.0,73,86,112,0.77,17,0.59,3.85,0.345,116.6,0.362
2019.0,이정후,키움,0.336,140.0,630.0,574.0,91.0,193.0,31.0,10.0,6.0,262.0,68.0,3.0,4.0,45.0,0.0,4.0,40.0,15.0,0.456,0.386,0.842,67.0,0.307,0.4,35,138,109,1.27,6,1.15,3.99,0.119,88.1,0.309
2019.0,강백호,KT,0.336,116.0,505.0,438.0,72.0,147.0,29.0,1.0,13.0,217.0,65.0,0.0,4.0,61.0,4.0,2.0,87.0,11.0,0.495,0.416,0.911,42.0,0.284,1.0,51,122,104,1.17,5,0.51,3.7,0.205,84.1,0.312
2019.0,고종욱,SK,0.323,137.0,513.0,492.0,76.0,159.0,25.0,7.0,3.0,207.0,56.0,0.0,2.0,18.0,1.0,1.0,89.0,5.0,0.421,0.347,0.768,48.0,0.341,0.231,44,88,130,0.68,2,0.74,3.87,0.17,82.9,0.313
2019.0,로하스,KT,0.322,142.0,578.0,521.0,68.0,168.0,30.0,3.0,24.0,276.0,104.0,0.0,5.0,49.0,5.0,3.0,120.0,4.0,0.53,0.381,0.911,51.0,0.297,0.375,33,148,99,1.49,6,0.82,4.01,0.112,84.5,0.295
2019.0,박건우,두산,0.319,127.0,537.0,458.0,83.0,146.0,27.0,5.0,10.0,213.0,64.0,1.0,11.0,60.0,0.0,7.0,57.0,23.0,0.465,0.397,0.862,45.0,0.284,0.333,63,91,102,0.89,12,0.33,3.86,0.268,104.8,0.329
2019.0,유한준,KT,0.317,139.0,562.0,501.0,61.0,159.0,19.0,1.0,14.0,222.0,86.0,0.0,5.0,52.0,1.0,4.0,61.0,20.0,0.443,0.383,0.826,44.0,0.373,0.25,39,110,95,1.16,7,1.05,3.92,0.172,77.9,0.316
2019.0,채은성,LG,0.315,128.0,514.0,470.0,59.0,148.0,18.0,1.0,12.0,204.0,72.0,0.0,8.0,24.0,1.0,12.0,67.0,9.0,0.434,0.358,0.792,43.0,0.331,0.333,52,98,154,0.64,4,0.68,3.56,0.198,81.7,0.299
2019.0,이천웅,LG,0.308,138.0,613.0,546.0,88.0,168.0,24.0,3.0,2.0,204.0,48.0,4.0,1.0,57.0,1.0,5.0,82.0,13.0,0.374,0.378,0.752,52.0,0.333,0.333,27,124,115,1.08,10,0.94,3.79,0.1,66.8,0.279
2019.0,김하성,키움,0.307,139.0,625.0,540.0,112.0,166.0,38.0,2.0,19.0,265.0,104.0,1.0,7.0,70.0,4.0,7.0,80.0,12.0,0.491,0.389,0.88,48.0,0.364,1.0,25,191,66,2.89,5,0.61,3.73,0.078,65.7,0.268
2019.0,김태균,한화,0.305,127.0,500.0,433.0,47.0,132.0,21.0,0.0,6.0,171.0,62.0,0.0,8.0,54.0,5.0,5.0,94.0,15.0,0.395,0.382,0.777,30.0,0.301,0.25,43,134,140,0.96,11,1.18,3.73,0.166,86.0,0.3
2019.0,샌즈,키움,0.305,139.0,613.0,525.0,100.0,160.0,39.0,1.0,28.0,285.0,113.0,0.0,5.0,77.0,1.0,6.0,101.0,17.0,0.543,0.396,0.939,47.0,0.302,0.0,48,102,146,0.7,7,0.62,3.99,0.154,85.4,0.293
2019.0,김현수,LG,0.304,140.0,595.0,526.0,75.0,160.0,37.0,0.0,11.0,230.0,82.0,0.0,9.0,54.0,9.0,6.0,52.0,11.0,0.437,0.37,0.807,49.0,0.329,0.0,32,103,81,1.27,2,0.82,4.18,0.134,66.0,0.295
2019.0,전준우,롯데,0.301,141.0,606.0,545.0,85.0,164.0,30.0,1.0,22.0,262.0,83.0,1.0,7.0,46.0,2.0,7.0,71.0,19.0,0.481,0.359,0.84,45.0,0.279,0.0,53,146,105,1.39,14,0.45,3.87,0.167,83.1,0.287
2019.0,서건창,키움,0.3,113.0,486.0,426.0,67.0,128.0,23.0,3.0,2.0,163.0,41.0,3.0,5.0,49.0,1.0,3.0,50.0,5.0,0.383,0.373,0.756,35.0,0.344,0.333,35,117,78,1.5,5,0.36,3.57,0.152,57.1,0.278
2019.0,최형우,KIA,0.3,136.0,555.0,456.0,65.0,137.0,31.0,1.0,17.0,221.0,86.0,0.0,7.0,85.0,6.0,7.0,77.0,13.0,0.485,0.413,0.898,38.0,0.263,0.0,51,120,111,1.08,10,0.87,3.71,0.225,80.5,0.308
2019.0,김헌곤,삼성,0.297,114.0,467.0,411.0,57.0,122.0,20.0,1.0,5.0,159.0,46.0,5.0,6.0,37.0,1.0,8.0,41.0,18.0,0.387,0.361,0.748,33.0,0.313,0.0,40,118,110,1.07,2,0.81,3.91,0.181,84.7,0.307
2019.0,손아섭,롯데,0.295,134.0,568.0,512.0,78.0,151.0,22.0,1.0,10.0,205.0,63.0,1.0,2.0,52.0,1.0,1.0,92.0,6.0,0.4,0.36,0.76,41.0,0.293,0.2,48,91,94,0.97,7,0.87,4.26,0.287,82.1,0.339
2019.0,이명기,NC,0.293,139.0,547.0,484.0,62.0,142.0,17.0,3.0,2.0,171.0,36.0,7.0,4.0,48.0,2.0,4.0,66.0,12.0,0.353,0.359,0.712,39.0,0.269,0.0,41,70,113,0.62,7,0.56,4.09,0.198,79.8,0.309
2019.0,오재일,두산,0.293,130.0,529.0,467.0,76.0,137.0,29.0,1.0,21.0,231.0,102.0,0.0,4.0,55.0,1.0,3.0,99.0,5.0,0.495,0.369,0.864,39.0,0.344,0.0,62,92,118,0.78,8,0.39,3.85,0.261,86.9,0.308
2019.0,러프,삼성,0.292,133.0,568.0,472.0,80.0,138.0,35.0,2.0,22.0,243.0,101.0,0.0,9.0,80.0,6.0,7.0,87.0,18.0,0.515,0.396,0.911,39.0,0.317,0.0,42,119,126,0.94,7,0.34,3.84,0.136,62.4,0.266
2019.0,최정,SK,0.292,141.0,606.0,503.0,86.0,147.0,27.0,0.0,29.0,261.0,99.0,0.0,8.0,69.0,6.0,26.0,92.0,4.0,0.519,0.399,0.918,40.0,0.333,0.0,44,79,98,0.81,11,0.4,4.13,0.215,67.7,0.3
2019.0,김선빈,KIA,0.292,121.0,447.0,394.0,55.0,115.0,22.0,0.0,3.0,146.0,40.0,5.0,4.0,43.0,0.0,1.0,26.0,7.0,0.371,0.36,0.731,32.0,0.297,0.5,62,120,155,0.77,17,0.52,4.0,0.249,93.5,0.3
2019.0,최재훈,한화,0.29,135.0,451.0,373.0,47.0,108.0,18.0,0.0,3.0,135.0,31.0,4.0,4.0,56.0,0.0,14.0,61.0,9.0,0.362,0.398,0.76,28.0,0.225,0.0,59,110,170,0.65,4,1.35,4.12,0.244,114.7,0.326
2019.0,허경민,두산,0.288,133.0,540.0,475.0,71.0,137.0,25.0,1.0,4.0,176.0,60.0,3.0,11.0,34.0,2.0,17.0,36.0,16.0,0.371,0.35,0.721,37.0,0.324,1.0,31,136,97,1.4,6,0.6,3.91,0.116,72.3,0.276
2019.0,이형종,LG,0.286,120.0,482.0,419.0,56.0,120.0,24.0,1.0,13.0,185.0,63.0,1.0,10.0,42.0,1.0,10.0,78.0,9.0,0.442,0.358,0.8,35.0,0.248,0.222,54,134,139,0.96,10,1.19,3.82,0.22,88.6,0.305
2019.0,이대호,롯데,0.285,135.0,549.0,485.0,48.0,138.0,23.0,1.0,16.0,211.0,88.0,0.0,7.0,47.0,4.0,10.0,65.0,19.0,0.435,0.355,0.79,38.0,0.29,0.0,47,82,98,0.84,8,0.95,4.32,0.228,79.6,0.324
2019.0,호잉,한화,0.284,124.0,525.0,476.0,74.0,135.0,26.0,2.0,18.0,219.0,73.0,1.0,5.0,38.0,5.0,5.0,90.0,6.0,0.46,0.34,0.8,40.0,0.262,0.0,70,76,106,0.72,9,0.68,4.27,0.383,126.6,0.366
2020.0,최형우,KIA,0.354,140.0,600.0,522.0,93.0,185.0,37.0,1.0,28.0,308.0,115.0,0.0,3.0,70.0,5.0,5.0,101.0,9.0,0.59,0.433,1.023,55.0,0.374,1.0,48,96,117,0.82,6,0.47,3.92,0.193,77.6,0.289
2020.0,손아섭,롯데,0.352,141.0,611.0,540.0,98.0,190.0,43.0,0.0,11.0,266.0,85.0,1.0,7.0,61.0,4.0,2.0,56.0,9.0,0.493,0.415,0.908,59.0,0.333,0.667,31,114,93,1.23,3,0.63,3.99,0.101,73.8,0.276
2020.0,로하스,KT,0.349,142.0,628.0,550.0,116.0,192.0,39.0,1.0,47.0,374.0,135.0,0.0,8.0,65.0,5.0,5.0,132.0,11.0,0.68,0.417,1.097,58.0,0.351,0.0,39,160,114,1.4,1,1.18,3.77,0.121,80.7,0.28
2020.0,박민우,NC,0.345,126.0,530.0,467.0,82.0,161.0,27.0,5.0,8.0,222.0,63.0,2.0,10.0,36.0,2.0,15.0,48.0,12.0,0.475,0.402,0.877,47.0,0.388,0.6,37,122,112,1.09,7,0.59,4.22,0.105,73.6,0.273
