연도,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW_RBI,BB/K,P/PA,ISOP,XR,GPA
2020.0,페르난데스,두산,0.34,144.0,668.0,586.0,104.0,199.0,29.0,0.0,21.0,291.0,105.0,0.0,11.0,58.0,1.0,13.0,42.0,26.0,0.497,0.404,0.901,62.0,0.327,0.0,43,95,138,0.69,8,0.38,3.63,0.158,65.5,0.27
2020.0,이정후,키움,0.333,140.0,617.0,544.0,85.0,181.0,49.0,5.0,15.0,285.0,101.0,2.0,8.0,59.0,6.0,4.0,47.0,16.0,0.524,0.397,0.921,52.0,0.354,0.5,39,94,72,1.31,5,0.32,3.88,0.175,58.3,0.272
2020.0,허경민,두산,0.332,117.0,487.0,437.0,70.0,145.0,25.0,1.0,7.0,193.0,58.0,3.0,7.0,35.0,2.0,5.0,28.0,10.0,0.442,0.382,0.824,45.0,0.375,0.0,39,115,111,1.04,9,0.48,3.79,0.166,65.1,0.275
2020.0,김현수,LG,0.331,142.0,619.0,547.0,98.0,181.0,35.0,2.0,22.0,286.0,119.0,0.0,7.0,63.0,7.0,2.0,53.0,9.0,0.523,0.397,0.92,51.0,0.446,0.0,16,111,93,1.19,1,0.71,4.04,0.076,46.7,0.253
2020.0,강백호,KT,0.33,129.0,574.0,500.0,95.0,165.0,36.0,1.0,23.0,272.0,89.0,0.0,3.0,66.0,9.0,5.0,93.0,7.0,0.544,0.411,0.955,48.0,0.32,0.5,33,99,136,0.73,5,0.53,4.03,0.119,71.6,0.261
2020.0,양의지,NC,0.328,130.0,528.0,461.0,86.0,151.0,26.0,1.0,33.0,278.0,124.0,1.0,6.0,46.0,7.0,14.0,47.0,11.0,0.603,0.4,1.003,45.0,0.425,0.222,16,127,83,1.53,3,1.13,4.4,0.056,49.6,0.259
2020.0,나성범,NC,0.324,130.0,584.0,525.0,115.0,170.0,37.0,2.0,34.0,313.0,112.0,0.0,1.0,49.0,2.0,9.0,148.0,6.0,0.596,0.39,0.986,53.0,0.338,1.0,38,137,128,1.07,10,0.67,3.88,0.123,67.4,0.257
2020.0,황재균,KT,0.312,134.0,600.0,541.0,108.0,169.0,35.0,5.0,21.0,277.0,97.0,3.0,4.0,47.0,0.0,5.0,98.0,12.0,0.512,0.37,0.882,49.0,0.324,0.5,36,95,88,1.08,8,0.92,4.29,0.221,78.1,0.312
2020.0,김동엽,삼성,0.312,115.0,451.0,413.0,60.0,129.0,21.0,0.0,20.0,210.0,74.0,1.0,4.0,29.0,0.0,4.0,79.0,14.0,0.508,0.36,0.868,32.0,0.315,0.4,26,112,128,0.88,2,1.08,3.89,0.093,61.3,0.263
2020.0,오재일,두산,0.312,127.0,534.0,471.0,62.0,147.0,32.0,0.0,16.0,227.0,89.0,0.0,2.0,61.0,1.0,0.0,92.0,12.0,0.482,0.39,0.872,43.0,0.376,0.0,32,108,101,1.07,4,0.36,3.96,0.109,54.0,0.245
2020.0,구자욱,삼성,0.307,118.0,510.0,446.0,70.0,137.0,27.0,2.0,15.0,213.0,78.0,1.0,4.0,51.0,3.0,8.0,91.0,4.0,0.478,0.385,0.863,40.0,0.336,0.0,43,123,87,1.41,9,0.64,4.1,0.21,74.0,0.287
2020.0,최주환,두산,0.306,140.0,574.0,509.0,63.0,156.0,29.0,4.0,16.0,241.0,88.0,1.0,10.0,47.0,5.0,7.0,66.0,7.0,0.473,0.366,0.839,41.0,0.349,0.75,42,63,108,0.58,7,0.46,4.07,0.229,61.6,0.286
2020.0,터커,KIA,0.306,142.0,631.0,542.0,100.0,166.0,40.0,0.0,32.0,302.0,113.0,0.0,4.0,76.0,3.0,9.0,67.0,12.0,0.557,0.398,0.955,44.0,0.3,0.0,31,127,104,1.22,6,0.45,3.51,0.15,56.0,0.247
2020.0,박석민,NC,0.306,123.0,448.0,356.0,58.0,109.0,15.0,0.0,14.0,166.0,63.0,2.0,4.0,75.0,2.0,10.0,62.0,11.0,0.466,0.436,0.902,20.0,0.327,0.533,36,95,99,0.96,7,0.5,4.07,0.151,60.2,0.263
2020.0,이명기,NC,0.306,136.0,540.0,477.0,82.0,146.0,18.0,3.0,2.0,176.0,45.0,5.0,4.0,50.0,0.0,4.0,78.0,6.0,0.369,0.374,0.743,41.0,0.311,0.154,19,153,106,1.44,7,0.6,3.93,0.063,55.2,0.23
2020.0,김하성,키움,0.306,138.0,622.0,533.0,111.0,163.0,24.0,1.0,30.0,279.0,109.0,3.0,3.0,75.0,3.0,8.0,68.0,12.0,0.523,0.397,0.92,45.0,0.319,0.333,18,108,99,1.09,2,0.92,4.11,0.073,42.3,0.238
2020.0,김상수,삼성,0.304,120.0,471.0,404.0,71.0,123.0,18.0,3.0,5.0,162.0,47.0,2.0,2.0,55.0,1.0,8.0,55.0,16.0,0.401,0.397,0.798,33.0,0.311,0.0,94,75,133,0.56,12,1.13,3.97,0.409,162.2,0.421
2020.0,박건우,두산,0.304,129.0,551.0,487.0,103.0,148.0,40.0,0.0,14.0,230.0,70.0,3.0,7.0,42.0,2.0,12.0,65.0,9.0,0.472,0.369,0.841,43.0,0.28,0.5,66,131,138,0.95,9,0.94,4.01,0.217,116.0,0.338
2020.0,오지환,LG,0.3,141.0,591.0,527.0,95.0,158.0,41.0,7.0,10.0,243.0,71.0,5.0,5.0,45.0,1.0,9.0,116.0,4.0,0.461,0.362,0.823,41.0,0.293,0.333,49,89,103,0.86,2,0.57,3.97,0.185,85.7,0.321
2020.0,정수빈,두산,0.298,141.0,559.0,490.0,84.0,146.0,17.0,8.0,5.0,194.0,59.0,7.0,5.0,55.0,3.0,2.0,56.0,10.0,0.396,0.368,0.764,39.0,0.265,1.0,53,88,137,0.64,7,0.85,3.57,0.221,88.3,0.329
2020.0,조용호,KT,0.296,132.0,482.0,409.0,73.0,121.0,15.0,0.0,0.0,136.0,32.0,5.0,2.0,64.0,1.0,2.0,83.0,6.0,0.333,0.392,0.725,29.0,0.317,0.364,89,87,103,0.84,16,0.48,4.05,0.371,144.7,0.375
2020.0,정훈,롯데,0.295,111.0,476.0,410.0,72.0,121.0,19.0,1.0,11.0,175.0,58.0,2.0,4.0,56.0,0.0,4.0,85.0,8.0,0.427,0.382,0.809,36.0,0.357,0.0,26,177,107,1.65,3,1.51,3.98,0.083,93.2,0.298
2020.0,채은성,LG,0.293,109.0,464.0,416.0,59.0,122.0,17.0,2.0,15.0,188.0,88.0,0.0,7.0,32.0,1.0,9.0,69.0,12.0,0.452,0.351,0.803,35.0,0.352,0.2,55,114,135,0.84,8,0.56,3.86,0.23,94.3,0.315
2020.0,이대호,롯데,0.292,144.0,611.0,542.0,67.0,158.0,27.0,0.0,20.0,245.0,110.0,0.0,11.0,53.0,9.0,5.0,68.0,21.0,0.452,0.354,0.806,40.0,0.323,0.667,48,127,135,0.94,10,0.47,3.77,0.177,85.3,0.292
2020.0,나지완,KIA,0.291,137.0,556.0,468.0,73.0,136.0,19.0,1.0,17.0,208.0,92.0,0.0,6.0,64.0,1.0,18.0,114.0,6.0,0.444,0.392,0.836,32.0,0.338,0.25,67,126,135,0.93,22,0.25,3.65,0.227,111.8,0.306
2020.0,박해민,삼성,0.29,132.0,541.0,489.0,84.0,142.0,18.0,5.0,11.0,203.0,55.0,7.0,3.0,39.0,1.0,3.0,77.0,7.0,0.415,0.345,0.76,46.0,0.294,0.6,54,146,145,1.01,13,1.6,3.72,0.215,118.9,0.332
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,81,159,0.51,12,0.61,3.78,0.197,89.9,0.313
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,139,158,0.88,15,0.58,3.56,0.192,96.1,0.297
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,103,112,0.92,14,0.86,4.26,0.23,107.2,0.336
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,114,166,0.69,18,0.72,4.02,0.245,115.6,0.322
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,144,67,2.15,7,0.71,4.15,0.155,83.4,0.301
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,136,101,1.35,1,0.74,3.66,0.067,56.0,0.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,158,98,1.61,13,0.92,3.59,0.15,84.9,0.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,120,84,1.43,11,1.23,4.24,0.223,96.1,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,177,98,1.81,1,0.41,3.87,0.083,75.4,0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,140,107,1.31,10,0.47,4.02,0.243,105.6,0.312
,,,,,,,,,,,,,,,,,,,,,,,,,,,54,73,79,0.92,7,0.54,4.21,0.329,92.5,0.349
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,101,148,0.68,6,1.29,3.85,0.095,63.3,0.274
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,129,90,1.43,10,0.81,4.51,0.223,109.2,0.325
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,133,128,1.04,1,0.68,4.2,0.1,92.4,0.281
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,131,143,0.92,6,0.68,3.78,0.122,76.8,0.274
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,120,131,0.92,2,0.5,3.94,0.162,68.1,0.277
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,236,54,4.37,2,0.58,3.77,0.053,76.6,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,128,113,1.13,2,0.51,4.04,0.119,76.5,0.277
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,121,118,1.03,5,0.74,3.49,0.111,53.3,0.263
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,172,110,1.56,5,0.61,3.78,0.096,70.1,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,155,82,1.89,5,0.68,3.79,0.099,64.1,0.262
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,120,97,1.24,7,0.6,4.03,0.216,80.1,0.299
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,160,87,1.84,6,0.44,3.9,0.069,77.8,0.253
,,,,,,,,,,,,,,,,,,,,,,,,,,,69,109,154,0.71,7,0.39,3.71,0.23,90.5,0.288
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,111,143,0.78,4,0.49,4.23,0.2,90.6,0.285
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,137,181,0.76,11,1.29,4.21,0.309,126.1,0.326
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,99,105,0.94,7,0.64,4.28,0.223,89.1,0.306
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,123,111,1.11,10,0.54,4.0,0.141,64.2,0.262
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,115,156,0.74,11,0.64,3.66,0.145,71.8,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,96,102,0.94,5,0.39,4.02,0.196,71.1,0.278
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,65,115,0.57,4,0.27,4.17,0.246,79.9,0.289
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,140,93,1.51,3,0.43,4.02,0.213,77.5,0.283
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,108,98,1.1,6,0.5,4.15,0.139,64.6,0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,126,149,0.85,5,0.77,3.71,0.138,68.7,0.259
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,117,124,0.94,9,0.49,4.29,0.165,80.4,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,99,133,0.74,7,0.63,4.02,0.249,80.9,0.297
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,119,128,0.93,6,0.69,3.99,0.1,60.7,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,125,97,1.29,5,0.27,3.73,0.116,52.9,0.243
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,116,102,1.14,9,0.52,3.98,0.235,81.7,0.286
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,125,119,1.05,5,0.32,3.66,0.1,45.9,0.227
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,142,129,1.1,8,0.55,3.62,0.152,55.5,0.243
,,,,,,,,,,,,,,,,,,,,,,,,,,,79,108,140,0.77,9,1.0,3.94,0.276,136.4,0.372
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,113,132,0.86,11,1.11,4.25,0.204,132.9,0.356
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,139,126,1.1,1,2.17,4.13,0.082,84.3,0.306
,,,,,,,,,,,,,,,,,,,,,,,,,,,63,137,135,1.01,12,0.44,3.56,0.219,98.6,0.315
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,145,124,1.17,10,0.82,3.89,0.112,90.7,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,111,107,1.04,6,0.81,3.9,0.203,93.0,0.326
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,136,87,1.56,2,0.79,4.06,0.085,80.5,0.296
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,120,114,1.05,4,1.18,3.92,0.157,76.2,0.305
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,104,169,0.62,17,0.74,3.79,0.235,105.1,0.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,116,125,0.93,4,0.44,3.87,0.215,96.0,0.313
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,142,111,1.28,9,0.27,3.72,0.121,82.7,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,72,101,129,0.78,13,0.66,3.95,0.303,115.9,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,115,108,1.06,10,0.33,3.51,0.183,76.0,0.292
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,160,127,1.26,4,0.89,4.02,0.105,83.1,0.288
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,187,137,1.36,9,1.19,3.61,0.116,100.1,0.293
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,101,157,0.64,8,0.53,3.69,0.17,92.4,0.302
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,206,81,2.54,5,0.88,4.16,0.144,117.7,0.305
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,90,80,1.13,6,0.73,4.06,0.226,86.4,0.332
,,,,,,,,,,,,,,,,,,,,,,,,,,,66,120,126,0.95,12,0.37,3.61,0.272,93.5,0.313
,,,,,,,,,,,,,,,,,,,,,,,,,,,73,74,126,0.59,12,0.72,4.04,0.358,120.0,0.362
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,262,57,4.6,3,0.49,3.69,0.038,78.5,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,154,142,1.08,4,0.89,3.29,0.109,71.4,0.272
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,70,124,0.56,13,0.88,4.07,0.276,90.1,0.333
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,77,123,0.63,5,0.81,4.25,0.209,83.7,0.316
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,111,99,1.12,10,0.41,3.79,0.132,64.5,0.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,140,140,1.0,9,0.47,3.55,0.198,84.5,0.288
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,153,173,0.88,10,0.33,3.48,0.2,93.5,0.284
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,102,146,0.7,7,1.1,4.11,0.13,75.6,0.285
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,104,180,0.58,11,1.05,3.8,0.252,100.3,0.316
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,180,164,1.1,7,1.03,3.59,0.155,99.7,0.287
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,132,131,1.01,15,0.49,3.79,0.187,107.4,0.299
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,116,109,1.06,8,0.95,3.86,0.113,65.6,0.281
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,62,115,0.54,8,0.94,4.18,0.263,96.5,0.346
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,117,184,0.64,7,0.58,3.67,0.218,95.9,0.295
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,72,122,0.59,10,0.77,4.24,0.258,89.3,0.326
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,98,107,0.92,9,0.59,4.14,0.272,92.1,0.326
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,112,165,0.68,3,0.6,4.18,0.196,90.1,0.291
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,124,123,1.01,3,0.74,4.2,0.104,70.6,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,130,167,0.78,13,0.73,3.86,0.216,106.1,0.301
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,145,166,0.87,4,0.56,3.82,0.11,86.0,0.263
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,114,92,1.24,12,0.83,4.14,0.208,77.4,0.305
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,83,143,0.58,7,0.97,3.91,0.199,81.2,0.303
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,84,102,0.82,6,0.56,4.08,0.204,76.9,0.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,99,124,0.8,4,0.57,3.66,0.146,63.1,0.273
,,,,,,,,,,,,,,,,,,,,,,,,,,,65,87,149,0.58,6,0.61,4.04,0.292,115.7,0.326
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,143,112,1.28,2,0.74,3.65,0.076,60.2,0.253
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,179,149,1.2,11,0.84,3.64,0.099,72.3,0.258
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,107,137,0.78,4,0.29,3.6,0.206,68.8,0.268
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,103,200,0.52,4,0.75,4.12,0.196,90.1,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,101,90,1.12,3,0.67,4.22,0.214,77.3,0.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,101,109,0.93,5,0.35,3.81,0.182,65.8,0.267
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,119,108,1.1,6,0.66,4.08,0.084,55.5,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,117,102,1.15,5,0.58,3.81,0.083,51.7,0.245
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,114,116,0.98,1,0.35,3.85,0.106,57.4,0.243
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,117,102,1.15,8,0.29,3.65,0.168,48.1,0.241
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,153,111,1.38,11,0.98,3.51,0.107,85.4,0.308
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,119,127,0.94,9,0.64,3.67,0.215,105.1,0.336
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,110,90,1.22,10,0.9,3.76,0.108,78.0,0.316
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,113,99,1.14,16,0.41,3.73,0.237,107.7,0.333
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,128,127,1.01,12,0.82,4.08,0.136,100.6,0.311
,,,,,,,,,,,,,,,,,,,,,,,,,,,65,110,154,0.71,13,1.17,3.99,0.233,123.7,0.347
,,,,,,,,,,,,,,,,,,,,,,,,,,,71,104,136,0.76,15,0.66,3.94,0.263,128.6,0.344
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,122,116,1.05,7,0.82,3.54,0.321,108.1,0.352
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,175,115,1.52,6,0.86,4.0,0.179,119.3,0.318
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,170,128,1.33,9,0.99,3.91,0.096,92.0,0.289
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,163,93,1.75,9,0.49,3.73,0.127,75.2,0.282
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,117,97,1.21,6,0.24,3.6,0.149,68.8,0.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,182,126,1.44,5,0.9,4.04,0.092,88.6,0.282
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,125,116,1.08,5,0.43,3.87,0.182,76.3,0.292
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,118,168,0.7,14,0.6,3.7,0.213,101.8,0.309
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,161,115,1.4,15,0.37,3.69,0.221,110.6,0.302
,,,,,,,,,,,,,,,,,,,,,,,,,,,65,63,132,0.48,10,0.65,4.23,0.367,116.4,0.363
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,123,145,0.85,9,0.61,3.83,0.197,85.9,0.296
,,,,,,,,,,,,,,,,,,,,,,,,,,,69,112,138,0.81,9,0.56,4.09,0.254,106.0,0.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,159,133,1.2,10,0.39,3.89,0.171,83.3,0.281
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,113,141,0.8,9,0.48,3.65,0.173,81.8,0.284
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,114,89,1.28,5,0.24,3.91,0.15,63.1,0.273
,,,,,,,,,,,,,,,,,,,,,,,,,,,70,107,154,0.69,5,0.46,4.06,0.216,113.7,0.304
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,122,124,0.98,5,0.53,3.49,0.18,68.1,0.284
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,72,137,0.53,5,0.56,3.9,0.255,83.2,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120,133,0.9,1,0.76,3.97,0.13,68.8,0.276
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,118,125,0.94,10,0.64,3.55,0.141,75.8,0.286
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,145,86,1.69,4,0.46,3.95,0.036,47.8,0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,84,114,0.74,12,0.29,3.54,0.196,66.8,0.287
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,107,202,0.53,11,0.89,3.95,0.211,99.4,0.297
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,108,118,0.92,3,0.66,3.95,0.123,61.7,0.273
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,91,132,0.69,6,0.59,3.93,0.233,98.3,0.316
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,92,84,1.1,13,0.49,4.27,0.295,99.9,0.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,104,147,0.71,9,0.54,3.97,0.195,89.7,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,121,83,1.46,2,0.51,3.82,0.064,53.5,0.256
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,99,114,0.87,8,0.22,3.88,0.198,59.3,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,120,86,1.4,10,0.55,4.19,0.139,59.1,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,120,134,0.9,9,0.57,4.11,0.172,80.8,0.281
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,124,101,1.23,5,0.39,3.86,0.197,74.3,0.283
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,145,82,1.77,6,0.28,3.49,0.155,59.0,0.258
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,171,168,1.02,4,0.64,3.91,0.109,82.2,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,104,150,0.69,9,0.46,4.18,0.155,69.5,0.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,107,156,0.69,9,0.55,3.92,0.237,84.3,0.285
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,86,117,0.74,4,0.64,3.94,0.233,71.6,0.291
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,99,129,0.77,2,0.43,3.97,0.185,62.5,0.258
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,77,163,0.47,6,0.41,4.04,0.169,59.2,0.254
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,89,122,0.73,3,0.48,4.41,0.167,64.6,0.266
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,136,102,1.33,8,0.77,3.66,0.227,99.3,0.334
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,95,153,0.62,6,1.13,3.65,0.228,99.0,0.338
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,114,132,0.86,4,0.72,3.75,0.122,87.3,0.305
,,,,,,,,,,,,,,,,,,,,,,,,,,,63,73,78,0.94,9,0.6,4.12,0.373,114.8,0.385
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,113,164,0.69,15,0.63,3.43,0.221,100.0,0.317
,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146,140,1.04,4,0.59,3.78,0.25,115.4,0.328
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,108,128,0.84,8,0.4,3.3,0.179,78.2,0.299
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,123,147,0.84,11,0.76,4.06,0.21,110.3,0.324
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,109,122,0.89,9,0.89,3.86,0.194,83.9,0.316
,,,,,,,,,,,,,,,,,,,,,,,,,,,81,102,122,0.84,16,0.44,3.83,0.323,128.6,0.347
,,,,,,,,,,,,,,,,,,,,,,,,,,,71,103,164,0.63,13,0.57,4.17,0.249,113.6,0.324
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,130,161,0.81,17,0.57,3.66,0.26,112.0,0.326
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,94,117,0.8,9,0.39,4.05,0.201,94.4,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63,130,132,0.98,7,0.36,3.74,0.217,99.9,0.308
,,,,,,,,,,,,,,,,,,,,,,,,,,,69,114,126,0.9,9,0.61,4.12,0.275,117.2,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,106,107,0.99,2,0.66,3.98,0.184,79.1,0.311
,,,,,,,,,,,,,,,,,,,,,,,,,,,63,182,91,2.0,9,0.69,3.99,0.217,112.2,0.318
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,126,140,0.9,11,0.43,3.49,0.148,77.9,0.286
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,152,153,0.99,8,0.62,3.7,0.136,86.6,0.284
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,134,97,1.38,2,0.63,3.85,0.114,68.9,0.282
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,146,107,1.36,12,0.34,3.74,0.2,104.0,0.301
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,117,123,0.95,8,0.51,3.59,0.163,76.4,0.289
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,97,147,0.66,10,0.59,4.03,0.28,122.3,0.331
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,112,105,1.07,5,0.38,3.72,0.151,72.0,0.286
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,119,89,1.34,11,0.34,3.89,0.15,75.2,0.282
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,133,138,0.96,7,0.56,3.94,0.118,88.7,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,81,125,0.65,7,0.68,4.0,0.169,73.7,0.296
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,135,117,1.15,7,0.61,3.75,0.177,96.0,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,79,104,175,0.59,14,0.55,3.88,0.267,106.2,0.309
,,,,,,,,,,,,,,,,,,,,,,,,,,,74,130,122,1.07,9,0.5,4.06,0.285,119.5,0.322
