연도,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
2002,박한이,삼성,중견수,133,132,1135+2/3,1,0,270,11,4,0.996,0,0,0,-
2002,진갑용,삼성,포수,131,130,1130+2/3,11,2,972,92,12,0.99,12,71,50,41.3
2002,김종국,KIA,2루수,131,129,1138+1/3,9,0,286,421,83,0.987,0,0,0,-
2002,장성호,KIA,1루수,131,131,1152+1/3,7,0,1186,80,101,0.995,0,0,0,-
2002,김민재,SK,유격수,129,127,1075,15,0,186,347,54,0.973,0,0,0,-
2002,브리또,삼성,유격수,128,127,1072+2/3,22,0,181,308,59,0.957,0,0,0,-
2002,이승엽,삼성,1루수,128,128,1145+2/3,4,0,1122,91,87,0.997,0,0,0,-
2002,김한수,삼성,3루수,127,126,1115+1/3,11,0,94,236,20,0.968,0,0,0,-
2002,홍성흔,두산,포수,125,125,1050,14,0,883,87,14,0.986,7,85,51,37.5
2002,심정수,현대,우익수,125,125,1113+1/3,1,0,282,13,2,0.997,0,0,0,-
2002,임수민,한화,2루수,125,109,931+2/3,6,0,178,311,47,0.988,0,0,0,-
2002,페르난데스,SK,3루수,125,124,1025+1/3,24,0,100,227,17,0.932,0,0,0,-
2002,송지만,한화,우익수,124,120,1031+1/3,6,0,237,9,4,0.976,0,0,0,-
2002,안경현,두산,2루수,123,110,967+1/3,3,0,236,324,92,0.995,0,0,0,-
2002,박진만,현대,유격수,123,120,1040+2/3,12,0,188,357,82,0.978,0,0,0,-
2002,조인성,LG,포수,121,105,880,9,3,711,63,17,0.989,8,37,37,50.0
2002,최기문,롯데,포수,121,112,889+2/3,11,0,603,45,5,0.983,8,83,23,21.7
2002,권용관,LG,유격수,120,102,853,17,0,154,273,61,0.962,0,0,0,-
2002,박정환,삼성,2루수,119,106,905+2/3,6,0,186,279,66,0.987,0,0,0,-
2002,이종범,KIA,우익수,119,115,949,4,0,217,9,2,0.983,0,0,0,-
2002,이호준,SK,1루수,119,115,982,10,0,997,79,70,0.991,0,0,0,-
2002,최태원,SK,2루수,118,104,732,5,0,123,228,38,0.986,0,0,0,-
2002,장원진,두산,1루수,117,92,859,4,0,912,41,82,0.996,0,0,0,-
2002,정수근,두산,중견수,117,105,947+2/3,4,0,220,1,0,0.982,0,0,0,-
2002,양준혁,삼성,우익수,116,114,778+1/3,3,0,140,7,3,0.98,0,0,0,-
2002,박경완,현대,포수,116,94,841+2/3,2,5,687,53,12,0.997,8,59,31,34.4
2002,이숭용,현대,1루수,115,107,905+1/3,5,0,894,72,85,0.995,0,0,0,-
2002,최경환,두산,좌익수,113,85,777,0,0,143,8,1,1.0,0,0,0,-
2002,김상훈,KIA,포수,113,109,910,6,1,664,54,8,0.992,8,48,44,47.8
2002,김창희,KIA,중견수,113,79,794+1/3,7,0,150,6,2,0.957,0,0,0,-
2002,정성훈,KIA,3루수,111,101,894+1/3,11,0,72,170,13,0.957,0,0,0,-
2002,강동우,삼성,좌익수,110,95,782+1/3,3,0,147,6,0,0.981,0,0,0,-
2002,이영우,한화,좌익수,110,103,858+1/3,1,0,186,2,1,0.995,0,0,0,-
2002,홍세완,KIA,유격수,110,110,934+2/3,16,0,208,296,69,0.969,0,0,0,-
2002,데이비스,한화,중견수,109,105,883+2/3,8,0,178,5,2,0.958,0,0,0,-
2002,박종호,현대,2루수,107,107,900+2/3,9,0,196,302,56,0.982,0,0,0,-
2002,조경택,한화,포수,106,39,460+1/3,2,3,417,33,6,0.996,4,38,19,33.3
2002,이병규,LG,중견수,106,103,889+1/3,3,0,208,2,2,0.986,0,0,0,-
2002,조원우,SK,중견수,103,72,686+2/3,0,0,143,1,0,1.0,0,0,0,-
2002,전준호,현대,좌익수,102,98,815,3,0,135,5,1,0.979,0,0,0,-
2002,김동주,두산,3루수,98,95,735+2/3,10,0,43,146,11,0.95,0,0,0,-
2002,박재홍,현대,중견수,98,92,819+1/3,3,0,192,1,0,0.985,0,0,0,-
2002,이도형,한화,포수,98,93,634,2,2,492,34,5,0.996,5,69,19,21.6
2002,장종훈,한화,1루수,96,80,705+2/3,4,0,705,43,41,0.995,0,0,0,-
2002,김동수,SK,포수,95,80,678,5,0,579,31,4,0.992,2,78,24,23.5
2002,박용택,LG,좌익수,94,88,753+1/3,0,0,126,1,1,1.0,0,0,0,-
2002,이종열,LG,3루수,92,88,730+2/3,9,0,77,168,18,0.965,0,0,0,-
2002,김민호,두산,유격수,91,48,505+2/3,9,0,84,193,46,0.969,0,0,0,-
2002,채종범,SK,우익수,89,80,620+1/3,1,0,143,5,1,0.993,0,0,0,-
2002,심재학,두산,우익수,87,85,663,5,0,123,3,1,0.962,0,0,0,-
2002,서용빈,LG,1루수,87,73,660+2/3,7,0,634,52,62,0.99,0,0,0,-
2002,유지현,LG,2루수,85,79,670+2/3,3,0,177,202,52,0.992,0,0,0,-
2002,김종훈,삼성,좌익수,83,35,377,0,0,72,0,0,1.0,0,0,0,-
2002,이진영,SK,우익수,83,42,451+1/3,1,0,99,4,2,0.99,0,0,0,-
2002,김호,두산,유격수,81,56,440+1/3,5,0,63,167,30,0.979,0,0,0,-
2002,마르티네스,LG,우익수,81,77,653,8,0,180,6,2,0.959,0,0,0,-
2002,허준,한화,유격수,79,53,468+2/3,4,0,58,122,15,0.978,0,0,0,-
2002,홍원기,두산,3루수,78,18,265+2/3,4,0,23,68,2,0.958,0,0,0,-
2002,이동현,LG,투수,78,2,124+2/3,0,2,6,23,2,1.0,0,0,0,-
2002,박정태,롯데,2루수,78,73,545+1/3,6,0,156,189,65,0.983,0,0,0,-
2002,이혜천,두산,투수,77,3,78+2/3,1,0,7,11,2,0.947,0,0,0,-
2002,유택현,LG,투수,77,1,46,0,0,4,4,0,1.0,0,0,0,-
2002,임재철,삼성,우익수,75,0,171+2/3,1,0,42,1,1,0.977,0,0,0,-
2002,채종국,현대,3루수,75,53,426+1/3,5,0,30,98,11,0.962,0,0,0,-
2002,이범호,한화,3루수,74,61,560,3,0,45,130,9,0.983,0,0,0,-
2002,이진영,SK,중견수,74,60,481+1/3,3,0,103,1,0,0.972,0,0,0,-
2002,이상훈,두산,투수,70,8,133+2/3,1,0,4,30,0,0.971,0,0,0,-
2002,전상렬,두산,우익수,70,30,348,1,0,71,2,2,0.986,0,0,0,-
2002,조경환,SK,좌익수,68,61,532+1/3,2,0,98,4,0,0.981,0,0,0,-
2002,채종범,SK,좌익수,68,45,454,0,0,105,2,1,1.0,0,0,0,-
2002,박현승,롯데,3루수,68,62,538+2/3,9,0,53,132,18,0.954,0,0,0,-
2002,이재영,두산,투수,67,3,97+1/3,2,1,2,9,0,0.846,0,0,0,-
2002,손지환,LG,2루수,67,48,428+2/3,4,0,109,134,36,0.984,0,0,0,-
2002,강귀태,현대,포수,66,39,343+2/3,4,1,249,21,3,0.985,4,23,11,32.4
2002,이강철,KIA,투수,66,0,105,1,0,6,20,0,0.963,0,0,0,-
2002,차명주,두산,투수,65,0,51+2/3,2,0,3,10,1,0.867,0,0,0,-
2002,김현욱,삼성,투수,64,0,76+2/3,0,0,6,13,0,1.0,0,0,0,-
2002,이상열,현대,투수,64,3,74,1,0,5,13,2,0.947,0,0,0,-
2002,조용준,현대,투수,64,0,109+2/3,4,0,9,18,0,0.871,0,0,0,-
2002,노장진,삼성,투수,63,1,127+1/3,0,0,4,13,1,1.0,0,0,0,-
2002,신명철,롯데,2루수,63,26,304+1/3,6,0,68,109,33,0.967,0,0,0,-
2002,강성우,SK,포수,62,38,296+1/3,5,0,240,17,1,0.981,4,26,10,27.8
2002,잉글린,SK,좌익수,62,60,475,2,0,67,5,2,0.973,0,0,0,-
2002,정경배,SK,2루수,62,28,316+1/3,2,0,66,93,11,0.988,0,0,0,-
2002,장재중,LG,포수,60,28,264+2/3,1,1,197,9,2,0.995,0,24,5,17.2
2002,마정길,한화,투수,59,0,60,0,1,4,5,0,1.0,0,0,0,-
2002,신동주,KIA,좌익수,59,53,435,3,0,70,0,0,0.959,0,0,0,-
2002,장문석,LG,투수,59,0,101+1/3,1,0,7,10,0,0.944,0,0,0,-
2002,김대익,롯데,우익수,59,42,351+1/3,4,0,83,3,2,0.956,0,0,0,-
2002,최동수,LG,1루수,57,46,358+2/3,1,0,351,22,33,0.997,0,0,0,-
2002,강동우,삼성,우익수,56,19,218+2/3,1,0,49,1,0,0.98,0,0,0,-
2002,조웅천,SK,투수,56,0,82+2/3,1,4,13,21,2,0.971,0,0,0,-
2002,조성환,롯데,유격수,56,36,328+1/3,7,0,50,126,27,0.962,0,0,0,-
2002,김태균,롯데,유격수,55,44,376+2/3,6,0,54,127,21,0.968,0,0,0,-
2002,박기혁,롯데,유격수,55,36,349,10,0,57,140,37,0.952,0,0,0,-
2002,진필중,두산,투수,54,0,62+1/3,0,0,4,4,0,1.0,0,0,0,-
2002,오상민,삼성,투수,54,3,64,2,0,2,13,0,0.882,0,0,0,-
2002,서한규,현대,3루수,54,1,124+1/3,1,0,9,17,1,0.963,0,0,0,-
2002,리오스,KIA,투수,54,13,157+2/3,3,0,16,31,2,0.94,0,0,0,-
2002,김경언,KIA,좌익수,53,38,298,1,0,52,5,1,0.983,0,0,0,-
2002,김태균,한화,3루수,52,40,335+1/3,11,0,32,72,1,0.904,0,0,0,-
2002,이상훈,LG,투수,52,0,85+2/3,1,0,3,10,0,0.929,0,0,0,-
2002,채병용,SK,투수,51,15,141,0,0,17,21,4,1.0,0,0,0,-
2002,김경언,KIA,중견수,50,37,272+2/3,0,0,64,0,0,1.0,0,0,0,-
2002,송재익,SK,2루수,50,1,112+2/3,1,0,23,36,9,0.983,0,0,0,-
2002,가득염,롯데,투수,50,1,25+2/3,0,0,1,3,0,1.0,0,0,0,-
2002,김수연,한화,좌익수,49,21,233+1/3,1,0,45,4,1,0.98,0,0,0,-
2002,김사율,롯데,투수,49,11,108+2/3,0,0,9,13,1,1.0,0,0,0,-
2002,김지훈,KIA,포수,48,9,150,0,0,120,13,1,1.0,0,15,7,31.8
2002,박충식,KIA,투수,48,0,47+2/3,0,0,1,6,0,1.0,0,0,0,-
2002,김정수,한화,투수,47,0,26+2/3,1,0,1,5,1,0.857,0,0,0,-
2002,김태한,SK,투수,47,0,31,0,1,4,8,1,1.0,0,0,0,-
2002,홍원기,두산,유격수,46,29,233,5,0,31,84,12,0.958,0,0,0,-
2002,조규제,SK,투수,46,8,79+1/3,0,0,5,17,2,1.0,0,0,0,-
2002,권명철,SK,투수,45,0,54+2/3,1,2,3,13,0,0.941,0,0,0,-
2002,라형진,삼성,투수,44,10,98+2/3,1,0,5,12,0,0.944,0,0,0,-
2002,프랭클린,현대,3루수,44,44,338,7,0,28,65,3,0.93,0,0,0,-
2002,김장현,롯데,투수,44,13,119+2/3,0,0,11,17,4,1.0,0,0,0,-
2002,전병호,삼성,투수,43,3,64+1/3,2,2,5,22,1,0.931,0,0,0,-
2002,이계성,롯데,우익수,43,25,222+2/3,3,0,42,3,0,0.938,0,0,0,-
2002,안경현,두산,3루수,42,20,179+2/3,3,0,13,34,3,0.94,0,0,0,-
2002,김재걸,삼성,2루수,42,14,147+1/3,2,0,31,42,9,0.973,0,0,0,-
2002,송신영,현대,투수,42,9,104+2/3,0,2,8,21,1,1.0,0,0,0,-
2002,피코타,한화,투수,42,8,103+1/3,0,0,6,10,1,1.0,0,0,0,-
2002,이대호,롯데,1루수,42,34,306+2/3,1,0,324,30,41,0.997,0,0,0,-
2002,박정진,한화,투수,41,4,47+1/3,1,0,3,9,0,0.923,0,0,0,-
2002,이승호,LG,투수,41,4,46,0,0,1,9,1,1.0,0,0,0,-
2002,김주찬,롯데,중견수,41,38,345,2,0,84,2,0,0.977,0,0,0,-
2002,허일상,롯데,포수,41,12,152+1/3,1,0,122,9,1,0.992,2,12,4,25.0
2002,신철인,현대,투수,40,0,55+2/3,0,0,2,7,1,1.0,0,0,0,-
2002,오봉옥,KIA,투수,40,0,54+1/3,0,0,3,7,1,1.0,0,0,0,-
2002,경헌호,LG,투수,40,0,52+1/3,0,0,0,12,2,1.0,0,0,0,-
2002,권준헌,현대,투수,39,0,63+1/3,0,0,4,7,0,1.0,0,0,0,-
2002,김수연,한화,중견수,39,16,196+1/3,0,0,44,1,0,1.0,0,0,0,-
2002,김홍집,한화,투수,39,0,26+1/3,0,0,0,4,0,1.0,0,0,0,-
2002,황우구,한화,유격수,39,22,231+1/3,0,0,45,55,14,1.0,0,0,0,-
2002,송재익,SK,3루수,39,3,84+1/3,3,0,4,16,0,0.87,0,0,0,-
2002,허문회,롯데,1루수,39,31,258+1/3,3,0,261,23,29,0.99,0,0,0,-
2002,우즈,두산,1루수,38,37,274,1,0,268,23,21,0.997,0,0,0,-
2002,이범호,한화,유격수,38,24,196+2/3,2,0,40,68,10,0.982,0,0,0,-
2002,마르티네스,LG,중견수,38,28,280+1/3,1,0,73,2,1,0.987,0,0,0,-
2002,최만호,LG,우익수,38,18,218+2/3,0,0,57,2,1,1.0,0,0,0,-
2002,강상수,롯데,투수,38,2,54+2/3,0,1,3,13,0,1.0,0,0,0,-
2002,강인권,두산,포수,37,8,132,0,1,108,4,1,1.0,0,18,2,10.0
2002,신윤호,LG,투수,37,4,60,0,0,3,7,0,1.0,0,0,0,-
2002,박경진,롯데,포수,37,8,119,1,1,96,10,3,0.991,3,11,5,31.3
2002,에레라,롯데,중견수,37,36,311+2/3,2,0,75,1,1,0.974,0,0,0,-
2002,임창용,삼성,투수,36,29,204+1/3,4,1,23,35,4,0.935,0,0,0,-
2002,장정석,KIA,좌익수,36,1,91,0,0,12,0,0,1.0,0,0,0,-
2002,김영수,롯데,투수,36,20,118+1/3,3,0,7,22,1,0.906,0,0,0,-
2002,강봉규,두산,좌익수,35,22,177,1,0,34,2,0,0.973,0,0,0,-
2002,임재철,삼성,중견수,35,6,122+2/3,1,0,28,3,2,0.969,0,0,0,-
2002,손지환,LG,유격수,35,18,148,3,0,26,48,7,0.961,0,0,0,-
2002,이대호,롯데,3루수,35,34,269,8,0,22,64,11,0.915,0,0,0,-
2002,조성환,롯데,3루수,35,22,207+2/3,4,0,25,65,14,0.957,0,0,0,-
2002,전상렬,두산,중견수,34,24,204,0,0,50,1,0,1.0,0,0,0,-
2002,한용덕,한화,투수,33,20,117,1,1,10,13,1,0.958,0,0,0,-
2002,김진우,KIA,투수,33,29,188,5,0,7,28,1,0.875,0,0,0,-
2002,구자운,두산,투수,32,23,133,1,0,12,18,1,0.968,0,0,0,-
2002,강영식,삼성,투수,32,14,95+2/3,2,0,3,15,0,0.9,0,0,0,-
2002,키퍼,KIA,투수,32,32,202+1/3,1,0,16,29,3,0.978,0,0,0,-
2002,최만호,LG,좌익수,32,9,118+1/3,0,0,24,1,0,1.0,0,0,0,-
2002,김상진,SK,투수,32,16,116+2/3,1,0,13,10,1,0.958,0,0,0,-
2002,레스,두산,투수,31,31,202+1/3,1,1,15,47,3,0.984,0,0,0,-
2002,송진우,한화,투수,31,30,219+1/3,3,2,17,63,4,0.964,0,0,0,-
2002,파라,한화,투수,31,0,39,1,0,2,7,1,0.9,0,0,0,-
2002,만자니오,LG,투수,31,29,162+1/3,3,1,5,26,4,0.912,0,0,0,-
2002,손지환,LG,3루수,31,9,127,2,0,17,25,2,0.955,0,0,0,-
2002,최원호,LG,투수,31,27,138+2/3,0,0,9,20,4,1.0,0,0,0,-
2002,송재익,SK,유격수,31,6,103,4,0,21,29,7,0.926,0,0,0,-
2002,김대익,롯데,중견수,31,24,193,0,0,40,0,0,1.0,0,0,0,-
2002,염종석,롯데,투수,31,30,159,1,0,10,19,1,0.967,0,0,0,-
2002,박명환,두산,투수,30,29,185+2/3,0,0,7,24,1,1.0,0,0,0,-
2002,김일경,현대,2루수,30,7,101+2/3,0,0,29,37,11,1.0,0,0,0,-
2002,백재호,한화,3루수,30,29,253+2/3,3,0,24,63,6,0.967,0,0,0,-
2002,이상목,한화,투수,30,6,62,0,0,2,13,0,1.0,0,0,0,-
2002,오철민,KIA,투수,30,0,19,0,0,2,5,1,1.0,0,0,0,-
2002,김재현,LG,좌익수,30,28,225+1/3,0,0,35,1,0,1.0,0,0,0,-
2002,제춘모,SK,투수,30,27,146,1,0,6,24,0,0.968,0,0,0,-
2002,김승권,삼성,2루수,29,13,143+2/3,2,0,31,43,8,0.974,0,0,0,-
2002,강병식,현대,1루수,29,15,148+1/3,1,0,159,13,12,0.994,0,0,0,-
2002,마일영,현대,투수,29,22,130,1,0,9,30,6,0.975,0,0,0,-
2002,토레스,현대,투수,28,28,180+1/3,1,1,17,38,4,0.982,0,0,0,-
2002,이영우,한화,1루수,28,17,156+2/3,0,0,153,9,9,1.0,0,0,0,-
2002,조규수,한화,투수,28,19,113+2/3,2,1,7,18,2,0.926,0,0,0,-
2002,신용운,KIA,투수,28,0,38,0,0,1,7,0,1.0,0,0,0,-
2002,이현곤,KIA,3루수,28,17,123,4,0,8,17,0,0.862,0,0,0,-
2002,김우석,LG,유격수,28,3,80+2/3,1,0,14,36,5,0.98,0,0,0,-
2002,양용모,SK,포수,28,9,110+2/3,2,0,108,5,1,0.983,2,16,3,15.8
2002,김응국,롯데,좌익수,28,25,210,0,0,40,2,0,1.0,0,0,0,-
2002,콜,두산,투수,27,27,157,0,0,8,23,1,1.0,0,0,0,-
2002,김수경,현대,투수,27,27,151+1/3,0,0,10,20,0,1.0,0,0,0,-
2002,위재영,현대,투수,27,23,104,2,1,9,18,3,0.931,0,0,0,-
2002,채상병,한화,포수,27,1,90+1/3,2,0,84,1,0,0.977,0,9,1,10.0
2002,서승화,LG,투수,27,2,36+1/3,1,0,2,4,0,0.857,0,0,0,-
2002,양현석,SK,좌익수,27,23,166+1/3,1,0,40,0,0,0.976,0,0,0,-
2002,이승호,SK,투수,27,19,142+2/3,0,1,5,24,1,1.0,0,0,0,-
2002,송원국,두산,2루수,26,16,123,5,0,18,36,7,0.915,0,0,0,-
2002,전상렬,두산,좌익수,26,8,93,0,0,15,0,0,1.0,0,0,0,-
2002,김재걸,삼성,유격수,26,6,103,1,0,22,45,11,0.985,0,0,0,-
2002,김일경,현대,3루수,26,14,135+1/3,4,0,10,31,4,0.911,0,0,0,-
2002,김태균,한화,1루수,26,20,163,0,0,170,6,12,1.0,0,0,0,-
2002,정민철,한화,투수,26,24,138,2,0,7,21,1,0.933,0,0,0,-
2002,강철민,KIA,투수,26,16,77+2/3,0,0,2,5,1,1.0,0,0,0,-
2002,장일현,KIA,좌익수,26,10,93+1/3,1,0,17,0,0,0.944,0,0,0,-
2002,권오현,롯데,우익수,26,15,144+2/3,0,0,30,1,0,1.0,0,0,0,-
2002,곽현희,KIA,투수,25,0,32+2/3,0,0,6,4,0,1.0,0,0,0,-
2002,심성보,LG,1루수,25,12,122+1/3,2,0,106,12,11,0.983,0,0,0,-
2002,심성보,LG,우익수,25,16,120+2/3,0,0,22,4,0,1.0,0,0,0,-
2002,양용모,SK,우익수,25,11,102+1/3,0,0,25,0,0,1.0,0,0,0,-
2002,김풍철,롯데,투수,25,1,54,0,0,4,4,0,1.0,0,0,0,-
2002,박현승,롯데,1루수,25,23,201,2,0,212,17,31,0.991,0,0,0,-
2002,이동욱,롯데,1루수,25,14,141+2/3,1,0,159,14,20,0.994,0,0,0,-
2002,이승화,롯데,중견수,25,24,189+2/3,0,0,47,4,0,1.0,0,0,0,-
2002,임경완,롯데,투수,25,3,48+2/3,0,0,2,6,2,1.0,0,0,0,-
2002,서한규,현대,유격수,24,8,86,0,0,15,30,6,1.0,0,0,0,-
2002,백재호,한화,유격수,24,13,107+2/3,2,0,20,33,5,0.964,0,0,0,-
2002,백재호,한화,2루수,24,14,113,1,0,33,40,11,0.986,0,0,0,-
2002,김태룡,KIA,3루수,24,11,111+2/3,3,0,6,20,3,0.897,0,0,0,-
2002,이현곤,KIA,유격수,24,13,142,2,0,30,47,8,0.975,0,0,0,-
2002,최상덕,KIA,투수,24,23,133,2,0,10,16,2,0.929,0,0,0,-
2002,윤길현,SK,투수,24,11,58,0,0,0,6,0,1.0,0,0,0,-
2002,정대현,SK,투수,24,0,42,0,0,3,9,0,1.0,0,0,0,-
2002,정상호,SK,포수,24,6,94,0,0,67,4,0,1.0,0,9,2,18.2
2002,강봉규,두산,우익수,23,10,122,0,0,23,0,0,1.0,0,0,0,-
2002,허준,한화,2루수,23,8,86+2/3,2,0,16,25,6,0.953,0,0,0,-
2002,최향남,LG,투수,23,23,109,1,0,8,17,2,0.962,0,0,0,-
2002,매기,SK,투수,23,23,132+1/3,3,0,8,19,5,0.9,0,0,0,-
2002,손민한,롯데,투수,23,22,142+1/3,0,0,11,26,5,1.0,0,0,0,-
2002,이승화,롯데,좌익수,23,18,154,0,0,30,2,0,1.0,0,0,0,-
2002,장원진,두산,좌익수,22,18,124,2,0,26,0,0,0.929,0,0,0,-
2002,배영수,삼성,투수,22,18,80+2/3,2,0,8,7,1,0.882,0,0,0,-
2002,엘비라,삼성,투수,22,21,137,0,0,6,28,0,1.0,0,0,0,-
2002,전준호,현대,중견수,22,20,156+2/3,0,0,26,1,0,1.0,0,0,0,-
2002,가르시아,한화,유격수,22,20,166+2/3,8,0,32,59,13,0.919,0,0,0,-
2002,뉴선,KIA,좌익수,22,21,184,0,0,36,0,0,1.0,0,0,0,-
2002,장정석,KIA,중견수,22,12,92+2/3,0,0,19,1,0,1.0,0,0,0,-
2002,박남섭,롯데,2루수,22,7,72,5,0,20,24,5,0.898,0,0,0,-
2002,엄정대,롯데,우익수,22,5,84,1,0,26,0,0,0.963,0,0,0,-
2002,패트릭,삼성,투수,21,20,77,0,0,8,19,0,1.0,0,0,0,-
2002,베라스,현대,투수,21,0,23+1/3,0,0,2,2,0,1.0,0,0,0,-
2002,임선동,현대,투수,21,20,105+2/3,0,0,7,10,0,1.0,0,0,0,-
2002,김태룡,KIA,유격수,21,6,81,2,0,18,26,7,0.957,0,0,0,-
2002,김민기,LG,투수,21,19,99,0,1,5,16,1,1.0,0,0,0,-
2002,박용택,LG,우익수,21,9,108+2/3,0,0,27,1,0,1.0,0,0,0,-
2002,안상준,LG,3루수,21,10,80+1/3,1,0,4,14,1,0.947,0,0,0,-
2002,김기태,SK,1루수,21,17,148,0,0,140,10,9,1.0,0,0,0,-
2002,이명호,롯데,투수,21,0,15,0,0,3,5,0,1.0,0,0,0,-
2002,조성환,롯데,2루수,21,9,103+1/3,1,0,27,40,10,0.985,0,0,0,-
2002,정현욱,삼성,투수,20,2,36,0,0,1,8,0,1.0,0,0,0,-
2002,정수성,현대,좌익수,20,0,31+2/3,0,0,14,0,0,1.0,0,0,0,-
2002,채종국,현대,2루수,20,16,124+1/3,2,0,31,46,12,0.975,0,0,0,-
2002,김종석,한화,1루수,20,16,141+1/3,3,0,137,6,10,0.979,0,0,0,-
2002,장재혁,한화,투수,20,0,32+2/3,0,0,2,2,0,1.0,0,0,0,-
2002,지연규,한화,투수,20,16,77+1/3,1,0,5,17,1,0.957,0,0,0,-
2002,이일의,LG,우익수,19,11,75+2/3,0,0,16,0,0,1.0,0,0,0,-
2002,최창호,LG,투수,19,0,12,0,0,4,2,0,1.0,0,0,0,-
2002,페르난데스,SK,1루수,19,1,36,0,0,30,3,3,1.0,0,0,0,-
2002,김대익,롯데,좌익수,19,10,89+2/3,0,0,21,1,0,1.0,0,0,0,-
2002,노승욱,롯데,투수,19,2,35+1/3,0,0,3,5,0,1.0,0,0,0,-
2002,이명우,롯데,투수,19,0,16+1/3,0,0,0,1,0,1.0,0,0,0,-
2002,이정훈,롯데,투수,19,0,31+1/3,0,0,0,4,1,1.0,0,0,0,-
2002,노병오,삼성,투수,18,4,47+2/3,0,0,5,11,2,1.0,0,0,0,-
2002,폴,현대,좌익수,18,18,149,2,0,31,1,1,0.941,0,0,0,-
2002,장정석,KIA,우익수,18,5,71,0,0,15,0,0,1.0,0,0,0,-
2002,김정민,LG,포수,18,0,46,0,0,38,3,2,1.0,0,6,0,0.0
2002,케펜,LG,투수,18,15,66,0,2,6,11,1,1.0,0,0,0,-
2002,홍현우,LG,3루수,18,13,104+2/3,3,0,7,28,0,0.921,0,0,0,-
2002,권오현,롯데,좌익수,18,5,67,1,0,13,1,0,0.933,0,0,0,-
2002,김주찬,롯데,1루수,18,13,116+2/3,0,0,119,7,18,1.0,0,0,0,-
2002,김진웅,삼성,투수,17,5,49+2/3,1,0,5,10,1,0.938,0,0,0,-
2002,전준호,현대,투수,17,1,29,0,0,1,3,0,1.0,0,0,0,-
2002,김백만,한화,투수,17,1,32+1/3,0,0,0,2,0,1.0,0,0,0,-
2002,문동환,롯데,투수,17,10,67,0,0,7,10,1,1.0,0,0,0,-
2002,현재윤,삼성,포수,16,3,37+2/3,0,0,26,3,0,1.0,0,2,1,33.3
2002,서성민,현대,좌익수,16,6,56+1/3,0,0,8,0,0,1.0,0,0,0,-
2002,이숭용,현대,중견수,16,12,99,0,0,22,0,0,1.0,0,0,0,-
2002,조승현,현대,1루수,16,6,67+2/3,1,0,67,7,5,0.987,0,0,0,-
2002,최익성,현대,좌익수,16,9,79,0,0,9,0,0,1.0,0,0,0,-
2002,김수연,한화,우익수,16,7,69+1/3,0,0,21,0,0,1.0,0,0,0,-
2002,김기덕,SK,투수,16,0,23,0,0,1,8,1,1.0,0,0,0,-
2002,오승준,SK,투수,16,3,28+2/3,0,0,4,5,0,1.0,0,0,0,-
2002,이용훈,SK,투수,16,5,41+2/3,1,0,1,3,0,0.8,0,0,0,-
2002,김정현,롯데,3루수,16,13,126+2/3,3,0,18,27,2,0.938,0,0,0,-
2002,김제빈,롯데,투수,16,0,22,0,0,0,8,1,1.0,0,0,0,-
2002,김민범,현대,투수,15,0,11,0,0,0,2,1,1.0,0,0,0,-
2002,김병준,한화,투수,15,2,26+1/3,0,0,4,4,1,1.0,0,0,0,-
2002,김인철,KIA,우익수,15,3,54,2,0,14,0,0,0.875,0,0,0,-
2002,유지현,LG,유격수,15,10,94,2,0,14,29,6,0.956,0,0,0,-
2002,김주찬,롯데,유격수,15,14,108,5,0,19,35,8,0.915,0,0,0,-
2002,엄정대,롯데,좌익수,15,4,46+2/3,0,0,6,0,0,1.0,0,0,0,-
2002,에레라,롯데,우익수,15,15,111,0,0,16,0,0,1.0,0,0,0,-
2002,이동욱,롯데,2루수,15,11,94+2/3,0,0,17,38,8,1.0,0,0,0,-
2002,이종민,두산,2루수,14,3,47+2/3,1,0,14,19,3,0.971,0,0,0,-
2002,이용주,현대,2루수,14,1,28,1,0,10,10,2,0.952,0,0,0,-
2002,정수성,현대,중견수,14,0,20+2/3,0,0,3,0,0,1.0,0,0,0,-
2002,최영필,한화,투수,14,3,22,0,0,0,1,0,1.0,0,0,0,-
2002,김인철,KIA,좌익수,14,3,51,0,0,15,1,0,1.0,0,0,0,-
2002,이재주,KIA,포수,14,8,57+2/3,0,0,54,4,0,1.0,1,5,2,28.6
2002,이종열,LG,2루수,14,4,40,1,0,7,10,2,0.944,0,0,0,-
2002,해처,롯데,우익수,14,14,100,1,0,15,2,2,0.944,0,0,0,-
2002,김민우,현대,3루수,13,12,89,4,0,5,16,1,0.840,0,0,0,-
2002,박장희,현대,투수,13,0,22,0,0,1,2,0,1.000,0,0,0,-
2002,조재호,현대,좌익수,13,1,33+1/3,0,0,7,0,0,1.000,0,0,0,-
2002,조재호,현대,중견수,13,8,69+2/3,0,0,14,0,0,1.000,0,0,0,-
2002,지승민,한화,투수,13,0,26+2/3,0,0,0,0,0,-,0,0,0,-
2002,가내영,KIA,투수,13,3,25,0,0,1,8,0,1.000,0,0,0,-
2002,김상현,LG,3루수,13,4,52,2,0,1,13,2,0.875,0,0,0,-
2002,윤현식,LG,2루수,13,2,40,1,0,10,6,3,0.941,0,0,0,-
2002,퀸란,LG,3루수,13,7,75,0,0,5,14,2,1.000,0,0,0,-
