연도,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
2010,오선진,한화,유격수,47,9,156+1/3,0,0,26,55,13,1.0,0,0,0,-
2010,박재홍,SK,우익수,46,37,262+1/3,1,0,51,4,2,0.982,0,0,0,-
2010,이현승,두산,투수,46,11,77+2/3,0,1,4,18,0,1.0,0,0,0,-
2010,오정복,삼성,좌익수,46,23,243,1,0,56,2,0,0.983,0,0,0,-
2010,오카모토,LG,투수,46,0,48,0,0,0,3,0,1.0,0,0,0,-
2010,김경언,한화,중견수,46,38,318+1/3,1,0,86,3,0,0.989,0,0,0,-
2010,양훈,한화,투수,46,0,46,0,0,4,8,1,1.0,0,0,0,-
2010,윤규진,한화,투수,46,0,58,0,1,2,8,1,1.0,0,0,0,-
2010,강봉규,삼성,좌익수,45,28,268+2/3,1,0,56,3,2,0.983,0,0,0,-
2010,송은범,SK,투수,44,18,125,2,0,12,20,1,0.941,0,0,0,-
2010,조영훈,삼성,1루수,44,25,273,0,0,261,9,21,1.0,0,0,0,-
2010,이정훈,롯데,투수,43,0,46,0,0,4,7,0,1.0,0,0,0,-
2010,백정현,삼성,투수,43,0,37+1/3,1,1,2,13,0,0.938,0,0,0,-
2010,김민성,넥센,유격수,43,26,262+2/3,2,0,51,100,20,0.987,0,0,0,-
2010,오선진,한화,2루수,43,18,201,0,0,52,57,12,1.0,0,0,0,-
2010,박경태,KIA,투수,42,0,34+1/3,2,0,1,6,0,0.778,0,0,0,-
2010,김연훈,SK,유격수,42,26,235,2,0,29,75,17,0.981,0,0,0,-
2010,김주찬,롯데,중견수,42,38,285+2/3,1,0,54,2,0,0.982,0,0,0,-
2010,권오준,삼성,투수,42,0,32+2/3,0,1,1,7,0,1.0,0,0,0,-
2010,박준수,넥센,투수,42,0,42+1/3,0,0,1,14,1,1.0,0,0,0,-
2010,허유강,한화,투수,42,0,45,0,0,2,7,0,1.0,0,0,0,-
2010,용덕한,두산,포수,41,4,129+2/3,1,0,105,9,0,0.991,1,13,5,27.8
2010,박진만,삼성,유격수,41,38,305,11,0,52,121,29,0.94,0,0,0,-
2010,데폴라,한화,투수,41,17,132+1/3,1,0,13,24,1,0.974,0,0,0,-
2010,오선진,한화,3루수,41,26,223+1/3,2,0,25,50,5,0.974,0,0,0,-
2010,김태완,LG,2루수,40,24,229+2/3,1,0,61,79,19,0.993,0,0,0,-
2010,김원섭,KIA,우익수,39,29,225+2/3,0,0,51,0,0,1.0,0,0,0,-
2010,최승환,두산,포수,39,9,125,1,0,94,5,0,0.99,0,6,1,14.3
2010,장영석,넥센,1루수,38,22,200,1,0,195,16,22,0.995,0,0,0,-
2010,이택근,LG,1루수,38,31,269+2/3,5,0,271,22,26,0.983,0,0,0,-
2010,차우찬,삼성,투수,37,16,126+1/3,0,1,2,11,0,1.0,0,0,0,-
2010,권용관,SK,2루수,36,28,243+2/3,1,0,91,89,35,0.994,0,0,0,-
2010,최윤석,SK,유격수,36,19,183,0,0,26,69,18,1.0,0,0,0,-
2010,임태훈,두산,투수,36,20,130+2/3,2,5,7,26,1,0.943,0,0,0,-
2010,김일엽,롯데,투수,36,0,44+1/3,1,0,4,5,0,0.9,0,0,0,-
2010,최동수,SK,1루수,35,21,203+2/3,1,0,201,16,19,0.995,0,0,0,-
2010,엄정욱,SK,투수,34,6,66,0,1,3,6,0,1.0,0,0,0,-
2010,김재호,두산,2루수,34,3,97+2/3,1,0,22,27,8,0.98,0,0,0,-
2010,김동주,두산,3루수,33,32,256,4,0,17,45,3,0.939,0,0,0,-
2010,김태완,LG,3루수,33,16,152,2,0,10,29,6,0.951,0,0,0,-
2010,이병규,LG,좌익수,33,23,212+1/3,0,0,37,5,3,1.0,0,0,0,-
2010,신종길,KIA,우익수,32,23,182+1/3,0,0,39,2,0,1.0,0,0,0,-
2010,이우선,삼성,투수,32,8,68+1/3,1,0,5,12,0,0.944,0,0,0,-
2010,문성현,넥센,투수,32,6,69,0,0,4,6,2,1.0,0,0,0,-
2010,박성훈,넥센,투수,32,0,34,1,0,2,7,0,0.9,0,0,0,-
2010,조태수,KIA,투수,31,0,44+2/3,0,0,2,6,0,1.0,0,0,0,-
2010,김광현,SK,투수,31,30,193+2/3,3,1,6,26,2,0.914,0,0,0,-
2010,배영수,삼성,투수,31,21,119+2/3,0,0,3,21,2,1.0,0,0,0,-
2010,전현태,한화,2루수,31,11,106+1/3,2,0,29,38,9,0.971,0,0,0,-
2010,양현종,KIA,투수,30,30,169+1/3,0,2,2,31,0,1.0,0,0,0,-
2010,카도쿠라,SK,투수,30,27,153+2/3,1,0,8,23,0,0.969,0,0,0,-
2010,홍상삼,두산,투수,30,14,96+2/3,1,0,10,11,1,0.955,0,0,0,-
2010,고원준,넥센,투수,30,22,131,1,1,6,15,0,0.955,0,0,0,-
2010,김민성,넥센,2루수,30,21,174+1/3,0,0,36,61,6,1.0,0,0,0,-
2010,전현태,한화,1루수,30,13,140,2,0,140,12,13,0.987,0,0,0,-
2010,권용관,SK,유격수,29,16,151+2/3,2,0,42,47,15,0.978,0,0,0,-
2010,오재원,두산,3루수,29,19,170+1/3,3,0,15,43,4,0.951,0,0,0,-
2010,왈론드,두산,투수,29,21,131,4,0,4,25,4,0.879,0,0,0,-
2010,강봉규,삼성,우익수,29,22,178+2/3,1,0,37,2,1,0.975,0,0,0,-
2010,오정복,삼성,중견수,29,22,136+1/3,0,0,32,1,1,1.0,0,0,0,-
2010,장원삼,삼성,투수,29,28,151,0,0,2,24,1,1.0,0,0,0,-
2010,번사이드,넥센,투수,29,29,139+1/3,0,3,5,23,1,1.0,0,0,0,-
2010,유원상,한화,투수,29,27,142+1/3,0,2,13,32,3,1.0,0,0,0,-
2010,전현태,한화,3루수,29,14,147+2/3,4,0,10,39,1,0.925,0,0,0,-
2010,김다원,KIA,우익수,28,7,105+1/3,1,0,23,0,0,0.958,0,0,0,-
2010,이호준,SK,1루수,28,20,125,3,0,120,8,8,0.977,0,0,0,-
2010,조동화,SK,중견수,28,16,172+1/3,0,0,32,0,0,1.0,0,0,0,-
2010,김선우,두산,투수,28,28,154+2/3,2,3,9,33,4,0.955,0,0,0,-
2010,정수빈,두산,중견수,28,10,145,0,0,38,3,0,1.0,0,0,0,-
2010,윤성환,삼성,투수,28,14,80+2/3,0,1,3,12,0,1.0,0,0,0,-
2010,정인욱,삼성,투수,28,6,61,0,0,1,2,0,1.0,0,0,0,-
2010,김선규,LG,투수,28,0,30,0,0,1,9,0,1.0,0,0,0,-
2010,봉중근,LG,투수,28,28,178+1/3,0,3,5,40,4,1.0,0,0,0,-
2010,로페즈,KIA,투수,27,26,165+1/3,2,0,15,25,1,0.952,0,0,0,-
2010,전병두,SK,투수,27,7,67+2/3,0,0,2,10,2,1.0,0,0,0,-
2010,정상호,SK,포수,27,11,114,4,0,106,14,1,0.968,1,20,7,25.9
2010,민병헌,두산,좌익수,27,6,91,0,0,20,0,0,1.0,0,0,0,-
2010,히메네스,두산,투수,27,26,153,5,0,15,30,1,0.9,0,0,0,-
2010,사도스키,롯데,투수,27,26,169,2,0,16,36,0,0.963,0,0,0,-
2010,송승준,롯데,투수,27,27,168,1,3,17,28,0,0.978,0,0,0,-
2010,권도영,넥센,2루수,27,16,149,0,0,35,46,12,1.0,0,0,0,-
2010,김재호,두산,3루수,26,6,76+1/3,0,0,3,21,0,1.0,0,0,0,-
2010,장원준,롯데,투수,26,26,144+1/3,1,1,6,35,1,0.976,0,0,0,-
2010,임익준,삼성,3루수,26,4,98,0,0,2,19,1,1.0,0,0,0,-
2010,김태완,한화,1루수,26,22,191+2/3,2,0,194,10,18,0.99,0,0,0,-
2010,추승우,한화,우익수,26,16,144+2/3,2,0,29,1,0,0.938,0,0,0,-
2010,이종환,KIA,좌익수,25,17,139,0,0,19,0,0,1.0,0,0,0,-
2010,임훈,SK,좌익수,25,15,122+2/3,0,0,17,0,0,1.0,0,0,0,-
2010,김승회,두산,투수,25,0,40+1/3,0,0,1,2,0,1.0,0,0,0,-
2010,김재호,두산,유격수,25,8,86,1,0,16,30,5,0.979,0,0,0,-
2010,오정복,삼성,우익수,25,13,118+2/3,0,0,27,1,1,1.0,0,0,0,-
2010,크루세타,삼성,투수,25,20,97+2/3,3,1,2,7,0,0.75,0,0,0,-
2010,이택근,LG,좌익수,25,17,130+2/3,0,0,19,1,0,1.0,0,0,0,-
2010,류현진,한화,투수,25,25,192+2/3,1,0,4,34,3,0.974,0,0,0,-
2010,안승민,한화,투수,25,8,63,0,0,1,5,1,1.0,0,0,0,-
2010,윤근영,한화,투수,25,0,17,0,0,2,1,0,1.0,0,0,0,-
2010,서재응,KIA,투수,24,23,140,1,1,6,33,2,0.975,0,0,0,-
2010,김현수,두산,1루수,24,9,121+1/3,1,0,91,9,3,0.99,0,0,0,-
2010,강명구,삼성,2루수,24,7,101,4,0,31,38,6,0.945,0,0,0,-
2010,금민철,넥센,투수,24,23,120+2/3,2,0,5,19,0,0.923,0,0,0,-
2010,김성현,넥센,투수,24,14,90,1,0,9,9,0,0.947,0,0,0,-
2010,클락,넥센,중견수,24,12,114,0,0,28,0,0,1.0,0,0,0,-
2010,김광삼,LG,투수,24,23,111,2,0,8,15,0,0.92,0,0,0,-
2010,신정락,LG,투수,24,0,26+1/3,3,0,1,3,0,0.571,0,0,0,-
2010,손지환,한화,3루수,24,18,138,2,0,11,34,3,0.957,0,0,0,-
2010,정현석,한화,중견수,24,8,102,1,0,37,0,0,0.974,0,0,0,-
2010,박성호,KIA,투수,23,0,28+1/3,0,0,1,1,0,1.0,0,0,0,-
2010,윤석민,KIA,투수,23,13,100+2/3,0,0,5,18,2,1.0,0,0,0,-
2010,박정환,SK,1루수,23,18,137,2,0,125,10,8,0.985,0,0,0,-
2010,조승수,두산,투수,23,2,36+2/3,0,0,0,8,0,1.0,0,0,0,-
2010,글로버,SK,투수,22,22,105,5,0,9,12,0,0.808,0,0,0,-
2010,정수빈,두산,좌익수,22,8,113+2/3,0,0,26,0,0,1.0,0,0,0,-
2010,이재곤,롯데,투수,22,19,124,1,3,14,30,0,0.978,0,0,0,-
2010,김효남,삼성,투수,22,0,24+2/3,2,0,0,1,0,0.333,0,0,0,-
2010,조재호,넥센,좌익수,22,1,41,0,0,5,0,0,1.0,0,0,0,-
2010,콜론,KIA,투수,21,21,103+2/3,2,1,7,12,1,0.905,0,0,0,-
2010,가득염,SK,투수,21,0,16+1/3,1,0,2,3,0,0.833,0,0,0,-
2010,이재원,SK,포수,21,5,68+1/3,1,0,54,3,0,0.983,0,8,2,20.0
2010,박준서,롯데,2루수,21,11,136,3,0,31,45,14,0.962,0,0,0,-
2010,손아섭,롯데,우익수,21,8,101+2/3,0,0,24,1,0,1.0,0,0,0,-
2010,나이트,삼성,투수,21,14,83+1/3,0,1,2,21,0,1.0,0,0,0,-
2010,이상훈,한화,우익수,21,13,113,1,0,28,3,2,0.969,0,0,0,-
2010,최영필,한화,투수,21,11,54+1/3,1,3,1,8,0,0.9,0,0,0,-
2010,이정민,롯데,투수,20,0,30+1/3,0,0,5,5,0,1.0,0,0,0,-
2010,황재균,롯데,유격수,20,17,139+1/3,3,0,17,54,8,0.959,0,0,0,-
2010,임익준,삼성,2루수,20,5,67+1/3,0,0,11,28,7,1.0,0,0,0,-
2010,강병식,넥센,1루수,20,5,72,0,0,77,4,8,1.0,0,0,0,-
2010,박용근,LG,유격수,20,7,70+2/3,1,0,9,25,7,0.971,0,0,0,-
2010,박현준,LG,투수,20,11,57+2/3,1,0,4,15,0,0.95,0,0,0,-
2010,이동현,한화,투수,20,2,25+2/3,0,0,1,3,0,1.0,0,0,0,-
2010,김연훈,SK,2루수,19,10,97,0,0,24,42,8,1.0,0,0,0,-
2010,모창민,SK,1루수,19,11,77,0,0,85,3,7,1.0,0,0,0,-
2010,허준혁,롯데,투수,19,0,21,1,0,1,3,0,0.8,0,0,0,-
2010,장영석,넥센,3루수,19,7,71+2/3,1,0,8,14,3,0.957,0,0,0,-
2010,박용근,LG,3루수,19,9,107,1,0,7,31,4,0.974,0,0,0,-
2010,박노민,한화,포수,19,8,86+2/3,1,1,52,5,1,0.983,0,16,2,11.1
2010,임재철,두산,중견수,18,10,97,0,0,21,0,0,1.0,0,0,0,-
2010,이대호,롯데,1루수,18,14,119,1,0,149,14,13,0.994,0,0,0,-
2010,전준우,롯데,3루수,18,4,68+1/3,1,0,2,22,0,0.96,0,0,0,-
2010,정훈,롯데,2루수,18,7,97,2,0,21,29,8,0.962,0,0,0,-
2010,박석민,삼성,1루수,18,9,100+2/3,1,0,87,5,7,0.989,0,0,0,-
2010,전준우,롯데,좌익수,17,0,25,0,0,4,1,0,1.0,0,0,0,-
2010,김상수,넥센,투수,17,7,45,1,0,3,7,0,0.909,0,0,0,-
2010,박용택,LG,좌익수,17,15,124+1/3,0,0,39,1,1,1.0,0,0,0,-
2010,양승진,한화,투수,17,11,45+1/3,0,0,1,6,0,1.0,0,0,0,-
2010,전근표,한화,우익수,17,13,102,0,0,15,0,0,1.0,0,0,0,-
2010,이승호,SK,투수,16,3,31,0,0,1,4,0,1.0,0,0,0,-
2010,이재학,두산,투수,16,1,23+1/3,1,0,1,4,0,0.833,0,0,0,-
2010,정수빈,두산,우익수,16,3,57,0,0,11,0,0,1.0,0,0,0,-
2010,정보명,롯데,2루수,16,4,58,1,0,14,18,6,0.97,0,0,0,-
2010,오승환,삼성,투수,16,0,14,0,0,0,1,0,1.0,0,0,0,-
2010,임익준,삼성,유격수,16,2,42,0,0,7,23,2,1.0,0,0,0,-
2010,박용근,LG,2루수,16,7,65,0,0,24,25,10,1.0,0,0,0,-
2010,정재복,LG,투수,16,0,23,0,0,3,7,1,1.0,0,0,0,-
2010,안치용,SK,우익수,15,6,51+1/3,0,0,4,0,0,1.0,0,0,0,-
2010,성영훈,두산,투수,15,0,16+1/3,1,0,1,2,0,0.75,0,0,0,-
2010,문규현,롯데,3루수,15,1,28,0,0,4,6,1,1.0,0,0,0,-
2010,강봉규,삼성,1루수,15,10,92,2,0,90,8,8,0.98,0,0,0,-
2010,임진우,삼성,투수,15,0,17,0,0,0,1,0,1.0,0,0,0,-
2010,채상병,삼성,포수,15,8,67+1/3,0,0,55,3,1,1.0,0,13,3,18.8
2010,김성태,넥센,투수,15,13,66+2/3,3,0,1,4,0,0.625,0,0,0,-
2010,더마트레,LG,투수,15,15,61+1/3,0,0,3,11,1,1.0,0,0,0,-
2010,박명환,LG,투수,15,15,76,1,0,5,8,1,0.929,0,0,0,-
2010,이택근,LG,중견수,15,10,83,1,0,24,1,1,0.962,0,0,0,-
2010,김재현,한화,투수,15,0,8+2/3,0,0,1,1,0,1.0,0,0,0,-
2010,정원석,한화,1루수,15,8,70+1/3,0,0,63,3,10,1.0,0,0,0,-
2010,정희상,한화,1루수,15,11,81+2/3,0,0,88,7,4,1.0,0,0,0,-
2010,카페얀,한화,투수,15,13,59,1,0,5,14,1,0.95,0,0,0,-
2010,이대진,KIA,투수,14,3,22,1,0,4,2,0,0.857,0,0,0,-
2010,이영수,KIA,좌익수,14,9,54+2/3,0,0,4,0,0,1.0,0,0,0,-
2010,모창민,SK,3루수,14,5,37,0,0,1,8,0,1.0,0,0,0,-
2010,박희수,SK,투수,14,0,17+2/3,0,1,1,2,1,1.0,0,0,0,-
2010,유재웅,두산,우익수,14,12,75,0,0,20,1,0,1.0,0,0,0,-
2010,정대현,두산,투수,14,0,14+1/3,0,0,0,3,1,1.000,0,0,0,-
2010,황성용,롯데,우익수,14,2,41,0,0,4,0,0,1.000,0,0,0,-
2010,황성용,롯데,좌익수,14,1,29+2/3,0,0,5,1,0,1.000,0,0,0,-
2010,배힘찬,넥센,투수,14,7,35,1,2,3,13,1,0.941,0,0,0,-
2010,오재일,넥센,1루수,14,7,61,1,0,65,4,7,0.986,0,0,0,-
2010,유한준,넥센,1루수,14,4,42,1,0,40,5,3,0.978,0,0,0,-
2010,류택현,LG,투수,14,0,4,0,0,1,1,0,1.000,0,0,0,-
2010,이범준,LG,투수,14,3,28,0,1,2,6,0,1.000,0,0,0,-
2010,이병규,LG,우익수,14,9,80+1/3,1,0,14,2,0,0.941,0,0,0,-
2010,민병헌,두산,중견수,13,5,55,0,0,12,0,0,1.000,0,0,0,-
2010,김수완,롯데,투수,13,10,63+2/3,0,0,5,2,0,1.000,0,0,0,-
2010,박동욱,LG,투수,13,2,31,0,0,1,2,0,1.000,0,0,0,-
2010,손인호,LG,우익수,13,3,44+2/3,0,0,11,1,0,1.000,0,0,0,-
2010,이양기,한화,우익수,13,4,45,1,0,11,0,0,0.917,0,0,0,-
2010,장민제,한화,투수,13,1,16+1/3,0,0,1,2,0,1.000,0,0,0,-
2010,김원섭,KIA,중견수,12,7,61+2/3,0,0,12,0,0,1.000,0,0,0,-
2010,전태현,KIA,투수,12,10,41,0,0,2,6,0,1.000,0,0,0,-
2010,최훈락,KIA,좌익수,12,10,68,0,0,14,0,0,1.000,0,0,0,-
2010,문광은,SK,투수,12,2,18+2/3,0,0,0,2,0,1.000,0,0,0,-
2010,오현택,두산,투수,12,0,15+1/3,0,0,0,1,0,1.000,0,0,0,-
2010,유재웅,두산,좌익수,12,0,28,0,0,6,0,0,1.000,0,0,0,-
2010,지승민,두산,투수,12,0,6+2/3,0,0,0,0,0,-,0,0,0,-
2010,박한이,삼성,중견수,12,8,74,0,0,12,0,0,1.000,0,0,0,-
2010,손주인,삼성,유격수,12,4,37+1/3,1,0,10,13,2,0.958,0,0,0,-
2010,서승화,LG,투수,12,9,52,1,0,2,6,0,0.889,0,0,0,-
2010,심수창,LG,투수,12,6,35+2/3,0,1,2,11,2,1.000,0,0,0,-
2010,송창식,한화,투수,12,0,18+1/3,1,0,1,3,0,0.800,0,0,0,-
2010,정재원,한화,투수,12,0,14+1/3,0,0,1,4,0,1.000,0,0,0,-
2010,한윤섭,한화,2루수,12,3,39,1,0,13,10,4,0.958,0,0,0,-
2010,김상현,KIA,1루수,11,11,94,1,0,88,8,5,0.990,0,0,0,-
2010,최윤석,SK,3루수,11,7,61+2/3,1,0,4,12,1,0.941,0,0,0,-
2010,이승화,롯데,우익수,11,2,38,0,0,4,0,0,1.0,0,0,0,-
2010,정보명,롯데,3루수,11,5,62,3,0,9,18,5,0.9,0,0,0,-
2010,조정훈,롯데,투수,11,11,62,0,0,9,10,0,1.0,0,0,0,-
2010,조중근,넥센,1루수,11,2,40+2/3,0,0,45,2,4,1.0,0,0,0,-
2010,김준호,LG,우익수,11,7,53,1,0,9,0,0,0.9,0,0,0,-
2010,한희,LG,투수,11,3,20+2/3,0,0,0,4,0,1.0,0,0,0,-
2010,김다원,KIA,좌익수,10,2,34+2/3,0,0,11,1,0,1.0,0,0,0,-
2010,이성우,KIA,포수,10,2,45+1/3,1,1,51,3,0,0.982,0,7,2,22.2
2010,정용운,KIA,투수,10,1,9+1/3,1,0,0,1,0,0.5,0,0,0,-
2010,홍재호,KIA,3루수,10,5,51,0,0,4,12,2,1.0,0,0,0,-
2010,김연훈,SK,3루수,10,8,58+2/3,0,0,6,10,1,1.0,0,0,0,-
2010,박정배,두산,투수,10,1,14+2/3,0,0,2,1,0,1.0,0,0,0,-
2010,전준우,롯데,우익수,10,0,21,0,0,5,0,0,1.0,0,0,0,-
2010,조동찬,삼성,유격수,10,8,50+2/3,4,0,12,17,1,0.879,0,0,0,-
2010,장영석,넥센,좌익수,10,4,45,1,0,14,1,1,0.938,0,0,0,-
2010,김형철,KIA,3루수,9,5,28+1/3,0,0,5,6,0,1.0,0,0,0,-
2010,신종길,KIA,중견수,9,8,72+2/3,0,0,10,1,0,1.0,0,0,0,-
2010,이상화,KIA,투수,9,0,8+2/3,1,0,0,3,0,0.75,0,0,0,-
2010,김성배,두산,투수,9,4,19+1/3,0,0,0,5,0,1.0,0,0,0,-
2010,김창훈,두산,투수,9,0,7+2/3,0,0,1,2,0,1.0,0,0,0,-
2010,민병헌,두산,우익수,9,0,20,0,0,2,0,0,1.0,0,0,0,-
2010,원용묵,두산,투수,9,0,7+1/3,0,0,1,2,0,1.0,0,0,0,-
2010,장민익,두산,투수,9,2,13+2/3,1,0,0,1,0,0.5,0,0,0,-
2010,정보명,롯데,좌익수,9,8,64,1,0,10,1,0,0.917,0,0,0,-
2010,레딩,삼성,투수,9,6,35+1/3,0,1,1,9,0,1.0,0,0,0,-
2010,조동찬,삼성,2루수,9,8,53+1/3,3,0,11,17,5,0.903,0,0,0,-
2010,강병식,넥센,우익수,9,8,67,0,0,20,0,0,1.0,0,0,0,-
2010,김민성,넥센,3루수,9,6,54,1,0,5,10,0,0.938,0,0,0,-
2010,니코스키,넥센,투수,9,6,32+1/3,0,0,1,13,1,1.0,0,0,0,-
2010,이대환,넥센,투수,9,0,11,0,0,1,1,0,1.0,0,0,0,-
2010,곤잘레스,LG,투수,9,9,43+1/3,0,0,3,8,0,1.0,0,0,0,-
2010,김준호,LG,좌익수,9,5,57+1/3,0,0,10,0,0,1.0,0,0,0,-
2010,서동욱,LG,1루수,9,7,67,0,0,64,4,8,1.0,0,0,0,-
2010,김강,한화,1루수,9,3,41,0,0,35,3,2,1.0,0,0,0,-
2010,김혁민,한화,투수,9,8,40+1/3,1,1,2,2,0,0.8,0,0,0,-
2010,부에노,한화,투수,9,5,29+2/3,1,0,1,7,1,0.889,0,0,0,-
2010,전근표,한화,1루수,9,4,37+1/3,0,0,41,4,4,1.0,0,0,0,-
2010,한윤섭,한화,유격수,9,1,29+1/3,0,0,5,8,1,1.0,0,0,0,-
2010,박기남,KIA,2루수,8,4,38,0,0,12,8,2,1.0,0,0,0,-
2010,홍재호,KIA,2루수,8,2,21+1/3,0,0,5,6,1,1.0,0,0,0,-
2010,안치용,SK,좌익수,8,4,45,0,0,9,0,0,1.0,0,0,0,-
2010,이재영,SK,투수,8,0,10+2/3,0,0,0,1,0,1.0,0,0,0,-
2010,임성헌,SK,투수,8,0,8+2/3,0,0,1,2,0,1.0,0,0,0,-
2010,임훈,SK,중견수,8,6,44+2/3,0,0,11,0,0,1.0,0,0,0,-
2010,전준호,SK,투수,8,1,15,0,0,1,4,0,1.0,0,0,0,-
2010,허승민,삼성,좌익수,8,0,12,0,0,5,0,0,1.0,0,0,0,-
2010,오윤,넥센,좌익수,8,1,20+1/3,0,0,4,0,0,1.0,0,0,0,-
2010,유한준,넥센,중견수,8,2,25+1/3,0,0,4,0,0,1.0,0,0,0,-
2010,이동학,넥센,투수,8,1,16+1/3,1,0,3,1,0,0.8,0,0,0,-
2010,정수성,넥센,중견수,8,5,49+1/3,0,0,7,0,0,1.0,0,0,0,-
2010,박경수,LG,유격수,8,2,32,2,0,10,14,2,0.923,0,0,0,-
2010,윤상균,LG,포수,8,1,21,0,0,24,1,0,1.0,0,3,0,0.0
2010,최성민,LG,투수,8,6,32+2/3,1,2,1,11,0,0.923,0,0,0,-
2010,김경언,한화,1루수,8,2,30,1,0,22,2,4,0.96,0,0,0,-
2010,김회성,한화,3루수,8,3,39+1/3,1,0,7,10,1,0.944,0,0,0,-
2010,정현석,한화,좌익수,8,0,14+2/3,0,0,7,0,0,1.0,0,0,0,-
2010,황재규,한화,투수,8,0,9,0,0,1,0,0,1.0,0,0,0,-
2010,나지완,KIA,우익수,7,6,38+2/3,0,0,8,0,0,1.0,0,0,0,-
2010,최용규,KIA,우익수,7,3,28,0,0,4,0,0,1.0,0,0,0,-
2010,안경현,SK,1루수,7,4,33,0,0,34,2,1,1.000,0,0,0,-
2010,문규현,롯데,2루수,7,0,10,0,0,3,6,2,1.000,0,0,0,-
2010,이용훈,롯데,투수,7,2,16+2/3,0,0,1,2,0,1.000,0,0,0,-
2010,손주인,삼성,2루수,7,1,27,1,0,5,6,3,0.917,0,0,0,-
2010,손주인,삼성,3루수,7,4,25,1,0,3,3,0,0.857,0,0,0,-
2010,박동원,넥센,포수,7,0,13,0,0,17,1,1,1.000,0,1,1,50.0
2010,클락,넥센,우익수,7,0,15+2/3,0,0,3,0,0,1.000,0,0,0,-
2010,윤진호,LG,유격수,7,1,16+1/3,0,0,0,8,0,1.000,0,0,0,-
2010,이학준,LG,3루수,7,7,47+1/3,2,0,1,9,1,0.833,0,0,0,-
2010,구대성,한화,투수,7,1,4+2/3,0,0,0,1,0,1.000,0,0,0,-
2010,송광민,한화,유격수,7,0,11,0,0,0,5,2,1.000,0,0,0,-
2010,이상훈,한화,중견수,7,1,21,0,0,6,0,0,1.000,0,0,0,-
2010,이양기,한화,좌익수,7,4,47,0,0,16,0,0,1.000,0,0,0,-
2010,최용규,KIA,1루수,6,0,12,0,0,13,0,1,1.000,0,0,0,-
2010,이한진,SK,투수,6,0,3+2/3,0,0,1,0,0,1.000,0,0,0,-
2010,노경은,두산,투수,6,0,9+1/3,0,0,1,0,0,1.000,0,0,0,-
2010,이원석,두산,1루수,6,1,25,0,0,27,2,1,1.000,0,0,0,-
2010,양종민,롯데,유격수,6,3,27,1,0,0,9,0,0.900,0,0,0,-
2010,이명우,롯데,투수,6,6,33,0,0,2,9,1,1.000,0,0,0,-
2010,배영섭,삼성,중견수,6,4,27+2/3,0,0,4,0,0,1.000,0,0,0,-
2010,김민우,넥센,유격수,6,0,12+1/3,0,0,0,5,2,1.000,0,0,0,-
2010,이창섭,넥센,2루수,6,1,17,0,0,7,7,2,1.000,0,0,0,-
2010,백창수,LG,3루수,6,0,8+2/3,0,0,0,2,1,1.000,0,0,0,-
2010,윤진호,LG,2루수,6,0,7,0,0,2,1,0,1.000,0,0,0,-
2010,정희상,한화,우익수,6,4,31,0,0,10,0,0,1.000,0,0,0,-
2010,한윤섭,한화,3루수,6,0,12,0,0,1,5,0,1.000,0,0,0,-
2010,심동섭,KIA,투수,5,0,2+2/3,0,0,0,0,0,-,0,0,0,-
2010,이종환,KIA,1루수,5,0,11,0,0,14,1,1,1.000,0,0,0,-
2010,모창민,SK,2루수,5,1,10,0,0,4,3,0,1.000,0,0,0,-
2010,하지호,SK,2루수,5,0,10,0,0,4,5,3,1.000,0,0,0,-
2010,유재웅,두산,중견수,5,0,17,0,0,6,0,0,1.000,0,0,0,-
2010,유희관,두산,투수,5,0,5+1/3,0,0,0,0,0,-,0,0,0,-
2010,이원석,두산,유격수,5,2,27,0,0,1,9,0,1.000,0,0,0,-
2010,정보명,롯데,우익수,5,4,15,0,0,5,0,0,1.000,0,0,0,-
2010,하준호,롯데,투수,5,1,2+2/3,0,0,0,0,0,-,0,0,0,-
2010,강명구,삼성,유격수,5,1,21,1,0,5,12,0,0.944,0,0,0,-
2010,배영섭,삼성,우익수,5,0,19,0,0,6,0,0,1.000,0,0,0,-
2010,강윤구,넥센,투수,5,4,15,0,0,0,2,0,1.000,0,0,0,-
2010,김정훈,넥센,투수,5,0,7+2/3,0,0,0,1,1,1.000,0,0,0,-
2010,김지수,넥센,2루수,5,1,14,0,0,6,6,3,1.000,0,0,0,-
2010,경헌호,LG,투수,5,0,5,0,0,0,0,0,-,0,0,0,-
2010,김지용,LG,투수,5,0,8,0,0,2,1,0,1.000,0,0,0,-
2010,서동욱,LG,좌익수,5,4,26,0,0,4,0,0,1.000,0,0,0,-
2010,이병규,LG,중견수,5,2,20+1/3,0,0,4,0,0,1.000,0,0,0,-
2010,정주현,LG,2루수,5,2,19,2,0,7,8,1,0.882,0,0,0,-
2010,이상훈,한화,좌익수,5,3,24+2/3,0,0,5,0,0,1.000,0,0,0,-
2010,이성호,한화,포수,5,2,17+1/3,0,0,9,0,1,1.000,0,5,0,0.0
2010,이여상,한화,2루수,5,0,14,0,0,3,3,1,1.000,0,0,0,-
2010,전현태,한화,유격수,5,1,9+2/3,1,0,3,2,0,0.833,0,0,0,-
2010,문수호,KIA,투수,4,0,2+2/3,0,0,0,0,0,-,0,0,0,-
