연도,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
2012,김재율,LG,19,0,0,0,-,0,0
2012,김태군,LG,100,0,0,0,-,0,0
2012,김태완,LG,58,1,0,1,0.0,0,0
2012,류택현,LG,2,0,0,0,-,0,0
2012,마일영,한화,3,0,0,0,-,0,0
2012,바티스타,한화,3,0,0,0,-,0,0
2012,박노민,한화,19,0,0,0,-,0,0
2012,박정진,한화,4,0,0,0,-,0,0
2012,봉중근,LG,4,0,0,0,-,0,0
2012,서상우,LG,6,0,0,0,-,0,0
2012,션헨,한화,2,0,0,0,-,0,0
2012,손인호,LG,4,0,0,0,-,0,0
2012,송창식,한화,3,0,0,0,-,0,0
2012,신동훈,LG,1,0,0,0,-,0,0
2012,신정락,LG,1,0,0,0,-,0,0
2012,안승민,한화,4,0,0,0,-,0,0
2012,안영진,한화,1,0,0,0,-,0,0
2012,양훈,한화,1,0,0,0,-,0,0
2012,연경흠,한화,42,0,0,0,-,0,0
2012,오준혁,한화,10,0,0,0,-,0,0
2012,우규민,LG,2,0,0,0,-,0,0
2012,유강남,LG,13,0,0,0,-,0,0
2012,이동현,LG,3,0,0,0,-,0,0
2012,이민재,LG,7,0,0,0,-,0,0
2012,이상열,LG,2,0,0,0,-,0,0
2012,이승우,LG,1,0,0,0,-,0,0
2012,이양기,한화,35,0,0,0,-,0,0
2012,이준수,한화,37,0,0,0,-,0,0
2012,임찬규,LG,2,0,0,0,-,0,0
2012,정대훈,한화,1,0,0,0,-,0,0
2012,정민혁,한화,1,0,0,0,-,0,0
2012,정원석,한화,7,0,0,0,-,0,0
2012,조윤준,LG,23,0,0,0,-,0,0
2012,최동수,LG,94,1,0,1,0.0,0,0
2012,최승환,한화,24,0,0,0,-,0,0
2012,최영진,LG,43,0,0,0,-,0,0
2012,최우석,한화,1,0,0,0,-,0,0
2012,한희,LG,1,0,0,0,-,0,0
2012,황선일,LG,3,0,0,0,-,0,0
2012,강귀태,넥센,12,0,0,0,-,0,0
2012,김남형,넥센,6,0,0,0,-,0,0
2012,김병현,넥센,1,0,0,0,-,0,0
2012,김상수,넥센,3,0,0,0,-,0,0
2012,김수경,넥센,1,0,0,0,-,0,0
2012,김영민,넥센,2,0,0,0,-,0,0
2012,김정훈,넥센,1,0,0,0,-,0,0
2012,나이트,넥센,1,0,0,0,-,0,0
2012,문우람,넥센,25,0,0,0,-,0,0
2012,박성훈,넥센,2,0,0,0,-,0,0
2012,박정준,넥센,18,0,0,0,-,0,0
2012,박종윤,넥센,1,0,0,0,-,0,0
2012,박헌도,넥센,23,0,0,0,-,0,0
2012,손승락,넥센,4,0,0,0,-,0,0
2012,신현철,넥센,11,0,0,0,-,0,0
2012,오재영,넥센,1,0,0,0,-,0,0
2012,이정훈,넥센,3,0,0,0,-,0,0
2012,이태양,넥센,1,0,0,0,-,0,0
2012,임창민,넥센,1,0,0,0,-,0,0
2012,장영석,넥센,7,0,0,0,-,0,0
2012,장효훈,넥센,1,0,0,0,-,0,0
2012,차화준,넥센,8,0,0,0,-,0,0
2012,허도환,넥센,94,0,0,0,-,0,0
2013,김종호,NC,128,64,50,14,78.1,0,0
2013,손아섭,롯데,128,43,36,7,83.7,0,0
2013,오재원,두산,113,44,33,11,75.0,0,0
2013,이종욱,두산,110,37,30,7,81.1,0,0
2013,오지환,LG,124,37,30,7,81.1,0,0
2013,신종길,KIA,104,35,29,6,82.9,0,0
2013,이택근,넥센,123,37,29,8,78.4,0,0
2013,정근우,SK,112,39,28,11,71.8,0,0
2013,김선빈,KIA,88,42,28,14,66.7,0,0
2013,민병헌,두산,119,35,27,8,77.1,0,0
2013,서건창,넥센,86,33,26,7,78.8,0,0
2013,이상호,NC,103,29,25,4,86.2,0,0
2013,조동화,SK,105,33,24,9,72.7,0,0
2013,최정,SK,120,32,24,8,75.0,0,0
2013,배영섭,삼성,113,33,23,10,69.7,0,0
2013,정수빈,두산,125,31,23,8,74.2,0,0
2013,김주찬,KIA,47,26,23,3,88.5,0,0
2013,황재균,롯데,128,33,22,11,66.7,0,0
2013,이용규,KIA,100,30,21,9,70.0,0,0
2013,김용의,LG,109,28,21,7,75.0,0,0
2013,장기영,넥센,115,31,20,11,64.5,0,0
2013,전준우,롯데,128,27,19,8,70.4,0,0
2013,안치홍,KIA,118,17,16,1,94.1,0,0
2013,이학준,한화,97,19,16,3,84.2,0,0
2013,모창민,NC,108,19,16,3,84.2,0,0
2013,강정호,넥센,126,23,15,8,65.2,0,0
2013,김상수,삼성,115,19,14,5,73.7,0,0
2013,박재상,SK,103,15,14,1,93.3,0,0
2013,허경민,두산,75,18,14,4,77.8,0,0
2013,박용택,LG,125,21,13,8,61.9,0,0
2013,이대형,LG,102,22,13,9,59.1,0,0
2013,정성훈,LG,121,19,13,6,68.4,0,0
2013,추승우,한화,72,14,12,2,85.7,0,0
2013,나성범,NC,104,14,12,2,85.7,0,0
2013,강명구,삼성,55,12,11,1,91.7,0,0
2013,김재현,SK,33,13,11,2,84.6,0,0
2013,이대수,한화,122,15,11,4,73.3,0,0
2013,김강민,SK,105,16,10,6,62.5,0,0
2013,박병호,넥센,128,12,10,2,83.3,0,0
2013,정주현,LG,61,14,10,4,71.4,0,0
2013,김재호,두산,91,15,9,6,60.0,0,0
2013,손주인,LG,125,15,9,6,60.0,0,0
2013,박민우,NC,32,11,9,2,81.8,0,0
2013,김상현,SK,113,9,8,1,88.9,0,0
2013,김문호,롯데,40,13,8,5,61.5,0,0
2013,문선재,LG,93,13,8,5,61.5,0,0
2013,정형식,삼성,120,16,7,9,43.8,0,0
2013,조동찬,삼성,74,9,7,2,77.8,0,0
2013,정훈,롯데,113,10,7,3,70.0,0,0
2013,나지완,KIA,125,10,7,3,70.0,0,0
2013,김민성,넥센,128,14,7,7,50.0,0,0
2013,유재신,넥센,75,15,7,8,46.7,0,0
2013,이명기,SK,26,10,6,4,60.0,0,0
2013,조성우,SK,54,7,6,1,85.7,0,0
2013,양의지,두산,114,7,6,1,85.7,0,0
2013,이원석,두산,85,10,6,4,60.0,0,0
2013,신본기,롯데,99,9,6,3,66.7,0,0
2013,이진영,LG,106,8,6,2,75.0,0,0
2013,김동한,두산,26,5,5,0,100.0,0,0
2013,홍성흔,두산,127,8,5,3,62.5,0,0
2013,이승화,롯데,60,10,5,5,50.0,0,0
2013,정의윤,LG,116,9,5,4,55.6,0,0
2013,오선진,한화,92,7,5,2,71.4,0,0
2013,한상훈,한화,101,9,5,4,55.6,0,0
2013,박정준,NC,78,7,5,2,71.4,0,0
2013,박석민,삼성,117,6,4,2,66.7,0,0
2013,박한이,삼성,112,8,4,4,50.0,0,0
2013,이지영,삼성,113,4,4,0,100.0,0,0
2013,채태인,삼성,94,4,4,0,100.0,0,0
2013,박정권,SK,110,8,4,4,50.0,0,0
2013,강민호,롯데,105,5,4,1,80.0,0,0
2013,김대우,롯데,69,7,4,3,57.1,0,0
2013,박종윤,롯데,115,6,4,2,66.7,0,0
2013,백민기,롯데,30,6,4,2,66.7,0,0
2013,서동욱,넥센,104,6,4,2,66.7,0,0
2013,유한준,넥센,97,7,4,3,57.1,0,0
2013,양영동,LG,48,8,4,4,50.0,0,0
2013,고동진,한화,93,12,4,8,33.3,0,0
2013,정현석,한화,121,9,4,5,44.4,0,0
2013,조정원,한화,43,5,4,1,80.0,0,0
2013,권희동,NC,121,5,4,1,80.0,0,0
2013,조영훈,NC,120,9,4,5,44.4,0,0
2013,차화준,NC,58,6,4,2,66.7,0,0
2013,강봉규,삼성,32,3,3,0,100.0,0,0
2013,신명철,삼성,37,5,3,2,60.0,0,0
2013,우동균,삼성,82,4,3,1,75.0,0,0
2013,이승엽,삼성,111,4,3,1,75.0,0,0
2013,박진만,SK,100,7,3,4,42.9,0,0
2013,손시헌,두산,93,4,3,1,75.0,0,0
2013,조성환,롯데,74,4,3,1,75.0,0,0
2013,윤완주,KIA,47,5,3,2,60.0,0,0
2013,정수성,넥센,37,5,3,2,60.0,0,0
2013,최형우,삼성,128,3,2,1,66.7,0,0
2013,김성현,SK,97,8,2,6,25.0,0,0
2013,이재원,SK,69,3,2,1,66.7,0,0
2013,한동민,SK,99,5,2,3,40.0,0,0
2013,김현수,두산,122,6,2,4,33.3,0,0
2013,박건우,두산,34,5,2,3,40.0,0,0
2013,윤석민,두산,21,2,2,0,100.0,0,0
2013,임재철,두산,70,2,2,0,100.0,0,0
2013,문규현,롯데,79,2,2,0,100.0,0,0
2013,박준서,롯데,79,2,2,0,100.0,0,0
2013,임종혁,롯데,11,2,2,0,100.0,0,0
2013,조홍석,롯데,30,5,2,3,40.0,0,0
2013,고영우,KIA,29,3,2,1,66.7,0,0
2013,박기남,KIA,91,2,2,0,100.0,0,0
2013,문우람,넥센,69,4,2,2,50.0,0,0
2013,윤요섭,LG,89,5,2,3,40.0,0,0
2013,이병규,LG,98,4,2,2,50.0,0,0
2013,김경언,한화,70,7,2,5,28.6,0,0
2013,정범모,한화,88,3,2,1,66.7,0,0
2013,마낙길,NC,24,4,2,2,50.0,0,0
2013,이현곤,NC,91,2,2,0,100.0,0,0
2013,이호준,NC,126,5,2,3,40.0,0,0
2013,지석훈,NC,105,3,2,1,66.7,0,0
2013,최재원,NC,52,3,2,1,66.7,0,0
2013,김태완,삼성,83,2,1,1,50.0,0,0
2013,모상기,삼성,5,2,1,1,50.0,0,0
2013,이정식,삼성,11,1,1,0,100.0,0,0
2013,박승욱,SK,15,1,1,0,100.0,0,0
2013,안치용,SK,17,1,1,0,100.0,0,0
2013,정상호,SK,82,1,1,0,100.0,0,0
2013,고영민,두산,10,1,1,0,100.0,0,0
2013,김동주,두산,28,1,1,0,100.0,0,0
2013,최주환,두산,47,1,1,0,100.0,0,0
2013,박기혁,롯데,31,4,1,3,25.0,0,0
2013,용덕한,롯데,56,1,1,0,100.0,0,0
2013,황성용,롯데,34,1,1,0,100.0,0,0
2013,김원섭,KIA,42,1,1,0,100.0,0,0
2013,김주형,KIA,81,1,1,0,100.0,0,0
2013,유재혁,KIA,22,1,1,0,100.0,0,0
2013,이종환,KIA,42,1,1,0,100.0,0,0
2013,최훈락,KIA,16,1,1,0,100.0,0,0
2013,최희섭,KIA,78,2,1,1,50.0,0,0
2013,홍재호,KIA,85,3,1,2,33.3,0,0
2013,김민우,넥센,33,2,1,1,50.0,0,0
2013,김지수,넥센,37,1,1,0,100.0,0,0
2013,박동원,넥센,69,1,1,0,100.0,0,0
2013,이성열,넥센,92,3,1,2,33.3,0,0
2013,권용관,LG,68,1,1,0,100.0,0,0
2013,이병규,LG,73,2,1,1,50.0,0,0
2013,현재윤,LG,53,3,1,2,33.3,0,0
2013,김태완,한화,93,3,1,2,33.3,0,0
2013,박노민,한화,27,1,1,0,100.0,0,0
2013,송광민,한화,67,2,1,1,50.0,0,0
2013,엄태용,한화,39,1,1,0,100.0,0,0
2013,임익준,한화,36,4,1,3,25.0,0,0
2013,노진혁,NC,117,4,1,3,25.0,0,0
2013,박으뜸,NC,40,1,1,0,100.0,0,0
2013,조평호,NC,26,1,1,0,100.0,0,0
2013,김건한,삼성,2,0,0,0,-,0,0
2013,김동명,삼성,4,0,0,0,-,0,0
2013,김헌곤,삼성,7,0,0,0,-,0,0
2013,박찬도,삼성,3,0,0,0,-,0,0
2013,박해민,삼성,1,0,0,0,-,0,0
2013,배영수,삼성,1,0,0,0,-,0,0
2013,백상원,삼성,5,0,0,0,-,0,0
2013,성의준,삼성,16,1,0,1,0.0,0,0
2013,신용운,삼성,1,0,0,0,-,0,0
2013,심창민,삼성,1,0,0,0,-,0,0
2013,오승환,삼성,4,0,0,0,-,0,0
2013,이동걸,삼성,1,0,0,0,-,0,0
2013,이상훈,삼성,15,0,0,0,-,0,0
2013,이우선,삼성,1,0,0,0,-,0,0
2013,정병곤,삼성,54,0,0,0,-,0,0
2013,정현,삼성,8,0,0,0,-,0,0
2013,조현근,삼성,2,0,0,0,-,0,0
2013,진갑용,삼성,101,0,0,0,-,0,0
2013,김경근,SK,5,0,0,0,-,0,0
2013,김도현,SK,2,0,0,0,-,0,0
2013,김정훈,SK,4,0,0,0,-,0,0
2013,나주환,SK,15,0,0,0,-,0,0
2013,문승원,SK,3,0,0,0,-,0,0
2013,박경완,SK,8,0,0,0,-,0,0
2013,박인성,SK,2,0,0,0,-,0,0
2013,박정배,SK,1,0,0,0,-,0,0
2013,박희수,SK,2,0,0,0,-,0,0
2013,백인식,SK,1,0,0,0,-,0,0
2013,윤길현,SK,1,0,0,0,-,0,0
2013,이재영,SK,1,0,0,0,-,0,0
2013,임훈,SK,40,0,0,0,-,0,0
2013,전유수,SK,2,0,0,0,-,0,0
2013,정규창,SK,2,0,0,0,-,0,0
2013,정진기,SK,4,0,0,0,-,0,0
2013,조인성,SK,88,1,0,1,0.0,0,0
2013,진해수,SK,1,0,0,0,-,0,0
2013,최윤석,SK,45,2,0,2,0.0,0,0
2013,홍명찬,SK,5,0,0,0,-,0,0
2013,김상현,두산,1,0,0,0,-,0,0
2013,박세혁,두산,18,0,0,0,-,0,0
2013,오재일,두산,55,1,0,1,0.0,0,0
2013,오현근,두산,6,0,0,0,-,0,0
2013,원용묵,두산,1,0,0,0,-,0,0
2013,유희관,두산,1,0,0,0,-,0,0
2013,정재훈,두산,2,0,0,0,-,0,0
2013,최재훈,두산,60,0,0,0,-,0,0
2013,최준석,두산,100,0,0,0,-,0,0
2013,홍상삼,두산,1,0,0,0,-,0,0
2013,강영식,롯데,1,0,0,0,-,0,0
2013,고도현,롯데,4,0,0,0,-,0,0
2013,김사율,롯데,1,0,0,0,-,0,0
2013,김사훈,롯데,17,0,0,0,-,0,0
2013,김상호,롯데,25,0,0,0,-,0,0
2013,김성배,롯데,3,0,0,0,-,0,0
2013,김준태,롯데,4,0,0,0,-,0,0
2013,손용석,롯데,3,0,0,0,-,0,0
2013,송승준,롯데,1,0,0,0,-,0,0
2013,양종민,롯데,1,0,0,0,-,0,0
2013,이인구,롯데,2,0,0,0,-,0,0
2013,장성호,롯데,83,1,0,1,0.0,0,0
2013,정대현,롯데,2,0,0,0,-,0,0
2013,정보명,롯데,12,0,0,0,-,0,0
2013,황진수,롯데,2,0,0,0,-,0,0
2013,김광연,KIA,4,0,0,0,-,0,0
2013,김상훈,KIA,49,0,0,0,-,0,0
2013,박지훈,KIA,1,0,0,0,-,0,0
2013,백용환,KIA,26,0,0,0,-,0,0
2013,서용주,KIA,4,0,0,0,-,0,0
2013,송은범,KIA,2,0,0,0,-,0,0
2013,신승현,KIA,2,0,0,0,-,0,0
2013,신창호,KIA,1,0,0,0,-,0,0
2013,심동섭,KIA,1,0,0,0,-,0,0
2013,앤서니,KIA,2,0,0,0,-,0,0
2013,이동훈,KIA,13,0,0,0,-,0,0
2013,이범호,KIA,122,2,0,2,0.0,0,0
2013,이성우,KIA,15,0,0,0,-,0,0
2013,이준호,KIA,55,0,0,0,-,0,0
2013,이홍구,KIA,51,0,0,0,-,0,0
2013,차일목,KIA,98,2,0,2,0.0,0,0
2013,최향남,KIA,1,0,0,0,-,0,0
2013,한승혁,KIA,1,0,0,0,-,0,0
2013,황정립,KIA,21,0,0,0,-,0,0
2013,박종윤,넥센,1,0,0,0,-,0,0
2013,박헌도,넥센,9,0,0,0,-,0,0
2013,손승락,넥센,2,0,0,0,-,0,0
2013,송지만,넥센,34,0,0,0,-,0,0
2013,신현철,넥센,6,0,0,0,-,0,0
2013,안태영,넥센,12,0,0,0,-,0,0
2013,오윤,넥센,67,0,0,0,-,0,0
2013,조중근,넥센,10,0,0,0,-,0,0
2013,지재옥,넥센,18,0,0,0,-,0,0
2013,한현희,넥센,1,0,0,0,-,0,0
2013,허도환,넥센,116,2,0,2,0.0,0,0
2013,김영관,LG,2,0,0,0,-,0,0
2013,김재민,LG,10,0,0,0,-,0,0
2013,김효남,LG,1,0,0,0,-,0,0
2013,봉중근,LG,6,0,0,0,-,0,0
2013,신재웅,LG,1,0,0,0,-,0,0
2013,이상열,LG,2,0,0,0,-,0,0
2013,이천웅,LG,8,0,0,0,-,0,0
2013,임도현,LG,1,0,0,0,-,0,0
2013,임정우,LG,5,0,0,0,-,0,0
2013,임찬규,LG,3,0,0,0,-,0,0
2013,정현욱,LG,3,0,0,0,-,0,0
2013,조윤준,LG,19,0,0,0,-,0,0
2013,최경철,LG,38,1,0,1,0.0,0,0
2013,최동수,LG,2,0,0,0,-,0,0
2013,최승준,LG,2,0,0,0,-,0,0
2013,최영진,LG,6,0,0,0,-,0,0
2013,강동우,한화,26,0,0,0,-,0,0
2013,김광수,한화,1,0,0,0,-,0,0
2013,김태균,한화,101,3,0,3,0.0,0,0
2013,김혁민,한화,1,0,0,0,-,0,0
2013,박상규,한화,5,0,0,0,-,0,0
2013,박정진,한화,1,0,0,0,-,0,0
2013,백승룡,한화,2,0,0,0,-,0,0
2013,송주호,한화,28,2,0,2,0.0,0,0
2013,송창식,한화,4,0,0,0,-,0,0
2013,송창현,한화,1,0,0,0,-,0,0
2013,양성우,한화,1,0,0,0,-,0,0
2013,연경흠,한화,4,0,0,0,-,0,0
2013,오재필,한화,9,0,0,0,-,0,0
2013,윤근영,한화,1,0,0,0,-,0,0
2013,이브랜드,한화,1,0,0,0,-,0,0
2013,이양기,한화,56,0,0,0,-,0,0
2013,이여상,한화,14,0,0,0,-,0,0
2013,이준수,한화,47,0,0,0,-,0,0
2013,임경훈,한화,7,0,0,0,-,0,0
2013,임기영,한화,3,0,0,0,-,0,0
2013,임세업,한화,5,1,0,1,0.0,0,0
2013,장운호,한화,11,1,0,1,0.0,0,0
2013,전현태,한화,21,0,0,0,-,0,0
2013,조지훈,한화,2,0,0,0,-,0,0
2013,최승환,한화,10,0,0,0,-,0,0
2013,최진행,한화,106,0,0,0,-,0,0
2013,하주석,한화,5,1,0,1,0.0,0,0
2013,한승택,한화,24,0,0,0,-,0,0
2013,강구성,NC,2,0,0,0,-,0,0
2013,강진성,NC,3,0,0,0,-,0,0
2013,김동건,NC,8,0,0,0,-,0,0
2013,김성욱,NC,4,0,0,0,-,0,0
2013,김종찬,NC,5,0,0,0,-,0,0
2013,김준완,NC,3,0,0,0,-,0,0
2013,김진성,NC,2,0,0,0,-,0,0
2013,김태군,NC,112,2,0,2,0.0,0,0
2013,김태우,NC,7,0,0,0,-,0,0
2013,노성호,NC,1,0,0,0,-,0,0
2013,박상혁,NC,8,0,0,0,-,0,0
2013,박헌욱,NC,2,0,0,0,-,0,0
2013,손민한,NC,2,0,0,0,-,0,0
2013,이명환,NC,5,0,0,0,-,0,0
2013,이민호,NC,1,0,0,0,-,0,0
2013,이승호,NC,2,0,0,0,-,0,0
2013,이재학,NC,1,0,0,0,-,0,0
2013,이창섭,NC,5,0,0,0,-,0,0
2013,이태원,NC,70,0,0,0,-,0,0
2013,임창민,NC,2,0,0,0,-,0,0
2013,정진,NC,1,0,0,0,-,0,0
2013,최금강,NC,1,0,0,0,-,0,0
2013,허준,NC,14,0,0,0,-,0,0
2014,김상수,삼성,128,59,53,6,89.8,6,2
2014,박민우,NC,118,60,50,10,83.3,5,2
2014,서건창,넥센,128,65,48,17,73.8,12,3
2014,조동화,SK,125,44,37,7,84.1,2,4
2014,박해민,삼성,119,44,36,8,81.8,6,3
2014,오재원,두산,110,40,33,7,82.5,7,2
2014,정수빈,두산,128,37,32,5,86.5,2,4
2014,김강민,SK,113,37,32,5,86.5,7,2
2014,정근우,한화,125,35,32,3,91.4,5,0
2014,오지환,LG,113,40,28,12,70.0,4,1
2014,나바로,삼성,125,34,25,9,73.5,8,0
2014,김종호,NC,113,29,22,7,75.9,4,1
2014,김주찬,KIA,100,32,22,10,68.8,7,0
2014,이대형,KIA,126,37,22,15,59.5,8,1
2014,신종길,KIA,103,27,20,7,74.1,2,2
2014,안치홍,KIA,126,25,19,6,76.0,5,1
2014,황재균,롯데,128,27,17,10,63.0,5,0
2014,민병헌,두산,124,24,16,8,66.7,5,0
2014,이종욱,NC,124,19,15,4,78.9,3,0
2014,나성범,NC,123,19,14,5,73.7,3,1
2014,모창민,NC,122,17,14,3,82.4,4,0
2014,이용규,한화,104,23,12,11,52.2,4,2
2014,박용택,LG,124,20,11,9,55.0,5,1
2014,이택근,넥센,122,19,11,8,57.9,5,3
2014,이상호,NC,96,16,11,5,68.8,3,0
2014,테임즈,NC,125,13,11,2,84.6,5,1
2014,정성훈,LG,112,12,10,2,83.3,7,1
2014,손아섭,롯데,122,13,10,3,76.9,0,0
2014,나주환,SK,127,13,10,3,76.9,3,0
2014,필,KIA,92,11,10,1,90.9,3,1
2014,김용의,LG,103,16,9,7,56.3,1,1
2014,임훈,SK,90,11,9,2,81.8,5,0
2014,피에,한화,119,20,9,11,45.0,6,0
2014,박병호,넥센,128,11,8,3,72.7,2,0
2014,정훈,롯데,124,12,8,4,66.7,4,0
2014,김재현,SK,60,9,8,1,88.9,2,0
2014,이명기,SK,83,14,8,6,57.1,2,1
2014,박한이,삼성,125,13,7,6,53.8,6,0
2014,박경수,LG,87,8,7,1,87.5,2,0
2014,전준우,롯데,113,11,7,4,63.6,7,1
2014,박계현,SK,62,10,7,3,70.0,3,2
2014,박정권,SK,120,16,7,9,43.8,10,1
2014,최정,SK,82,9,7,2,77.8,1,0
2014,김민우,KIA,87,9,7,2,77.8,3,0
2014,박찬도,삼성,28,8,6,2,75.0,2,2
2014,이영욱,삼성,40,7,6,1,85.7,0,0
2014,허경민,두산,105,10,6,4,60.0,2,0
2014,유재신,넥센,23,8,6,2,75.0,1,0
2014,김성현,SK,122,9,6,3,66.7,2,0
2014,권희동,NC,101,7,6,1,85.7,1,0
2014,이승엽,삼성,127,6,5,1,83.3,4,0
2014,조동찬,삼성,31,7,5,2,71.4,2,1
2014,장민석,두산,45,6,5,1,83.3,0,0
2014,홍성흔,두산,124,8,5,3,62.5,6,0
2014,이병규,LG,116,15,5,10,33.3,6,3
2014,정의윤,LG,97,9,5,4,55.6,3,0
2014,채은성,LG,62,8,5,3,62.5,4,0
2014,문우람,넥센,122,8,5,3,62.5,7,1
2014,문규현,롯데,77,7,5,2,71.4,3,0
2014,정형식,삼성,52,6,4,2,66.7,0,2
2014,최형우,삼성,113,6,4,2,66.7,4,0
2014,양의지,두산,97,7,4,3,57.1,3,0
2014,손주인,LG,120,6,4,2,66.7,4,1
2014,이진영,LG,119,7,4,3,57.1,5,0
2014,최경철,LG,117,6,4,2,66.7,0,0
2014,김하성,넥센,60,7,4,3,57.1,1,0
2014,김문호,롯데,71,4,4,0,100.0,5,0
2014,강한울,KIA,93,6,4,2,66.7,4,0
2014,이학준,한화,45,5,4,1,80.0,1,0
2014,강명구,삼성,21,4,3,1,75.0,0,0
2014,이지영,삼성,99,6,3,3,50.0,5,0
2014,문선재,LG,22,3,3,0,100.0,1,0
2014,백창수,LG,51,7,3,4,42.9,0,1
2014,조쉬벨,LG,63,3,3,0,100.0,5,0
2014,강정호,넥센,117,6,3,3,50.0,7,1
2014,김민성,넥센,116,4,3,1,75.0,3,1
2014,김민하,롯데,55,4,3,1,75.0,1,0
2014,이재원,SK,120,3,3,0,100.0,3,0
2014,이호준,NC,122,8,3,5,37.5,4,0
2014,김원섭,KIA,44,4,3,1,75.0,0,0
2014,나지완,KIA,118,6,3,3,50.0,8,0
2014,송광민,한화,103,5,3,2,60.0,6,0
2014,한상훈,한화,77,4,3,1,75.0,3,0
2014,김헌곤,삼성,76,4,2,2,50.0,5,0
2014,김재호,두산,122,10,2,8,20.0,5,0
2014,김현수,두산,125,2,2,0,100.0,5,0
2014,황목치승,LG,37,4,2,2,50.0,1,0
2014,로티노,넥센,79,2,2,0,100.0,0,1
2014,박헌도,넥센,47,2,2,0,100.0,1,1
2014,유한준,넥센,122,3,2,1,66.7,5,0
2014,이성열,넥센,96,5,2,3,40.0,2,0
2014,오승택,롯데,57,3,2,1,66.7,2,1
2014,임종혁,롯데,21,4,2,2,50.0,1,0
2014,박재상,SK,38,3,2,1,66.7,1,0
2014,손시헌,NC,97,3,2,1,66.7,1,0
2014,오정복,NC,47,2,2,0,100.0,0,1
2014,김다원,KIA,86,4,2,2,50.0,4,0
2014,김선빈,KIA,33,2,2,0,100.0,1,1
2014,박기남,KIA,90,7,2,5,28.6,4,1
2014,박준태,KIA,32,2,2,0,100.0,0,0
2014,이범호,KIA,105,4,2,2,50.0,3,0
2014,이흥련,삼성,88,1,1,0,100.0,1,0
2014,채태인,삼성,124,1,1,0,100.0,3,0
2014,고영민,두산,52,2,1,1,50.0,3,0
2014,김재환,두산,52,1,1,0,100.0,1,0
2014,박건우,두산,47,1,1,0,100.0,0,0
2014,오재일,두산,75,2,1,1,50.0,0,0
2014,최주환,두산,82,2,1,1,50.0,5,0
2014,칸투,두산,111,1,1,0,100.0,3,0
2014,박용근,LG,27,1,1,0,100.0,0,0
2014,이병규,LG,62,2,1,1,50.0,0,0
2014,고종욱,넥센,8,1,1,0,100.0,0,1
2014,김지수,넥센,28,1,1,0,100.0,0,0
2014,서동욱,넥센,39,1,1,0,100.0,1,0
2014,안태영,넥센,41,1,1,0,100.0,0,0
2014,강민호,롯데,98,3,1,2,33.3,3,0
2014,김대우,롯데,18,1,1,0,100.0,1,0
2014,신본기,롯데,63,2,1,1,50.0,2,0
2014,최준석,롯데,121,1,1,0,100.0,1,0
2014,하준호,롯데,31,2,1,1,50.0,0,0
2014,김상현,SK,42,2,1,1,50.0,1,0
2014,신현철,SK,60,1,1,0,100,1,0
2014,안정광,SK,15,2,1,1,50.0,0,0
2014,김성욱,NC,26,1,1,0,100,0,0
2014,김준완,NC,6,1,1,0,100,0,0
2014,조영훈,NC,92,2,1,1,50.0,0,0
2014,지석훈,NC,114,2,1,1,50.0,4,1
2014,이성우,KIA,63,1,1,0,100,1,0
2014,김경언,한화,89,4,1,3,25.0,2,0
2014,송주호,한화,17,1,1,0,100,1,0
2014,이양기,한화,45,1,1,0,100,1,0
2014,이창열,한화,22,1,1,0,100,1,1
2014,장운호,한화,39,2,1,1,50.0,2,0
2014,정범모,한화,85,1,1,0,100,1,0
2014,최진행,한화,99,3,1,2,33.3,1,0
2014,권혁,삼성,1,0,0,0,-,0,0
2014,김건한,삼성,1,0,0,0,-,0,0
2014,김기태,삼성,1,0,0,0,-,0,0
2014,김재현,삼성,8,0,0,0,-,1,0
2014,김정혁,삼성,2,0,0,0,-,0,0
2014,김태완,삼성,65,0,0,0,-,3,0
2014,김희석,삼성,2,0,0,0,-,0,0
2014,문선엽,삼성,3,0,0,0,-,0,0
2014,박근홍,삼성,1,0,0,0,-,0,0
2014,박석민,삼성,110,1,0,1,0.0,4,0
2014,백상원,삼성,31,0,0,0,-,0,0
2014,백정현,삼성,1,0,0,0,-,0,0
2014,밴덴헐크,삼성,1,0,0,0,-,0,0
2014,심창민,삼성,1,0,0,0,-,0,0
2014,안지만,삼성,1,0,0,0,-,0,0
2014,우동균,삼성,30,0,0,0,-,0,0
2014,이상훈,삼성,10,0,0,0,-,0,0
2014,이정식,삼성,7,0,0,0,-,0,0
2014,임창용,삼성,1,0,0,0,-,0,0
2014,정현,삼성,5,0,0,0,-,0,0
2014,조현근,삼성,1,0,0,0,-,0,0
2014,진갑용,삼성,11,0,0,0,-,0,0
2014,김응민,두산,11,0,0,0,-,0,0
2014,김진형,두산,28,0,0,0,-,0,0
2014,니퍼트,두산,1,0,0,0,-,0,0
2014,양종민,두산,5,0,0,0,-,0,0
2014,오장훈,두산,1,0,0,0,-,0,0
2014,이성곤,두산,4,0,0,0,-,0,0
2014,이용찬,두산,2,0,0,0,-,0,0
2014,이원석,두산,79,0,0,0,-,1,0
2014,이현승,두산,1,0,0,0,-,0,0
2014,최병욱,두산,1,0,0,0,-,0,0
2014,최영진,두산,4,0,0,0,-,0,0
2014,최재훈,두산,48,2,0,2,0.0,2,0
