연도,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
2006,송신영,현대,2,0,0,0,-,0,0
2006,신철인,현대,1,0,0,0,-,0,0
2006,이보근,현대,3,0,0,0,-,0,0
2006,이현승,현대,1,0,0,0,-,0,0
2006,장태종,현대,2,0,0,0,-,0,0
2006,전근표,현대,51,0,0,0,-,0,0
2006,조평호,현대,9,0,0,0,-,0,0
2006,지석훈,현대,51,1,0,1,0.0,0,0
2006,허준,현대,1,0,0,0,-,0,0
2006,홍원기,현대,56,2,0,2,0.0,0,0
2006,황두성,현대,1,0,0,0,-,0,0
2006,김경진,KIA,14,0,0,0,-,0,0
2006,김주형,KIA,34,0,0,0,-,0,0
2006,송산,KIA,43,0,0,0,-,0,0
2006,스캇,KIA,48,0,0,0,-,0,0
2006,신동주,KIA,8,0,0,0,-,0,0
2006,심재학,KIA,56,2,0,2,0.0,0,0
2006,유재원,KIA,1,1,0,1,0.0,0,0
2006,윤석민,KIA,4,0,0,0,-,0,0
2006,이동현,KIA,1,0,0,0,-,0,0
2006,임준혁,KIA,1,0,0,0,-,0,0
2006,장문석,KIA,2,0,0,0,-,0,0
2006,전병두,KIA,1,0,0,0,-,0,0
2006,정원,KIA,1,0,0,0,-,0,0
2006,조태수,KIA,1,0,0,0,-,0,0
2006,차일목,KIA,22,0,0,0,-,0,0
2006,차정민,KIA,2,0,0,0,-,0,0
2006,한규식,KIA,55,0,0,0,-,0,0
2006,홍세완,KIA,66,0,0,0,-,0,0
2007,이대형,LG,125,73,53,20,72.6,0,0
2007,이종욱,두산,123,61,47,14,77.0,0,0
2007,고영민,두산,126,46,36,10,78.3,0,0
2007,민병헌,두산,119,39,30,9,76.9,0,0
2007,조동화,SK,121,31,25,6,80.6,0,0
2007,정근우,SK,111,34,24,10,70.6,0,0
2007,김주찬,롯데,113,30,22,8,73.3,0,0
2007,박재상,SK,123,28,21,7,75.0,0,0
2007,양준혁,삼성,123,28,20,8,71.4,0,0
2007,박용택,LG,126,22,20,2,90.9,0,0
2007,신명철,삼성,126,28,19,9,67.9,0,0
2007,김강민,SK,124,29,19,10,65.5,0,0
2007,김재걸,삼성,116,24,17,7,70.8,0,0
2007,이용규,KIA,118,28,17,11,60.7,0,0
2007,강명구,삼성,68,16,13,3,81.3,0,0
2007,김종국,KIA,93,16,13,3,81.3,0,0
2007,전준호,현대,121,19,11,8,57.9,0,0
2007,김동주,두산,119,13,11,2,84.6,0,0
2007,이승화,롯데,75,19,11,8,57.9,0,0
2007,권용관,LG,121,15,11,4,73.3,0,0
2007,박한이,삼성,123,13,10,3,76.9,0,0
2007,고동진,한화,124,14,10,4,71.4,0,0
2007,송지만,현대,120,14,10,4,71.4,0,0
2007,박재홍,SK,115,17,10,7,58.8,0,0
2007,정수근,롯데,105,15,10,5,66.7,0,0
2007,박경수,LG,115,13,10,3,76.9,0,0
2007,김일경,현대,117,12,9,3,75.0,0,0
2007,김원섭,KIA,114,18,9,9,50.0,0,0
2007,장성호,KIA,116,13,9,4,69.2,0,0
2007,전상렬,두산,75,14,9,5,64.3,0,0
2007,최정,SK,122,15,8,7,53.3,0,0
2007,김민재,한화,118,10,7,3,70.0,0,0
2007,이성열,LG,75,8,7,1,87.5,0,0
2007,심정수,삼성,124,6,6,0,100.0,0,0
2007,조원우,한화,114,7,6,1,85.7,0,0
2007,한상훈,한화,118,11,6,5,54.5,0,0
2007,이택근,현대,116,7,6,1,85.7,0,0
2007,박경완,SK,119,9,6,3,66.7,0,0
2007,이진영,SK,80,6,6,0,100.0,0,0
2007,김상현,LG,121,6,6,0,100.0,0,0
2007,박진만,삼성,100,8,5,3,62.5,0,0
2007,김현수,두산,99,7,5,2,71.4,0,0
2007,윤재국,두산,74,9,5,4,55.6,0,0
2007,이대수,두산,109,8,5,3,62.5,0,0
2007,정원석,두산,78,6,5,1,83.3,0,0
2007,박기혁,롯데,108,9,5,4,55.6,0,0
2007,정보명,롯데,119,6,5,1,83.3,0,0
2007,오태근,LG,68,10,5,5,50.0,0,0
2007,이종열,LG,121,8,5,3,62.5,0,0
2007,강봉규,삼성,83,6,4,2,66.7,0,0
2007,신경현,한화,107,4,4,0,100.0,0,0
2007,이영우,한화,97,6,4,2,66.7,0,0
2007,이현곤,KIA,126,6,4,2,66.7,0,0
2007,김재현,SK,84,8,4,4,50.0,0,0
2007,박용근,LG,67,6,4,2,66.7,0,0
2007,발데스,LG,116,5,4,1,80.0,0,0
2007,조동찬,삼성,38,4,3,1,75.0,0,0
2007,심광호,한화,76,4,3,1,75.0,0,0
2007,브룸바,현대,126,5,3,2,60.0,0,0
2007,김상훈,KIA,109,3,3,0,100.0,0,0
2007,송산,KIA,76,6,3,3,50.0,0,0
2007,이종범,KIA,84,5,3,2,60.0,0,0
2007,최희섭,KIA,52,4,3,1,75.0,0,0
2007,오재원,두산,49,5,3,2,60.0,0,0
2007,나주환,SK,117,7,3,4,42.9,0,0
2007,이호준,SK,101,9,3,6,33.3,0,0
2007,정경배,SK,116,6,3,3,50.0,0,0
2007,김창희,삼성,100,6,2,4,33.3,0,0
2007,김태균,한화,118,3,2,1,66.7,0,0
2007,이범호,한화,126,2,2,0,100.0,0,0
2007,김동수,현대,111,6,2,4,33.3,0,0
2007,유한준,현대,112,2,2,0,100.0,0,0
2007,이숭용,현대,95,3,2,1,66.7,0,0
2007,황재균,현대,63,4,2,2,50.0,0,0
2007,김연훈,KIA,52,3,2,1,66.7,0,0
2007,채상병,두산,91,4,2,2,50.0,0,0
2007,박정권,SK,100,3,2,1,66.7,0,0
2007,이원석,롯데,121,7,2,5,28.6,0,0
2007,이인구,롯데,65,4,2,2,50.0,0,0
2007,최만호,롯데,41,3,2,1,66.7,0,0
2007,정의윤,LG,88,4,2,2,50.0,0,0
2007,박정환,삼성,46,1,1,0,100.0,0,0
2007,조영훈,삼성,66,1,1,0,100.0,0,0
2007,김동영,한화,16,2,1,1,50.0,0,0
2007,김수연,한화,31,2,1,1,50.0,0,0
2007,정희상,한화,41,1,1,0,100.0,0,0
2007,크루즈,한화,121,1,1,0,100.0,0,0
2007,서한규,현대,48,2,1,1,50.0,0,0
2007,정성훈,현대,122,3,1,2,33.3,0,0
2007,정수성,현대,23,3,1,2,33.3,0,0
2007,차화준,현대,47,3,1,2,33.3,0,0
2007,김주형,KIA,36,2,1,1,50.0,0,0
2007,손지환,KIA,102,2,1,1,50.0,0,0
2007,이강서,KIA,15,1,1,0,100,0,0
2007,한규식,KIA,26,1,1,0,100,0,0
2007,김진수,두산,45,2,1,1,50.0,0,0
2007,안경현,두산,109,1,1,0,100,0,0
2007,최준석,두산,121,1,1,0,100,0,0
2007,이재원,SK,66,1,1,0,100,0,0
2007,정상호,SK,66,1,1,0,100,0,0
2007,강민호,롯데,125,5,1,4,20.0,0,0
2007,박현승,롯데,91,4,1,3,25.0,0,0
2007,이대호,롯데,121,1,1,0,100,0,0
2007,최기문,롯데,58,1,1,0,100,0,0
2007,최길성,롯데,56,1,1,0,100,0,0
2007,페레즈,롯데,47,2,1,1,50.0,0,0
2007,홍유택,롯데,6,1,1,0,100,0,0
2007,손인호,LG,39,2,1,1,50.0,0,0
2007,안치용,LG,12,1,1,0,100,0,0
2007,조인성,LG,124,2,1,1,50.0,0,0
2007,최동수,LG,125,2,1,1,50.0,0,0
2007,권오준,삼성,1,0,0,0,-,0,0
2007,김대익,삼성,69,1,0,1,0.0,0,0
2007,김동명,삼성,1,0,0,0,-,0,0
2007,김종훈,삼성,63,1,0,1,0.0,0,0
2007,김한수,삼성,101,2,0,2,0.0,0,0
2007,박종호,삼성,17,0,0,0,-,0,0
2007,손승현,삼성,3,0,0,0,-,0,0
2007,오승환,삼성,5,0,0,0,-,0,0
2007,유용목,삼성,5,0,0,0,-,0,0
2007,이여상,삼성,4,0,0,0,-,0,0
2007,이정식,삼성,65,0,0,0,-,0,0
2007,이태호,삼성,45,1,0,1,0.0,0,0
2007,임창용,삼성,2,0,0,0,-,0,0
2007,정현욱,삼성,1,0,0,0,-,0,0
2007,조현근,삼성,1,0,0,0,-,0,0
2007,진갑용,삼성,122,1,0,1,0.0,0,0
2007,차우찬,삼성,2,0,0,0,-,0,0
2007,채태인,삼성,31,0,0,0,-,0,0
2007,현재윤,삼성,6,0,0,0,-,0,0
2007,구대성,한화,2,0,0,0,-,0,0
2007,김강,한화,1,0,0,0,-,0,0
2007,김인철,한화,77,1,0,1,0.0,0,0
2007,김태완,한화,61,0,0,0,-,0,0
2007,마정길,한화,1,0,0,0,-,0,0
2007,백승룡,한화,8,0,0,0,-,0,0
2007,백재호,한화,80,0,0,0,-,0,0
2007,서정,한화,1,0,0,0,-,0,0
2007,송광민,한화,30,1,0,1,0.0,0,0
2007,안영명,한화,2,0,0,0,-,0,0
2007,연경흠,한화,36,0,0,0,-,0,0
2007,이도형,한화,79,0,0,0,-,0,0
2007,전현태,한화,2,0,0,0,-,0,0
2007,정범모,한화,3,0,0,0,-,0,0
2007,강귀태,현대,55,0,0,0,-,0,0
2007,강병식,현대,91,1,0,1,0.0,0,0
2007,강정호,현대,20,0,0,0,-,0,0
2007,권도영,현대,7,0,0,0,-,0,0
2007,김남형,현대,5,0,0,0,-,0,0
2007,김성태,현대,1,0,0,0,-,0,0
2007,노병오,현대,3,0,0,0,-,0,0
2007,노환수,현대,1,0,0,0,-,0,0
2007,박준수,현대,2,0,0,0,-,0,0
2007,송신영,현대,5,0,0,0,-,0,0
2007,오윤,현대,30,0,0,0,-,0,0
2007,유덕형,현대,3,0,0,0,-,0,0
2007,유선정,현대,5,0,0,0,-,0,0
2007,이동학,현대,1,0,0,0,-,0,0
2007,이보근,현대,1,0,0,0,-,0,0
2007,이상열,현대,1,0,0,0,-,0,0
2007,이승주,현대,9,0,0,0,-,0,0
2007,이현승,현대,3,0,0,0,-,0,0
2007,전근표,현대,4,0,0,0,-,0,0
2007,조용훈,현대,2,0,0,0,-,0,0
2007,조중근,현대,22,0,0,0,-,0,0
2007,조평호,현대,8,0,0,0,-,0,0
2007,지석훈,현대,89,3,0,3,0.0,0,0
2007,허준,현대,35,0,0,0,-,0,0
2007,홍원기,현대,25,0,0,0,-,0,0
2007,황두성,현대,1,0,0,0,-,0,0
2007,권윤민,KIA,11,0,0,0,-,0,0
2007,김건한,KIA,1,0,0,0,-,0,0
2007,김경진,KIA,28,0,0,0,-,0,0
2007,김정수,KIA,3,0,0,0,-,0,0
2007,서튼,KIA,34,0,0,0,-,0,0
2007,심재학,KIA,25,0,0,0,-,0,0
2007,양현종,KIA,3,0,0,0,-,0,0
2007,유재원,KIA,10,0,0,0,-,0,0
2007,이상화,KIA,1,0,0,0,-,0,0
2007,이재주,KIA,90,2,0,2,0.0,0,0
2007,이호신,KIA,21,0,0,0,-,0,0
2007,조경환,KIA,64,2,0,2,0.0,0,0
2007,차일목,KIA,41,0,0,0,-,0,0
2007,차정민,KIA,1,0,0,0,-,0,0
2007,최훈락,KIA,22,0,0,0,-,0,0
2007,한기주,KIA,2,0,0,0,-,0,0
2007,홍세완,KIA,59,2,0,2,0.0,0,0
2007,강동우,두산,25,1,0,1,0.0,0,0
2007,금민철,두산,5,0,0,0,-,0,0
2007,김덕윤,두산,2,0,0,0,-,0,0
2007,김명제,두산,3,0,0,0,-,0,0
2007,김상현,두산,2,0,0,0,-,0,0
2007,김승회,두산,1,0,0,0,-,0,0
2007,김하람,두산,1,0,0,0,-,0,0
2007,김혜겸,두산,8,0,0,0,-,0,0
2007,노경은,두산,2,0,0,0,-,0,0
2007,안상준,두산,46,0,0,0,-,0,0
2007,양의지,두산,3,0,0,0,-,0,0
2007,원용묵,두산,1,0,0,0,-,0,0
2007,유재웅,두산,20,0,0,0,-,0,0
2007,윤석민,두산,30,0,0,0,-,0,0
2007,이경필,두산,3,0,0,0,-,0,0
2007,이두환,두산,1,0,0,0,-,0,0
2007,이승학,두산,5,0,0,0,-,0,0
2007,임태훈,두산,9,0,0,0,-,0,0
2007,장원진,두산,23,0,0,0,-,0,0
2007,정재훈,두산,7,0,0,0,-,0,0
2007,정재훈,두산,11,0,0,0,-,0,0
2007,최주환,두산,3,0,0,0,-,0,0
2007,허도환,두산,1,0,0,0,-,0,0
2007,홍성흔,두산,80,2,0,2,0.0,0,0
2007,가득염,SK,4,0,0,0,-,0,0
2007,강혁,SK,10,0,0,0,-,0,0
2007,김경태,SK,1,0,0,0,-,0,0
2007,김광현,SK,1,0,0,0,-,0,0
2007,김동건,SK,10,0,0,0,-,0,0
2007,김성현,SK,3,1,0,1,0.0,0,0
2007,김용섭,SK,1,0,0,0,-,0,0
2007,김원형,SK,3,0,0,0,-,0,0
2007,김재구,SK,24,0,0,0,-,0,0
2007,김재현,SK,3,0,0,0,-,0,0
2007,김태균,SK,23,0,0,0,-,0,0
2007,김형철,SK,2,0,0,0,-,0,0
2007,레이번,SK,1,0,0,0,-,0,0
2007,로마노,SK,3,0,0,0,-,0,0
2007,박연수,SK,8,0,0,0,-,0,0
2007,송은범,SK,2,0,0,0,-,0,0
2007,윤길현,SK,1,0,0,0,-,0,0
2007,이영욱,SK,1,0,0,0,-,0,0
2007,이한진,SK,3,0,0,0,-,0,0
2007,정대현,SK,7,0,0,0,-,0,0
2007,정우람,SK,1,0,0,0,-,0,0
2007,조웅천,SK,6,0,0,0,-,0,0
2007,채종국,SK,23,0,0,0,-,0,0
2007,김문호,롯데,27,1,0,1,0.0,0,0
2007,김민성,롯데,4,0,0,0,-,0,0
2007,김승관,롯데,5,0,0,0,-,0,0
2007,나승현,롯데,1,0,0,0,-,0,0
2007,리오스,롯데,38,1,0,1,0.0,0,0
2007,문규현,롯데,25,0,0,0,-,0,0
2007,박남섭,롯데,75,0,0,0,-,0,0
2007,박종윤,롯데,8,0,0,0,-,0,0
2007,박지철,롯데,3,0,0,0,-,0,0
2007,서정호,롯데,3,0,0,0,-,0,0
2007,손광민,롯데,4,0,0,0,-,0,0
2007,손용석,롯데,44,1,0,1,0.0,0,0
2007,이동훈,롯데,3,0,0,0,-,0,0
2007,이승재,롯데,3,0,0,0,-,0,0
2007,이창석,롯데,3,0,0,0,-,0,0
2007,최경환,롯데,36,0,0,0,-,0,0
2007,카브레라,롯데,2,0,0,0,-,0,0
2007,허준혁,롯데,1,0,0,0,-,0,0
2007,호세,롯데,23,0,0,0,-,0,0
2007,황성용,롯데,69,1,0,1,0.0,0,0
2007,경헌호,LG,1,0,0,0,-,0,0
2007,김민기,LG,1,0,0,0,-,0,0
2007,김용우,LG,41,0,0,0,-,0,0
2007,김우석,LG,2,0,0,0,-,0,0
2007,김재현,LG,1,0,0,0,-,0,0
2007,김회권,LG,1,0,0,0,-,0,0
2007,류택현,LG,1,0,0,0,-,0,0
2007,마해영,LG,11,0,0,0,-,0,0
2007,민경수,LG,1,0,0,0,-,0,0
2007,박영복,LG,1,0,0,0,-,0,0
2007,송현우,LG,1,0,0,0,-,0,0
2007,신윤호,LG,1,0,0,0,-,0,0
2007,심수창,LG,6,0,0,0,-,0,0
2007,안재만,LG,10,0,0,0,-,0,0
2007,양현석,LG,3,0,0,0,-,0,0
2007,우규민,LG,5,0,0,0,-,0,0
2007,정재복,LG,2,0,0,0,-,0,0
2007,최승준,LG,4,0,0,0,-,0,0
2007,최승환,LG,22,0,0,0,-,0,0
2007,추승우,LG,1,0,0,0,-,0,0
2007,황선일,LG,44,0,0,0,-,0,0
2008,이대형,LG,126,78,63,15,80.8,0,0
2008,이종욱,두산,122,55,47,8,85.5,0,0
2008,정근우,SK,124,60,40,20,66.7,0,0
2008,고영민,두산,126,48,39,9,81.3,0,0
2008,김주찬,롯데,104,50,32,18,64.0,0,0
2008,조성환,롯데,123,34,31,3,91.2,0,0
2008,오재원,두산,117,35,28,7,80.0,0,0
2008,이용규,KIA,106,37,28,9,75.7,0,0
2008,클락,한화,125,30,25,5,83.3,0,0
2008,정수근,롯데,80,37,24,13,64.9,0,0
2008,박재상,SK,94,30,21,9,70.0,0,0
2008,김원섭,KIA,106,29,21,8,72.4,0,0
2008,조동화,SK,103,22,19,3,86.4,0,0
2008,최정,SK,114,27,19,8,70.4,0,0
2008,추승우,한화,119,24,19,5,79.2,0,0
2008,민병헌,두산,87,24,18,6,75.0,0,0
2008,이택근,우리,110,24,18,6,75.0,0,0
2008,김강민,SK,106,24,16,8,66.7,0,0
2008,박용택,LG,96,22,16,6,72.7,0,0
2008,박기혁,롯데,113,23,16,7,69.6,0,0
2008,전준호,우리,114,27,16,11,59.3,0,0
2008,정수성,우리,76,22,16,6,72.7,0,0
2008,장성호,KIA,85,20,15,5,75.0,0,0
2008,나주환,SK,118,19,14,5,73.7,0,0
2008,김현수,두산,126,21,13,8,61.9,0,0
2008,김민재,한화,114,16,13,3,81.3,0,0
2008,김종국,KIA,113,16,13,3,81.3,0,0
2008,발데스,KIA,47,17,13,4,76.5,0,0
2008,이진영,SK,95,18,12,6,66.7,0,0
2008,김재호,두산,112,15,12,3,80.0,0,0
2008,이범호,한화,125,13,12,1,92.3,0,0
2008,이인구,롯데,42,13,11,2,84.6,0,0
2008,모창민,SK,91,17,10,7,58.8,0,0
2008,황재균,우리,117,17,10,7,58.8,0,0
2008,신명철,삼성,97,10,9,1,90.0,0,0
2008,박용근,LG,93,13,9,4,69.2,0,0
2008,이종범,KIA,110,12,9,3,75.0,0,0
2008,이성열,두산,84,12,8,4,66.7,0,0
2008,홍성흔,두산,114,9,8,1,88.9,0,0
2008,조동찬,삼성,68,11,8,3,72.7,0,0
2008,정성훈,우리,109,12,8,4,66.7,0,0
2008,정원석,두산,90,10,7,3,70.0,0,0
2008,이여상,한화,94,9,7,2,77.8,0,0
2008,허승민,삼성,85,9,7,2,77.8,0,0
2008,안치용,LG,101,9,7,2,77.8,0,0
2008,유재신,우리,54,9,7,2,77.8,0,0
2008,박경완,SK,101,10,6,4,60.0,0,0
2008,김재걸,삼성,99,9,6,3,66.7,0,0
2008,박경수,LG,116,11,6,5,54.5,0,0
2008,박재홍,SK,112,11,5,6,45.5,0,0
2008,한상훈,한화,122,5,5,0,100.0,0,0
2008,박진만,삼성,104,9,5,4,55.6,0,0
2008,박한이,삼성,104,11,5,6,45.5,0,0
2008,김선빈,KIA,112,14,5,9,35.7,0,0
2008,이현곤,KIA,112,10,5,5,50.0,0,0
2008,차일목,KIA,106,9,5,4,55.6,0,0
2008,김일경,우리,70,8,5,3,62.5,0,0
2008,김재현,SK,108,7,4,3,57.1,0,0
2008,신경현,한화,107,7,4,3,57.1,0,0
2008,이승화,롯데,87,7,4,3,57.1,0,0
2008,정보명,롯데,96,11,4,7,36.4,0,0
2008,최희섭,KIA,55,7,4,3,57.1,0,0
2008,송지만,우리,118,9,4,5,44.4,0,0
2008,전상렬,두산,59,6,3,3,50.0,0,0
2008,강봉규,삼성,81,7,3,4,42.9,0,0
2008,최형우,삼성,126,3,3,0,100.0,0,0
2008,박현승,롯데,73,7,3,4,42.9,0,0
2008,강정호,우리,116,4,3,1,75.0,0,0
2008,이재원,SK,82,2,2,0,100.0,0,0
2008,김동주,두산,109,4,2,2,50.0,0,0
2008,이대수,두산,90,6,2,4,33.3,0,0
2008,고동진,한화,31,2,2,0,100.0,0,0
2008,김태균,한화,115,2,2,0,100.0,0,0
2008,윤재국,한화,55,2,2,0,100.0,0,0
2008,이영우,한화,89,3,2,1,66.7,0,0
2008,이희근,한화,84,2,2,0,100.0,0,0
2008,김창희,삼성,103,3,2,1,66.7,0,0
2008,박석민,삼성,126,5,2,3,40.0,0,0
2008,우동균,삼성,63,5,2,3,40.0,0,0
2008,현재윤,삼성,67,2,2,0,100.0,0,0
2008,김상현,LG,75,5,2,3,40.0,0,0
2008,가르시아,롯데,125,3,2,1,66.7,0,0
2008,강민호,롯데,122,6,2,4,33.3,0,0
2008,손광민,롯데,80,5,2,3,40.0,0,0
2008,이원석,롯데,53,3,2,1,66.7,0,0
2008,유재원,KIA,13,2,2,0,100.0,0,0
2008,이재주,KIA,87,3,2,1,66.7,0,0
2008,이호신,KIA,10,3,2,1,66.7,0,0
2008,채종범,KIA,70,3,2,1,66.7,0,0
2008,최경환,KIA,65,2,2,0,100.0,0,0
2008,김남형,우리,21,3,2,1,66.7,0,0
2008,오윤,우리,31,2,2,0,100.0,0,0
2008,박정환,SK,25,2,1,1,50.0,0,0
2008,안경현,두산,51,2,1,1,50.0,0,0
2008,유재웅,두산,104,5,1,4,20.0,0,0
2008,최준석,두산,67,1,1,0,100.0,0,0
2008,김수연,한화,9,1,1,0,100.0,0,0
2008,오승택,한화,50,4,1,3,25.0,0,0
2008,김우석,삼성,8,1,1,0,100.0,0,0
2008,양준혁,삼성,114,2,1,1,50.0,0,0
2008,진갑용,삼성,105,2,1,1,50.0,0,0
2008,채태인,삼성,68,2,1,1,50.0,0,0
2008,크루즈,삼성,43,1,1,0,100.0,0,0
2008,권용관,LG,76,3,1,2,33.3,0,0
2008,김용의,LG,18,1,1,0,100.0,0,0
2008,김정민,LG,71,2,1,1,50.0,0,0
2008,손인호,LG,77,1,1,0,100.0,0,0
2008,오태근,LG,7,2,1,1,50.0,0,0
2008,채종국,LG,55,1,1,0,100.0,0,0
2008,페타지니,LG,68,1,1,0,100.0,0,0
2008,김상훈,KIA,35,2,1,1,50.0,0,0
2008,김형철,KIA,45,3,1,2,33.3,0,0
2008,나지완,KIA,73,3,1,2,33.3,0,0
2008,최용규,KIA,20,3,1,2,33.3,0,0
2008,강귀태,우리,104,2,1,1,50.0,0,0
2008,브룸바,우리,102,2,1,1,50.0,0,0
2008,이숭용,우리,109,3,1,2,33.3,0,0
2008,장기영,우리,9,2,1,1,50.0,0,0
2008,조재호,우리,49,3,1,2,33.3,0,0
2008,조중근,우리,31,1,1,0,100.0,0,0
2008,가득염,SK,3,0,0,0,-,0,0
2008,권영진,SK,31,0,0,0,-,0,0
2008,김동건,SK,14,0,0,0,-,0,0
2008,김성현,SK,6,0,0,0,-,0,0
2008,김연훈,SK,19,0,0,0,-,0,0
2008,김원형,SK,3,0,0,0,-,0,0
2008,김재구,SK,5,0,0,0,-,0,0
2008,김재현,SK,2,0,0,0,-,0,0
2008,박연수,SK,5,0,0,0,-,0,0
2008,박정권,SK,56,0,0,0,-,0,0
2008,얀,SK,2,0,0,0,-,0,0
2008,오현근,SK,5,1,0,1,0.0,0,0
2008,윤길현,SK,2,0,0,0,-,0,0
2008,윤상균,SK,7,0,0,0,-,0,0
2008,이명기,SK,6,1,0,1,0.0,0,0
2008,이호준,SK,8,0,0,0,-,0,0
2008,정경배,SK,33,0,0,0,-,0,0
2008,정대현,SK,6,0,0,0,-,0,0
2008,정상호,SK,81,1,0,1,0.0,0,0
2008,정우람,SK,1,0,0,0,-,0,0
2008,조영민,SK,4,0,0,0,-,0,0
2008,조웅천,SK,5,0,0,0,-,0,0
2008,최상덕,SK,1,0,0,0,-,0,0
2008,금민철,두산,1,0,0,0,-,0,0
2008,김강률,두산,1,0,0,0,-,0,0
2008,김덕윤,두산,1,0,0,0,-,0,0
2008,김상현,두산,2,0,0,0,-,0,0
2008,김재환,두산,14,1,0,1,0.0,0,0
2008,김진수,두산,5,0,0,0,-,0,0
2008,레이어,두산,2,0,0,0,-,0,0
2008,박민석,두산,2,0,0,0,-,0,0
2008,이경환,두산,1,0,0,0,-,0,0
2008,이용찬,두산,1,0,0,0,-,0,0
2008,이원재,두산,1,0,0,0,-,0,0
2008,이재우,두산,4,0,0,0,-,0,0
2008,이혜천,두산,1,0,0,0,-,0,0
2008,임태훈,두산,6,0,0,0,-,0,0
2008,정재훈,두산,9,0,0,0,-,0,0
2008,진야곱,두산,2,0,0,0,-,0,0
2008,채상병,두산,112,0,0,0,-,0,0
2008,최승환,두산,63,0,0,0,-,0,0
2008,최재훈,두산,1,0,0,0,-,0,0
2008,최주환,두산,16,0,0,0,-,0,0
2008,김동영,한화,4,0,0,0,-,0,0
2008,김태완,한화,124,1,0,1,0.0,0,0
2008,김혁민,한화,3,0,0,0,-,0,0
2008,마정길,한화,1,0,0,0,-,0,0
2008,백승룡,한화,2,0,0,0,-,0,0
2008,송광민,한화,75,0,0,0,-,0,0
2008,양훈,한화,1,0,0,0,-,0,0
2008,연경흠,한화,45,0,0,0,-,0,0
2008,오선진,한화,46,0,0,0,-,0,0
2008,윤규진,한화,1,0,0,0,-,0,0
2008,이도형,한화,54,0,0,0,-,0,0
2008,정범모,한화,3,1,0,1,0.0,0,0
2008,정현석,한화,11,0,0,0,-,0,0
2008,조원우,한화,5,0,0,0,-,0,0
2008,최진행,한화,3,0,0,0,-,0,0
2008,토마스,한화,7,0,0,0,-,0,0
2008,한윤섭,한화,6,0,0,0,-,0,0
2008,김경모,삼성,2,0,0,0,-,0,0
2008,김동현,삼성,14,1,0,1,0.0,0,0
2008,모상기,삼성,2,0,0,0,-,0,0
2008,박종호,삼성,33,1,0,1,0.0,0,0
2008,백정현,삼성,1,0,0,0,-,0,0
2008,손승현,삼성,4,0,0,0,-,0,0
2008,손주인,삼성,9,0,0,0,-,0,0
2008,손지환,삼성,45,1,0,1,0.0,0,0
2008,심광호,삼성,40,0,0,0,-,0,0
2008,심정수,삼성,22,1,0,1,0.0,0,0
2008,오승환,삼성,1,0,0,0,-,0,0
2008,이영욱,삼성,14,0,0,0,-,0,0
2008,차우찬,삼성,1,0,0,0,-,0,0
2008,최원제,삼성,1,0,0,0,-,0,0
2008,경헌호,LG,1,0,0,0,-,0,0
2008,김광삼,LG,13,1,0,1,0.0,0,0
2008,김민기,LG,1,0,0,0,-,0,0
2008,김수형,LG,1,0,0,0,-,0,0
2008,김용우,LG,25,0,0,0,-,0,0
2008,김준호,LG,29,0,0,0,-,0,0
2008,김태군,LG,6,0,0,0,-,0,0
2008,김태완,LG,37,0,0,0,-,0,0
2008,김회권,LG,1,0,0,0,-,0,0
2008,서건창,LG,1,0,0,0,-,0,0
2008,서동욱,LG,27,0,0,0,-,0,0
2008,서성종,LG,1,0,0,0,-,0,0
2008,오상민,LG,2,0,0,0,-,0,0
2008,우규민,LG,2,0,0,0,-,0,0
2008,이범준,LG,3,0,0,0,-,0,0
2008,이병규,LG,33,0,0,0,-,0,0
2008,이재영,LG,1,0,0,0,-,0,0
2008,이종열,LG,81,1,0,1,0.0,0,0
2008,임도현,LG,15,0,0,0,-,0,0
2008,정의윤,LG,38,0,0,0,-,0,0
2008,정재복,LG,4,0,0,0,-,0,0
2008,조인성,LG,102,0,0,0,-,0,0
2008,최동수,LG,110,3,0,3,0.0,0,0
2008,강영식,롯데,2,0,0,0,-,0,0
2008,김문호,롯데,3,0,0,0,-,0,0
2008,김민성,롯데,20,0,0,0,-,0,0
2008,김이슬,롯데,1,0,0,0,-,0,0
2008,마해영,롯데,32,0,0,0,-,0,0
2008,박남섭,롯데,26,0,0,0,-,0,0
2008,박종윤,롯데,15,0,0,0,-,0,0
2008,서정호,롯데,4,0,0,0,-,0,0
2008,염종석,롯데,2,0,0,0,-,0,0
2008,이대호,롯데,122,1,0,1,0.0,0,0
2008,이동훈,롯데,5,0,0,0,-,0,0
2008,임경완,롯데,2,0,0,0,-,0,0
2008,전준우,롯데,15,0,0,0,-,0,0
2008,최기문,롯데,29,1,0,1,0.0,0,0
2008,최만호,롯데,28,0,0,0,-,0,0
2008,코르테스,롯데,1,0,0,0,-,0,0
2008,강동우,KIA,45,1,0,1,0.0,0,0
2008,고우석,KIA,1,0,0,0,-,0,0
2008,김경언,KIA,8,0,0,0,-,0,0
2008,김주현,KIA,2,0,0,0,-,0,0
2008,김주형,KIA,62,1,0,1,0.0,0,0
2008,디아즈,KIA,1,0,0,0,-,0,0
2008,박진영,KIA,10,0,0,0,-,0,0
2008,송산,KIA,14,0,0,0,-,0,0
2008,심재학,KIA,1,0,0,0,-,0,0
